"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3pt","3P",NA,"2P","0-3","3-10","10-16","16-3pt","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%",NA,"Att.","Md."
"2","1","Atlanta Hawks","45","10800",".463","14.4",NA,".618",".246",".167",".114",".091",".382",NA,".517",".659",".414",".433",".427",".375",NA,".521",".752",NA,".055","199",NA,".241","513",NA,".229",".384",NA,"10","1"
"3","2","Boston Celtics","47","11480",".447","14.9",NA,".589",".203",".209",".092",".084",".411",NA,".523",".721",".433",".376",".435",".337",NA,".477",".821",NA,".048","180",NA,".272","631",NA,".227",".383",NA,"9","0"
"4","3","Brooklyn Nets","45","10850",".473","13.8",NA,".642",".261",".157",".131",".093",".358",NA,".542",".642",".431",".505",".499",".350",NA,".566",".746",NA,".048","164",NA,".260","556",NA,".239",".354",NA,"2","0"
"5","4","Chicago Bulls","44","10560",".473","14.1",NA,".652",".257",".146",".128",".122",".348",NA,".522",".662",".407",".449",".440",".382",NA,".485",".841",NA,".048","165",NA,".250","527",NA,".272",".441",NA,"7","0"
"6","5","Charlotte Hornets","46","11140",".462","14.1",NA,".586",".272",".182",".078",".055",".414",NA,".525",".678",".376",".403",".433",".373",NA,".532",".848",NA,".069","263",NA,".277","614",NA,".260",".368",NA,"10","0"
"7","6","Cleveland Cavaliers","47","11280",".467","14.0",NA,".604",".271",".180",".097",".056",".396",NA,".545",".712",".402",".426",".411",".348",NA,".565",".813",NA,".081","290",NA,".235","525",NA,".234",".337",NA,"7","1"
"8","7","Dallas Mavericks","46","11090",".450","15.4",NA,".573",".202",".163",".121",".087",".427",NA,".540",".718",".450",".457",".410",".329",NA,".518",".817",NA,".063","217",NA,".190","435",NA,".234",".379",NA,"9","0"
"9","8","Denver Nuggets","44","10610",".468","14.6",NA,".581",".221",".204",".083",".074",".419",NA,".555",".750",".453",".415",".415",".346",NA,".576",".848",NA,".055","181",NA,".262","592",NA,".252",".372",NA,"12","0"
"10","9","Detroit Pistons","45","10850",".419","14.4",NA,".596",".233",".209",".080",".074",".404",NA,".487",".639",".421",".331",".371",".317",NA,".477",".877",NA,".037","133",NA,".300","624",NA,".246",".346",NA,"14","0"
"11","10","Golden State Warriors","46","11090",".464","15.4",NA,".539",".224",".194",".062",".059",".461",NA,".556",".698",".512",".371",".360",".355",NA,".629",".806",NA,".064","234",NA,".288","673",NA,".218",".347",NA,"12","1"
"12","11","Houston Rockets","47","11305",".452","14.1",NA,".552",".315",".171",".035",".031",".448",NA,".537",".682",".366",".310",".266",".347",NA,".485",".796",NA,".080","284",NA,".314","682",NA,".180",".348",NA,"13","0"
"13","12","Indiana Pacers","47","11405",".456","14.2",NA,".599",".257",".180",".094",".068",".401",NA,".543",".690",".445",".407",".435",".328",NA,".490",".857",NA,".036","135",NA,".301","750",NA,".243",".370",NA,"13","0"
"14","13","Los Angeles Clippers","47","11330",".449","15.0",NA,".603",".209",".173",".118",".103",".397",NA,".509",".669",".456",".426",".369",".357",NA,".491",".814",NA,".051","180",NA,".214","466",NA,".219",".396",NA,"9","0"
"15","14","Los Angeles Lakers","46","11240",".465","14.1",NA,".614",".283",".150",".082",".100",".386",NA,".536",".694",".399",".393",".409",".351",NA,".479",".835",NA,".064","231",NA,".304","714",NA,".210",".386",NA,"4","0"
"16","15","Memphis Grizzlies","48","11570",".455","13.2",NA,".643",".259",".232",".108",".044",".357",NA,".518",".667",".422",".437",".354",".341",NA,".501",".852",NA,".051","198",NA,".271","672",NA,".231",".387",NA,"5","0"
"17","16","Miami Heat","46","11090",".460","14.9",NA,".579",".220",".180",".112",".067",".421",NA,".522",".685",".419",".425",".420",".374",NA,".541",".858",NA,".046","163",NA,".238","535",NA,".301",".411",NA,"13","0"
