"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3pt","3P",NA,"2P","0-3","3-10","10-16","16-3pt","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%",NA,"Att.","Md."
"2","1","Atlanta Hawks","54","12960",".468","14.9",NA,".619",".250",".162",".113",".095",".381",NA,".525",".666",".425",".436",".426",".376",NA,".532",".744",NA,".059","257",NA,".240","622",NA,".220",".391",NA,"12","1"
"3","2","Boston Celtics","56","13640",".452","15.4",NA,".584",".204",".202",".090",".088",".416",NA,".531",".722",".447",".401",".415",".340",NA,".489",".820",NA,".052","228",NA,".271","755",NA,".231",".380",NA,"9","0"
"4","3","Brooklyn Nets","54","13010",".468","13.8",NA,".641",".256",".165",".127",".093",".359",NA,".533",".642",".426",".493",".478",".352",NA,".555",".755",NA,".047","198",NA,".265","673",NA,".235",".356",NA,"2","0"
"5","4","Chicago Bulls","55","13225",".480","14.1",NA,".655",".255",".147",".128",".124",".345",NA,".535",".674",".433",".466",".443",".375",NA,".488",".847",NA,".049","208",NA,".250","684",NA,".276",".434",NA,"10","1"
"6","5","Charlotte Hornets","56","13540",".457","14.1",NA,".584",".276",".181",".075",".052",".416",NA,".527",".682",".374",".390",".433",".360",NA,".535",".857",NA,".071","325",NA,".284","766",NA,".273",".363",NA,"13","0"
"7","6","Cleveland Cavaliers","55","13200",".464","13.9",NA,".607",".276",".179",".096",".056",".393",NA,".537",".693",".400",".421",".408",".352",NA,".565",".822",NA,".079","327",NA,".239","615",NA,".233",".350",NA,"8","1"
"8","7","Dallas Mavericks","55","13275",".454","15.3",NA,".574",".203",".170",".119",".082",".426",NA,".540",".714",".457",".457",".398",".338",NA,".517",".816",NA,".063","258",NA,".197","543",NA,".247",".389",NA,"10","0"
"9","8","Denver Nuggets","54","13010",".474","14.6",NA,".580",".230",".195",".081",".074",".420",NA,".559",".745",".452",".423",".416",".355",NA,".580",".849",NA,".054","223",NA,".266","739",NA,".252",".391",NA,"14","0"
"10","9","Detroit Pistons","54","13010",".420","14.2",NA,".605",".244",".205",".081",".074",".395",NA,".486",".632",".417",".330",".366",".318",NA,".487",".878",NA,".035","149",NA,".308","778",NA,".253",".352",NA,"15","0"
"11","10","Golden State Warriors","55","13250",".466","15.6",NA,".534",".215",".194",".063",".062",".466",NA,".556",".696",".512",".385",".380",".364",NA,".613",".800",NA,".062","269",NA,".282","786",NA,".221",".361",NA,"16","1"
"12","11","Houston Rockets","54","12985",".450","14.1",NA,".549",".313",".171",".035",".030",".451",NA,".538",".681",".373",".302",".262",".343",NA,".490",".792",NA,".083","336",NA,".307","766",NA,".181",".340",NA,"15","0"
"13","12","Indiana Pacers","56","13590",".455","14.1",NA,".605",".260",".180",".097",".068",".395",NA,".535",".684",".440",".400",".411",".333",NA,".492",".864",NA,".038","170",NA,".304","896",NA,".248",".375",NA,"17","0"
"14","13","Los Angeles Clippers","56","13490",".450","15.0",NA,".604",".208",".178",".116",".103",".396",NA,".509",".675",".450",".435",".360",".360",NA,".491",".815",NA,".051","214",NA,".212","557",NA,".216",".390",NA,"11","0"
"15","14","Los Angeles Lakers","56","13665",".466","14.1",NA,".612",".289",".143",".086",".094",".388",NA,".540",".696",".399",".389",".411",".349",NA,".480",".839",NA,".065","284",NA,".304","870",NA,".219",".375",NA,"5","0"
"16","15","Memphis Grizzlies","56","13515",".458","12.9",NA,".652",".268",".231",".109",".044",".348",NA,".522",".670",".418",".437",".371",".339",NA,".497",".845",NA,".053","248",NA,".275","809",NA,".233",".369",NA,"7","0"
"17","16","Miami Heat","55","13325",".461","14.8",NA,".579",".226",".180",".108",".065",".421",NA,".521",".692",".406",".424",".408",".378",NA,".548",".866",NA,".049","203",NA,".243","651",NA,".300",".419",NA,"14","0"
"18","17","Milwaukee Bucks","56","13490",".460","15.3",NA,".558",".230",".157",".105",".067",".442",NA,".535",".708",".410",".441",".383",".364",NA,".452",".803",NA,".045","197",NA,".246","715",NA,".242",".389",NA,"7","0"
"19","18","Minnesota Timberwolves","55","13275",".447","14.6",NA,".548",".259",".180",".061",".049",".452",NA,".527",".663",".413",".396",".393",".350",NA,".509",".795",NA,".063","271",NA,".275","741",NA,".215",".366",NA,"14","0"
"20","19","New Orleans Pelicans","54","13010",".443","13.7",NA,".625",".276",".177",".091",".082",".375",NA,".512",".658",".402",".424",".352",".328",NA,".547",".886",NA,".056","235",NA,".300","744",NA,".239",".371",NA,"13","1"
"21","20","New York Knicks","55","13275",".435","14.7",NA,".574",".254",".155",".086",".079",".426",NA,".496",".650",".372",".379",".372",".353",NA,".453",".792",NA,".068","279",NA,".238","577",NA,".205",".372",NA,"6","0"
"22","21","Oklahoma City Thunder","54","13010",".418","14.5",NA,".576",".213",".241",".075",".047",".424",NA,".494",".622",".429",".413",".375",".314",NA,".451",".827",NA,".049","196",NA,".311","750",NA,".209",".365",NA,"4","0"
