"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"11","10","Golden State Warriors","51","12290",".466","15.5",NA,".538",".219",".194",".062",".062",".462",NA,".557",".703",".506",".382",".383",".360",NA,".620",".795",NA,".062","251",NA,".286","744",NA,".217",".346",NA,"13","1"
"12","11","Houston Rockets","50","12025",".451","14.1",NA,".552",".313",".173",".035",".031",".448",NA,".538",".682",".374",".300",".267",".344",NA,".492",".790",NA,".083","313",NA,".311","717",NA,".179",".340",NA,"14","0"
"13","12","Indiana Pacers","52","12630",".457","14.2",NA,".600",".258",".181",".094",".066",".400",NA,".542",".693",".441",".406",".418",".331",NA,".496",".862",NA,".038","156",NA,".302","839",NA,".246",".370",NA,"16","0"
"14","13","Los Angeles Clippers","53","12770",".449","15.0",NA,".604",".209",".176",".116",".103",".396",NA,".510",".674",".453",".433",".359",".358",NA,".488",".816",NA,".051","202",NA,".214","529",NA,".218",".390",NA,"11","0"
"15","14","Los Angeles Lakers","51","12440",".464","14.2",NA,".611",".283",".145",".085",".098",".389",NA,".538",".697",".396",".399",".407",".349",NA,".475",".835",NA,".063","251",NA,".302","788",NA,".215",".382",NA,"5","0"
"16","15","Memphis Grizzlies","53","12795",".456","13.0",NA,".651",".266",".233",".110",".043",".349",NA,".520",".671",".415",".441",".362",".337",NA,".498",".840",NA,".052","225",NA,".276","763",NA,".228",".366",NA,"6","0"
"17","16","Miami Heat","51","12365",".459","14.9",NA,".576",".224",".177",".110",".065",".424",NA,".519",".683",".409",".424",".413",".377",NA,".545",".864",NA,".046","183",NA,".241","596",NA,".304",".416",NA,"14","0"
"18","17","Milwaukee Bucks","52","12530",".454","15.3",NA,".558",".230",".156",".107",".066",".442",NA,".529",".703",".394",".445",".375",".359",NA,".446",".804",NA,".044","178",NA,".250","666",NA,".240",".378",NA,"6","0"
"19","18","Minnesota Timberwolves","50","12075",".444","14.6",NA,".546",".254",".182",".062",".048",".454",NA,".529",".664",".419",".396",".400",".342",NA,".505",".787",NA,".062","240",NA,".273","673",NA,".208",".347",NA,"14","0"
"20","19","New Orleans Pelicans","50","12050",".438","13.8",NA,".623",".274",".177",".091",".081",".377",NA,".503",".653",".393",".412",".341",".328",NA,".545",".882",NA,".054","209",NA,".303","699",NA,".236",".374",NA,"10","1"
"21","20","New York Knicks","51","12290",".437","14.8",NA,".571",".254",".152",".086",".080",".429",NA,".497",".653",".369",".381",".369",".357",NA,".454",".787",NA,".067","252",NA,".235","535",NA,".202",".371",NA,"6","0"
"22","21","Oklahoma City Thunder","49","11785",".416","14.4",NA,".577",".221",".234",".075",".047",".423",NA,".493",".624",".422",".410",".369",".311",NA,".447",".817",NA,".050","181",NA,".314","687",NA,".208",".356",NA,"3","0"
"23","22","Orlando Magic","51","12265",".432","14.3",NA,".589",".224",".230",".071",".065",".411",NA,".505",".651",".432",".446",".321",".327",NA,".493",".848",NA,".059","231",NA,".268","618",NA,".199",".366",NA,"9","0"
"24","23","Philadelphia 76ers","50","12100",".464","14.0",NA,".635",".230",".200",".126",".078",".365",NA,".527",".701",".421",".423",".450",".355",NA,".486",".837",NA,".046","178",NA,".247","601",NA,".234",".387",NA,"7","0"
"25","24","Phoenix Suns","49","11785",".477","14.2",NA,".646",".193",".217",".145",".090",".354",NA,".538",".695",".485",".473",".432",".367",NA,".536",".844",NA,".052","214",NA,".219","547",NA,".260",".396",NA,"8","0"
"26","25","Portland Trail Blazers","51","12265",".451","15.1",NA,".560",".246",".165",".072",".079",".440",NA,".523",".622",".455",".430",".438",".360",NA,".479",".775",NA,".041","158",NA,".264","623",NA,".211",".396",NA,"4","0"
"27","26","Sacramento Kings","52","12555",".452","14.0",NA,".619",".228",".215",".111",".065",".381",NA,".519",".694",".410",".417",".440",".343",NA,".479",".787",NA,".062","243",NA,".251","629",NA,".209",".375",NA,"10","1"
"28","27","San Antonio Spurs","51","12315",".464","13.2",NA,".664",".231",".234",".130",".068",".336",NA,".520",".656",".453",".461",".404",".351",NA,".552",".908",NA,".036","151",NA,".289","747",NA,".226",".378",NA,"4","0"
"29","28","Toronto Raptors","48","11620",".437","14.7",NA,".613",".213",".196",".107",".097",".387",NA,".494",".648",".419",".399",".414",".348",NA,".441",".800",NA,".057","210",NA,".238","538",NA,".222",".397",NA,"11","2"
"30","29","Utah Jazz","51","12240",".471","15.1",NA,".531",".204",".234",".066",".026",".469",NA,".566",".731",".482",".430",".379",".364",NA,".445",".719",NA,".069","269",NA,".251","631",NA,".235",".392",NA,"6","1"
"31","30","Washington Wizards","49","11860",".465","13.6",NA,".639",".231",".244",".103",".062",".361",NA,".545",".727",".449",".442",".415",".324",NA,".522",".834",NA,".066","249",NA,".297","716",NA,".259",".388",NA,"5","0"
"32","","League Average","51","12190",".455","14.4",NA,".598",".240",".191",".096",".072",".402",NA,".526",".679",".429",".426",".404",".349",NA,".507",".818",NA,".056","218",NA,".265","650",NA,".231",".377",NA,"9.0","0.3"
