"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%"
"2","1","Atlanta Hawks","65","15625",".469","14.7",NA,".599",".253",".159",".101",".085",".401",NA,".540",".696",".417",".460",".402",".363",NA,".512",".853",NA,".059","301",NA,".251","833",NA,".236",".387"
"3","2","Boston Celtics","67","16280",".431","15.3",NA,".608",".194",".213",".104",".097",".392",NA,".492",".702",".390",".408",".387",".337",NA,".464",".794",NA,".047","256",NA,".259","781",NA,".210",".355"
"4","3","Brooklyn Nets","67","16130",".453","14.2",NA,".600",".262",".168",".093",".077",".400",NA,".528",".679",".393",".441",".409",".340",NA,".501",".787",NA,".056","298",NA,".270","895",NA,".243",".357"
"5","4","Chicago Bulls","66","15865",".468","13.4",NA,".636",".299",".170",".091",".077",".364",NA,".528",".669",".409",".402",".389",".363",NA,".519",".828",NA,".057","300",NA,".291","944",NA,".229",".418"
"6","5","Charlotte Hornets","67","16280",".464","14.5",NA,".570",".262",".172",".077",".060",".430",NA,".544",".682",".433",".407",".439",".357",NA,".525",".828",NA,".067","346",NA,".266","891",NA,".271",".373"
"7","6","Cleveland Cavaliers","65","15600",".446","13.7",NA,".618",".297",".159",".090",".072",".382",NA,".507",".607",".413",".417",".413",".347",NA,".510",".815",NA,".058","284",NA,".275","816",NA,".259",".364"
"8","7","Dallas Mavericks","66","15915",".456","13.9",NA,".627",".240",".203",".110",".074",".373",NA,".526",".692",".452",".423",".348",".339",NA,".512",".824",NA,".055","266",NA,".257","839",NA,".253",".373"
"9","8","Denver Nuggets","67","16155",".465","14.3",NA,".603",".222",".216",".097",".070",".397",NA,".548",".727",".470",".447",".363",".339",NA,".524",".819",NA,".058","306",NA,".263","899",NA,".235",".365"
"10","9","Detroit Pistons","66","15940",".474","13.8",NA,".621",".257",".211",".082",".070",".379",NA,".538",".668",".473",".417",".400",".370",NA,".538",".818",NA,".062","315",NA,".283","903",NA,".251",".423"
"11","10","Golden State Warriors","67","16130",".437","14.8",NA,".582",".181",".254",".087",".061",".418",NA,".510",".692",".448",".424",".346",".337",NA,".485",".842",NA,".046","242",NA,".274","863",NA,".245",".398"
"12","11","Houston Rockets","66","15915",".483","14.2",NA,".588",".275",".168",".083",".063",".412",NA,".571",".710",".456",".460",".419",".356",NA,".498",".802",NA,".073","385",NA,".264","915",NA,".242",".384"
"13","12","Indiana Pacers","67","16280",".473","13.6",NA,".639",".256",".205",".104",".074",".361",NA,".536",".678",".450",".432",".431",".361",NA,".489",".796",NA,".063","326",NA,".280","925",NA,".224",".384"
"14","13","Los Angeles Clippers","68","16370",".447","13.7",NA,".623",".256",".206",".103",".058",".377",NA,".511",".652",".420",".424",".372",".340",NA,".506",".802",NA,".058","313",NA,".275","894",NA,".216",".343"
"15","14","Los Angeles Lakers","65","15850",".462","14.0",NA,".602",".263",".192",".085",".061",".398",NA,".536",".706",".413",".395",".391",".351",NA,".522",".837",NA,".062","323",NA,".274","915",NA,".198",".369"
"16","15","Memphis Grizzlies","67","16155",".453","14.1",NA,".604",".275",".166",".098",".066",".396",NA,".519",".650",".396",".433",".410",".353",NA,".542",".823",NA,".062","321",NA,".269","855",NA,".173",".397"
"17","16","Miami Heat","67","16255",".443","15.4",NA,".543",".215",".172",".097",".059",".457",NA,".530",".691",".436",".422",".391",".341",NA,".505",".834",NA,".045","224",NA,".237","758",NA,".267",".369"
