"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"14","13","Chicago Bulls","26.3","40","26","36","30","1.47","-0.54","0.93","113.9","112.4","+1.5","98.6",".244",".335",".583",NA,".547","11.8","20.4",".198",NA,".534","11.9","78.3",".194",NA,"United Center","706,072","20,767"
"15","14","Toronto Raptors","24.6","36","30","36","30","1.26","0.10","1.36","111.8","110.6","+1.2","96.3",".233",".375",".541",NA,".509","11.3","27.8",".176",NA,".535","14.6","75.4",".200",NA,"Scotiabank Arena","369,143","11,536"
"16","15","Atlanta Hawks","26.2","32","34","34","32","0.68","0.29","0.97","115.4","114.7","+0.7","97.3",".251",".383",".577",NA,".539","11.0","22.8",".202",NA,".542","11.3","77.6",".173",NA,"State Farm Arena","533,365","16,163"
"17","16","Charlotte Hornets","25.6","33","35","33","35","-0.34","0.11","-0.23","112.7","113.0","-0.3","100.5",".238",".418",".564",NA,".535","11.6","23.3",".175",NA,".541","13.2","75.0",".189",NA,"Spectrum Center","563,519","17,076"
"18","17","San Antonio Spurs","24.7","26","41","33","34","-0.30","0.13","-0.17","111.7","112.0","-0.3","100.0",".210",".337",".554",NA,".527","11.1","23.7",".155",NA,".531","12.1","75.1",".173",NA,"AT&T Center","485,716","14,719"
"19","18","Brooklyn Nets","29.2","34","33","33","34","-0.43","0.14","-0.29","112.2","112.6","-0.4","99.0",".240",".361",".569",NA,".533","12.4","23.3",".192",NA,".521","11.7","75.5",".199",NA,"Barclays Center","532,336","17,172"
"20","19","Los Angeles Clippers","27.6","35","34","33","36","-0.74","0.04","-0.70","108.4","109.1","-0.7","98.4",".219",".389",".558",NA,".526","12.9","20.4",".172",NA,".511","12.2","74.6",".165",NA,"Crypto.com Arena","565,115","16,621"
"21","20","New York Knicks","26.3","28","39","31","36","-1.06","0.24","-0.82","109.4","110.5","-1.1","96.2",".273",".422",".547",NA,".510","12.3","24.9",".204",NA,".519","11.5","78.6",".198",NA,"Madison Square Garden (IV)","586,775","18,337"
"22","21","Los Angeles Lakers","30.5","29","37","29","37","-2.08","-0.47","-2.55","109.2","111.2","-2.0","100.2",".250",".387",".563",NA,".534","13.0","21.1",".181",NA,".532","12.7","75.8",".189",NA,"Crypto.com Arena","670,415","18,623"
"23","22","New Orleans Pelicans","25.7","27","40","29","38","-2.07","0.40","-1.67","110.5","112.6","-2.1","97.2",".257",".373",".553",NA,".514","12.8","26.0",".202",NA,".540","12.6","78.0",".199",NA,"Smoothie King Center","528,856","15,555"
"24","23","Indiana Pacers","26.4","22","45","28","39","-2.51","0.21","-2.30","111.5","114.0","-2.5","97.7",".241",".394",".559",NA,".527","12.8","25.1",".183",NA,".538","11.6","76.9",".206",NA,"Gainbridge Fieldhouse","481,184","14,152"
"25","24","Washington Wizards","26.0","29","36","27","38","-2.78","0.11","-2.67","110.7","113.6","-2.9","96.8",".253",".358",".564",NA,".529","12.2","21.4",".197",NA,".521","10.7","76.3",".205",NA,"Capital One Arena","511,343","15,040"
"26","25","Sacramento Kings","25.7","24","44","23","45","-5.18","0.10","-5.08","109.6","114.8","-5.2","99.9",".257",".377",".557",NA,".522","12.6","22.1",".196",NA,".548","11.8","76.2",".177",NA,"Golden 1 Center","479,250","13,693"
"27","26","Portland Trail Blazers","26.3","25","40","20","45","-6.49","0.93","-5.57","108.6","115.2","-6.6","98.3",".256",".433",".553",NA,".518","12.7","22.3",".196",NA,".555","12.4","78.4",".207",NA,"Moda Center","581,844","17,113"
"28","27","Orlando Magic","23.4","18","50","19","49","-7.54","0.48","-7.07","104.4","112.0","-7.6","99.3",".228",".413",".538",NA,".502","13.2","19.8",".181",NA,".531","11.9","77.1",".193",NA,"Amway Center","460,781","14,864"
"29","28","Oklahoma City Thunder","22.6","20","46","17","49","-7.83","0.42","-7.42","103.2","111.1","-7.9","98.5",".218",".417",".522",NA,".489","12.3","21.5",".166",NA,".529","12.1","76.3",".164",NA,"Paycom Center","467,774","14,175"
"30","29","Detroit Pistons","23.7","18","49","16","51","-8.93","0.59","-8.34","104.8","113.8","-9.0","98.3",".246",".387",".527",NA,".488","12.8","23.8",".192",NA,".544","13.3","75.5",".220",NA,"Little Caesars Arena","514,328","15,586"
"31","30","Houston Rockets","24.5","17","50","16","51","-9.13","0.48","-8.65","107.5","116.5","-9.0","100.8",".285",".450",".560",NA,".529","14.6","21.7",".203",NA,".556","12.4","74.9",".205",NA,"Toyota Center","494,312","15,447"
"32","","League Average","26.4","","","34","33","0.00","0.00","0.00","111.1","111.1","","98.2",".245",".399",".562",NA,".528","12.4","23.2",".189",NA,".528","12.4","76.8",".189",NA,"","558,312","16,699"
