"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Phoenix Suns","27.6","54","14","50","18","7.97","-0.53","7.45","114.2","106.2","+8.0","99.7",".224",".355",".579",NA,".547","11.6","22.3",".178",NA,".505","13.0","77.4",".184",NA,"Phoenix Suns Arena","594,887","16,078"
"3","2","Utah Jazz","29.4","42","25","46","21","6.39","-0.54","5.85","116.6","110.0","+6.6","97.5",".266",".469",".592",NA,".558","12.9","24.9",".206",NA,".517","10.8","78.0",".161",NA,"Vivint Smart Home Arena","622,404","18,306"
"4","3","Golden State Warriors","27.7","46","22","47","21","6.46","-0.11","6.34","112.5","106.0","+6.5","98.7",".233",".461",".582",NA,".553","13.5","22.8",".178",NA,".508","13.4","78.7",".197",NA,"Chase Center","632,240","18,064"
"5","4","Boston Celtics","26.0","41","28","47","22","5.58","-0.55","5.04","112.1","106.3","+5.8","96.5",".241",".417",".566",NA,".527","12.4","24.2",".196",NA,".498","12.6","77.2",".184",NA,"TD Garden","670,460","18,624"
"6","5","Memphis Grizzlies","23.9","47","22","45","24","4.94","-0.51","4.44","113.9","109.0","+4.9","99.9",".247",".344",".549",NA,".518","11.2","30.1",".181",NA,".522","13.2","77.6",".193",NA,"FedEx Forum","525,539","15,457"
"7","6","Miami Heat","28.1","45","24","45","24","4.59","-0.17","4.43","112.9","108.1","+4.8","95.9",".247",".416",".577",NA,".540","13.4","24.3",".200",NA,".521","14.0","78.1",".207",NA,"FTX Arena","647,568","19,623"
"8","7","Milwaukee Bucks","28.4","42","26","42","26","3.85","-0.40","3.46","114.6","110.8","+3.8","99.6",".255",".438",".577",NA,".543","11.9","23.2",".197",NA,".530","11.8","78.2",".165",NA,"Fiserv Forum","625,609","17,378"
"9","8","Dallas Mavericks","26.7","42","26","41","27","3.06","-0.06","3.00","111.1","107.9","+3.2","95.5",".243",".434",".563",NA,".530","11.7","21.3",".185",NA,".518","12.6","78.2",".180",NA,"American Airlines Center","686,931","19,627"
"10","9","Cleveland Cavaliers","24.8","38","29","40","27","2.99","-0.05","2.93","110.8","107.7","+3.1","96.3",".254",".389",".567",NA,".534","13.6","24.0",".194",NA,".512","12.6","76.4",".164",NA,"Rocket Mortgage Fieldhouse","564,598","18,213"
"11","10","Minnesota Timberwolves","24.1","39","30","41","28","2.97","-0.23","2.74","113.2","110.3","+2.9","100.6",".247",".458",".567",NA,".533","12.5","24.6",".191",NA,".527","14.4","75.0",".231",NA,"Target Center","537,196","15,800"
"12","11","Denver Nuggets","27.7","40","28","40","28","2.60","-0.20","2.41","113.2","110.6","+2.6","97.7",".238",".421",".583",NA,".550","13.2","21.5",".188",NA,".533","12.0","78.2",".181",NA,"Ball Arena","544,842","16,510"
"13","12","Philadelphia 76ers","26.6","41","25","37","29","1.95","-0.19","1.76","112.1","110.1","+2.0","96.0",".277",".369",".570",NA,".526","11.6","19.8",".227",NA,".519","12.1","76.4",".189",NA,"Wells Fargo Center","675,823","20,479"
"14","13","Chicago Bulls","26.3","41","26","37","30","1.60","-0.49","1.11","113.7","112.1","+1.6","98.6",".242",".334",".583",NA,".546","11.9","20.4",".198",NA,".533","11.9","78.5",".193",NA,"United Center","727,799","20,794"
"15","14","Toronto Raptors","24.7","37","30","37","30","1.42","0.14","1.56","112.2","110.7","+1.5","96.3",".234",".373",".541",NA,".509","11.2","28.1",".176",NA,".536","14.6","75.3",".201",NA,"Scotiabank Arena","369,143","11,536"
"16","15","Atlanta Hawks","26.2","33","34","35","32","0.72","0.25","0.96","115.7","115.0","+0.7","97.3",".251",".384",".578",NA,".541","11.0","22.8",".203",NA,".543","11.3","77.4",".174",NA,"State Farm Arena","550,403","16,188"
"17","16","Charlotte Hornets","25.6","33","35","33","35","-0.34","0.10","-0.24","112.7","113.0","-0.3","100.5",".238",".418",".564",NA,".535","11.6","23.3",".175",NA,".541","13.2","75.0",".189",NA,"Spectrum Center","563,519","17,076"
"18","17","Brooklyn Nets","29.2","35","33","33","35","-0.38","0.12","-0.26","112.2","112.6","-0.4","98.9",".240",".360",".569",NA,".533","12.4","23.4",".191",NA,".521","11.8","75.4",".199",NA,"Barclays Center","550,393","17,200"
"19","18","San Antonio Spurs","24.7","26","42","33","35","-0.46","0.09","-0.37","111.6","112.0","-0.4","100.0",".209",".337",".553",NA,".526","11.1","23.8",".155",NA,".532","12.1","75.1",".173",NA,"AT&T Center","500,321","14,715"
"20","19","Los Angeles Clippers","27.6","36","34","33","37","-0.67","-0.07","-0.74","108.5","109.2","-0.7","98.2",".219",".388",".558",NA,".525","12.8","20.5",".172",NA,".511","12.2","74.7",".166",NA,"Crypto.com Arena","565,115","16,621"
"21","20","New York Knicks","26.2","28","40","32","36","-1.09","0.24","-0.85","109.5","110.6","-1.1","96.2",".273",".421",".547",NA,".511","12.3","25.0",".204",NA,".519","11.5","78.5",".198",NA,"Madison Square Garden (IV)","586,775","18,337"
"22","21","New Orleans Pelicans","25.7","28","40","30","38","-1.68","0.26","-1.42","110.7","112.5","-1.8","97.2",".259",".373",".554",NA,".515","12.8","26.1",".203",NA,".540","12.7","78.0",".199",NA,"Smoothie King Center","544,539","15,558"
