"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"23","22","Indiana Pacers","26.3","23","46","30","39","-2.32","0.20","-2.12","111.9","114.2","-2.3","97.8",".241",".394",".561",NA,".528","12.8","25.2",".183",NA,".538","11.6","76.8",".205",NA,"Gainbridge Fieldhouse","481,184","14,152"
"24","23","Los Angeles Lakers","30.5","29","38","28","39","-2.48","-0.35","-2.83","109.1","111.6","-2.5","100.2",".251",".389",".563",NA,".534","13.1","21.0",".183",NA,".534","12.6","75.7",".188",NA,"Crypto.com Arena","670,415","18,623"
"25","24","Washington Wizards","26.0","29","37","27","39","-2.88","0.04","-2.84","110.8","113.8","-3.0","96.8",".254",".359",".565",NA,".529","12.2","21.4",".199",NA,".522","10.7","76.2",".205",NA,"Capital One Arena","511,343","15,040"
"26","25","Sacramento Kings","25.7","24","45","24","45","-5.23","0.18","-5.05","109.9","115.1","-5.2","99.9",".257",".377",".558",NA,".523","12.5","22.1",".196",NA,".549","11.8","76.1",".178",NA,"Golden 1 Center","479,250","13,693"
"27","26","Portland Trail Blazers","26.2","26","40","21","45","-6.26","0.86","-5.40","108.9","115.2","-6.3","98.3",".256",".432",".554",NA,".518","12.6","22.4",".196",NA,".555","12.4","78.4",".209",NA,"Moda Center","599,368","17,125"
"28","27","Orlando Magic","23.4","18","51","19","50","-7.46","0.49","-6.98","104.5","112.0","-7.5","99.2",".228",".413",".539",NA,".503","13.1","19.8",".181",NA,".530","11.8","77.2",".195",NA,"Amway Center","475,225","14,851"
"29","28","Oklahoma City Thunder","22.6","20","47","18","49","-7.82","0.48","-7.35","103.4","111.3","-7.9","98.6",".219",".417",".522",NA,".489","12.2","21.6",".167",NA,".528","12.1","76.0",".164",NA,"Paycom Center","485,256","14,272"
"30","29","Detroit Pistons","23.7","18","50","16","52","-8.85","0.56","-8.29","104.9","113.8","-8.9","98.2",".246",".386",".527",NA,".488","12.7","23.7",".192",NA,".543","13.2","75.5",".220",NA,"Little Caesars Arena","533,641","15,695"
"31","30","Houston Rockets","24.5","17","51","16","52","-9.37","0.46","-8.91","107.4","116.7","-9.3","100.9",".286",".449",".561",NA,".530","14.7","21.7",".202",NA,".556","12.3","74.8",".206",NA,"Toyota Center","494,312","15,447"
"32","","League Average","26.4","","","34","34","0.00","0.00","0.00","111.2","111.2","","98.2",".246",".399",".562",NA,".528","12.4","23.2",".190",NA,".528","12.4","76.8",".190",NA,"","567,203","16,715"
