"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Golden State Warriors","28.2","35","13","36","12","8.23","-0.05","8.18","111.0","102.6","+8.4","98.6",".237",".462",".576",NA,".547","14.1","23.1",".180",NA,".494","13.8","79.3",".192",NA,"Chase Center","469,664","18,064"
"3","2","Phoenix Suns","27.7","37","9","34","12","7.91","-0.30","7.62","112.8","104.9","+7.9","99.5",".219",".355",".573",NA,".540","12.1","22.9",".175",NA,".501","13.4","76.6",".176",NA,"Phoenix Suns Arena","372,964","15,540"
"4","3","Utah Jazz","29.7","30","18","34","14","6.88","-0.61","6.27","116.3","109.3","+7.0","98.1",".269",".469",".592",NA,".558","12.8","24.2",".209",NA,".514","10.7","78.2",".152",NA,"Vivint Smart Home Arena","439,344","18,306"
"5","4","Cleveland Cavaliers","24.7","29","19","31","17","4.71","0.38","5.09","110.6","105.8","+4.8","96.7",".244",".397",".567",NA,".536","13.8","23.9",".184",NA,".507","12.6","76.7",".152",NA,"Quicken Loans Arena","412,889","17,952"
"6","5","Miami Heat","28.2","30","17","30","17","4.47","-0.47","4.00","113.1","108.4","+4.7","95.6",".237",".421",".575",NA,".539","13.3","25.2",".191",NA,".526","14.3","78.6",".204",NA,"FTX Arena","412,104","19,624"
"7","6","Milwaukee Bucks","28.4","30","19","30","19","3.86","-0.84","3.02","112.2","108.4","+3.8","99.4",".243",".443",".567",NA,".534","12.3","23.1",".189",NA,".515","12.1","77.7",".165",NA,"Fiserv Forum","434,704","17,388"
"8","7","Boston Celtics","26.1","25","24","29","20","3.14","0.07","3.21","110.2","107.0","+3.2","96.4",".237",".412",".557",NA,".518","12.6","23.7",".194",NA,".505","12.5","77.8",".182",NA,"TD Garden","478,900","18,419"
"9","8","Memphis Grizzlies","24.0","32","17","29","20","3.22","0.20","3.43","111.7","108.5","+3.2","99.5",".236",".354",".544",NA,".513","11.7","28.8",".174",NA,".525","13.7","78.1",".187",NA,"FedEx Forum","390,326","15,013"
"10","9","Brooklyn Nets","29.5","29","18","27","20","2.11","-0.72","1.39","112.3","110.1","+2.2","99.2",".239",".358",".574",NA,".535","12.8","23.2",".197",NA,".505","11.3","76.0",".191",NA,"Barclays Center","409,413","17,059"
"11","10","Philadelphia 76ers","26.5","28","19","27","20","2.02","-0.60","1.42","111.6","109.5","+2.1","95.9",".258",".364",".567",NA,".526","11.5","20.0",".210",NA,".517","12.3","76.2",".184",NA,"Wells Fargo Center","426,058","20,288"
"12","11","Dallas Mavericks","26.8","27","21","27","21","1.90","0.09","1.99","109.1","107.1","+2.0","95.8",".237",".427",".552",NA,".518","11.7","21.1",".183",NA,".516","12.7","78.9",".178",NA,"American Airlines Center","469,505","19,563"
"13","12","Chicago Bulls","26.2","29","17","25","21","1.70","-0.55","1.14","112.0","110.3","+1.7","98.5",".240",".349",".574",NA,".538","12.3","20.5",".194",NA,".527","12.8","77.8",".195",NA,"United Center","460,280","20,922"
"14","13","Denver Nuggets","27.6","25","21","25","21","1.13","-0.05","1.09","111.0","109.8","+1.2","96.8",".214",".418",".570",NA,".540","12.9","20.9",".166",NA,".534","12.4","78.2",".172",NA,"Ball Arena","356,707","16,214"
"15","14","Minnesota Timberwolves","24.1","24","23","25","22","1.02","0.03","1.05","110.4","109.3","+1.1","99.9",".233",".456",".551",NA,".519","13.0","26.1",".176",NA,".525","14.8","74.7",".225",NA,"Target Center","361,837","15,732"
"16","15","Toronto Raptors","24.6","23","22","24","21","0.91","0.51","1.42","111.4","110.5","+0.9","96.0",".226",".386",".536",NA,".503","11.3","28.6",".171",NA,".534","14.8","75.0",".206",NA,"Scotiabank Arena","311,611","12,464"
"17","16","San Antonio Spurs","25.0","18","30","24","24","-0.02","-0.25","-0.27","110.4","110.4","0.0","99.9",".197",".333",".546",NA,".521","11.1","24.0",".144",NA,".525","12.3","75.1",".161",NA,"AT&T Center","343,038","14,293"
"18","17","Charlotte Hornets","25.8","26","22","23","25","-0.35","-0.01","-0.37","112.4","112.7","-0.3","100.6",".223",".413",".564",NA,".537","11.5","22.3",".164",NA,".542","13.3","75.6",".186",NA,"Spectrum Center","331,357","16,568"
"19","18","New York Knicks","26.5","23","25","23","25","-0.40","-0.34","-0.73","108.9","109.3","-0.4","95.1",".253",".426",".546",NA,".512","12.4","24.3",".190",NA,".515","11.8","78.4",".184",NA,"Madison Square Garden (IV)","474,065","18,233"
"20","19","Atlanta Hawks","26.1","21","25","22","24","-0.46","0.18","-0.28","114.3","114.7","-0.4","97.4",".252",".383",".573",NA,".535","11.3","22.8",".203",NA,".540","11.0","77.7",".172",NA,"State Farm Arena","353,136","16,052"
"21","20","Indiana Pacers","27.0","17","31","22","26","-0.98","0.80","-0.18","110.5","111.5","-1.0","96.9",".236",".404",".556",NA,".523","12.8","24.3",".182",NA,".527","12.1","77.2",".208",NA,"Gainbridge Fieldhouse","332,289","13,845"
"22","21","Los Angeles Lakers","30.9","24","24","22","26","-1.10","-0.65","-1.76","108.8","109.9","-1.1","100.5",".244",".389",".562",NA,".532","13.1","20.9",".180",NA,".522","12.9","75.7",".193",NA,"Crypto.com Arena","504,991","18,703"
"23","22","Los Angeles Clippers","27.6","24","25","23","26","-1.16","0.18","-0.99","106.9","108.1","-1.2","98.2",".220",".397",".552",NA,".519","13.1","20.1",".173",NA,".505","12.5","73.9",".161",NA,"Crypto.com Arena","440,293","16,307"
"24","23","Washington Wizards","26.1","23","25","21","27","-2.10","0.13","-1.97","109.8","112.0","-2.2","97.4",".260",".361",".562",NA,".525","12.3","21.1",".202",NA,".516","10.8","77.4",".204",NA,"Capital One Arena","381,609","15,264"
"25","24","Portland Trail Blazers","27.0","20","27","18","29","-3.55","1.01","-2.54","110.4","114.1","-3.7","97.9",".256",".437",".561",NA,".525","12.7","23.0",".198",NA,".551","12.4","78.5",".191",NA,"Moda Center","438,981","16,884"
"26","25","New Orleans Pelicans","25.7","18","29","17","30","-4.15","0.50","-3.65","108.6","112.9","-4.3","96.9",".251",".377",".541",NA,".503","12.8","25.7",".196",NA,".542","12.2","78.7",".195",NA,"Smoothie King Center","337,761","15,353"
"27","26","Sacramento Kings","25.5","18","31","17","32","-5.00","0.16","-4.84","109.5","114.5","-5.0","99.6",".249",".378",".552",NA,".519","12.3","22.9",".189",NA,".537","11.4","74.7",".176",NA,"Golden 1 Center","381,792","13,635"
"28","27","Oklahoma City Thunder","22.7","14","33","13","34","-7.34","0.27","-7.08","102.5","110.0","-7.5","98.1",".216",".421",".515",NA,".481","12.0","21.5",".165",NA,".521","11.9","76.4",".162",NA,"Paycom Center","318,946","13,867"
"29","28","Houston Rockets","24.9","14","34","12","36","-8.42","0.13","-8.28","107.0","115.3","-8.3","101.0",".285",".446",".560",NA,".528","14.9","22.0",".204",NA,".545","12.0","75.2",".198",NA,"Toyota Center","324,046","15,431"
"30","29","Orlando Magic","23.6","9","39","12","36","-8.52","0.31","-8.21","103.3","111.9","-8.6","98.6",".225",".413",".531",NA,".496","13.3","20.5",".175",NA,".533","12.2","76.7",".192",NA,"Amway Center","304,708","15,235"
"31","30","Detroit Pistons","23.5","11","36","10","37","-9.55","0.51","-9.05","102.7","112.3","-9.6","98.9",".247",".403",".524",NA,".485","13.2","21.7",".192",NA,".543","13.7","76.2",".211",NA,"Little Caesars Arena","325,127","14,779"
"32","","League Average","26.4","","","24","24","0.00","0.00","0.00","110.0","110.0","","98.1",".239",".402",".557",NA,".523","12.6","23.1",".185",NA,".523","12.6","76.9",".185",NA,"","393,282","16,548"
