"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Phoenix Suns","27.6","53","13","48","18","7.85","-0.51","7.34","114.0","106.2","+7.8","99.5",".226",".354",".578",NA,".545","11.6","22.3",".180",NA,".505","13.0","77.4",".183",NA,"Phoenix Suns Arena","560,745","16,021"
"3","2","Utah Jazz","29.4","41","24","45","20","6.48","-0.45","6.03","116.5","109.9","+6.6","97.5",".265",".470",".592",NA,".558","12.9","24.7",".206",NA,".518","10.9","78.0",".157",NA,"Vivint Smart Home Arena","604,098","18,306"
"4","3","Golden State Warriors","27.7","44","22","46","20","6.29","-0.19","6.10","112.2","105.9","+6.3","98.8",".235",".460",".582",NA,".552","13.7","22.8",".179",NA,".508","13.5","78.7",".196",NA,"Chase Center","614,176","18,064"
"5","4","Boston Celtics","26.0","40","27","45","22","5.63","-0.50","5.13","112.2","106.4","+5.8","96.6",".240",".418",".567",NA,".529","12.5","24.1",".195",NA,".498","12.5","77.0",".182",NA,"TD Garden","632,148","18,593"
"6","5","Memphis Grizzlies","23.9","45","22","44","23","4.93","-0.37","4.55","113.8","108.9","+4.9","99.9",".247",".346",".549",NA,".518","11.3","29.9",".181",NA,".523","13.3","77.9",".190",NA,"FedEx Forum","508,351","15,405"
"7","6","Miami Heat","28.1","44","23","43","24","4.69","-0.26","4.43","113.0","108.2","+4.8","95.8",".246",".414",".578",NA,".541","13.4","24.4",".198",NA,".521","14.0","77.8",".203",NA,"FTX Arena","608,368","19,625"
"8","7","Milwaukee Bucks","28.4","42","25","42","25","4.10","-0.53","3.57","114.7","110.6","+4.1","99.6",".255",".437",".578",NA,".544","12.0","23.3",".198",NA,".529","11.8","78.3",".165",NA,"Fiserv Forum","625,609","17,378"
"9","8","Cleveland Cavaliers","24.8","38","27","40","25","3.42","-0.16","3.26","111.2","107.6","+3.6","96.2",".254",".391",".569",NA,".536","13.6","24.3",".192",NA,".512","12.6","76.3",".162",NA,"Rocket Mortgage Fieldhouse","564,598","18,213"
"10","9","Denver Nuggets","27.7","40","26","39","27","3.03","-0.32","2.71","113.2","110.1","+3.1","97.7",".235",".423",".583",NA,".550","13.1","21.4",".185",NA,".532","12.1","78.5",".181",NA,"Ball Arena","506,663","16,344"
"11","10","Dallas Mavericks","26.7","40","26","39","27","2.91","0.01","2.92","111.3","108.2","+3.1","95.4",".242",".433",".562",NA,".530","11.6","21.4",".184",NA,".520","12.7","78.0",".180",NA,"American Airlines Center","686,931","19,627"
"12","11","Minnesota Timberwolves","24.1","38","29","40","27","3.04","-0.18","2.86","113.3","110.3","+3.0","100.6",".247",".456",".566",NA,".533","12.6","25.0",".189",NA,".528","14.5","74.9",".231",NA,"Target Center","537,196","15,800"
"13","12","Philadelphia 76ers","26.6","40","24","37","27","2.44","-0.11","2.33","112.3","109.8","+2.5","96.0",".274",".368",".573",NA,".530","11.6","19.6",".224",NA,".516","12.2","76.3",".191",NA,"Wells Fargo Center","654,415","20,450"
"14","13","Chicago Bulls","26.3","40","26","36","30","1.47","-0.55","0.92","113.9","112.4","+1.5","98.6",".244",".335",".583",NA,".547","11.8","20.4",".198",NA,".534","11.9","78.3",".194",NA,"United Center","706,072","20,767"
"15","14","Toronto Raptors","24.6","35","30","35","30","1.20","-0.01","1.19","111.9","110.6","+1.3","96.2",".234",".375",".541",NA,".508","11.2","27.9",".176",NA,".534","14.6","75.2",".201",NA,"Scotiabank Arena","369,143","11,536"
"16","15","Atlanta Hawks","26.2","31","34","34","31","0.60","0.30","0.90","115.3","114.7","+0.6","97.4",".251",".383",".577",NA,".539","11.0","22.7",".202",NA,".542","11.3","77.5",".173",NA,"State Farm Arena","516,503","16,141"
"17","16","San Antonio Spurs","24.8","25","41","32","34","-0.33","0.05","-0.28","111.8","112.1","-0.3","100.0",".205",".337",".554",NA,".528","11.1","23.7",".152",NA,".532","12.1","75.1",".173",NA,"AT&T Center","469,963","14,686"
"18","17","Los Angeles Clippers","27.6","35","33","33","35","-0.66","0.04","-0.62","108.3","109.0","-0.7","98.4",".219",".389",".558",NA,".525","12.9","20.5",".172",NA,".511","12.3","74.7",".165",NA,"Crypto.com Arena","565,115","16,621"
"19","18","Charlotte Hornets","25.6","32","35","32","35","-0.67","0.14","-0.53","112.2","112.9","-0.7","100.5",".238",".417",".561",NA,".533","11.6","23.3",".175",NA,".540","13.1","75.0",".189",NA,"Spectrum Center","563,519","17,076"
"20","19","Brooklyn Nets","29.2","33","33","31","35","-0.88","0.13","-0.75","111.9","112.8","-0.9","98.9",".241",".359",".568",NA,".531","12.4","23.3",".193",NA,".523","11.6","75.6",".197",NA,"Barclays Center","532,336","17,172"
