"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"14","13","Los Angeles Clippers","78","18820",".456","14.8",NA,".612",".209",".184",".119",".100",".388",NA,".512",".690",".449",".436",".348",".368",NA,".499",".808",NA,".052","306",NA,".213","798",NA,".215",".402",NA,"17","0"
"15","14","Los Angeles Lakers","77","18755",".468","14.0",NA,".610",".282",".157",".086",".086",".390",NA,".545",".706",".411",".407",".396",".349",NA,".476",".826",NA,".061","372",NA,".310","1244",NA,".230",".379",NA,"5","0"
"16","15","Memphis Grizzlies","78","18795",".462","12.9",NA,".655",".267",".233",".110",".045",".345",NA,".521",".673",".421",".418",".383",".350",NA,".499",".849",NA,".056","368",NA,".276","1122",NA,".233",".364",NA,"13","0"
"17","16","Miami Heat","78","18895",".464","14.8",NA,".580",".226",".182",".107",".066",".420",NA,".529",".692",".432",".434",".389",".375",NA,".541",".854",NA,".050","293",NA,".238","903",NA,".300",".415",NA,"22","0"
"18","17","Milwaukee Bucks","77","18555",".467","15.1",NA,".567",".230",".164",".104",".069",".433",NA,".543",".717",".422",".449",".396",".367",NA,".455",".789",NA,".048","291",NA,".248","995",NA,".240",".394",NA,"9","0"
"19","18","Minnesota Timberwolves","78","18820",".456","14.5",NA,".546",".264",".175",".059",".047",".454",NA,".538",".674",".412",".430",".373",".357",NA,".518",".795",NA,".065","406",NA,".277","1068",NA,".224",".389",NA,"18","0"
"20","19","New Orleans Pelicans","77","18555",".457","13.7",NA,".634",".266",".185",".100",".082",".366",NA,".530",".669",".427",".465",".391",".331",NA,".531",".874",NA,".054","332",NA,".290","1052",NA,".240",".369",NA,"17","2"
"21","20","New York Knicks","78","18820",".436","14.6",NA,".574",".255",".158",".086",".075",".426",NA,".495",".652",".372",".376",".355",".357",NA,".456",".795",NA,".069","405",NA,".239","824",NA,".213",".384",NA,"6","0"
"22","21","Oklahoma City Thunder","77","18605",".429","14.4",NA,".578",".204",".258",".074",".041",".422",NA,".507",".640",".444",".430",".370",".323",NA,".466",".827",NA,".052","304",NA,".319","1118",NA,".203",".350",NA,"9","0"
"23","22","Orlando Magic","78","18820",".433","14.4",NA,".588",".224",".229",".070",".065",".412",NA,".506",".666",".431",".416",".319",".329",NA,".500",".874",NA,".062","369",NA,".270","980",NA,".208",".382",NA,"13","0"
"24","23","Philadelphia 76ers","77","18605",".463","14.0",NA,".625",".238",".194",".121",".073",".375",NA,".525",".695",".419",".415",".437",".360",NA,".499",".834",NA,".048","285",NA,".248","905",NA,".237",".382",NA,"11","0"
"25","24","Phoenix Suns","77","18530",".488","14.2",NA,".648",".186",".223",".150",".088",".352",NA,".553",".708",".511",".494",".431",".368",NA,".550",".831",NA,".053","340",NA,".220","890",NA,".260",".393",NA,"12","0"
"26","25","Portland Trail Blazers","77","18530",".444","14.5",NA,".578",".263",".172",".073",".071",".422",NA,".514",".629",".425",".421",".404",".348",NA,".495",".782",NA,".046","272",NA,".278","989",NA,".208",".368",NA,"11","0"
"27","26","Sacramento Kings","78","18845",".460","13.9",NA,".623",".233",".219",".100",".070",".377",NA,".529",".694",".434",".424",".429",".345",NA,".494",".804",NA,".060","351",NA,".263","1021",NA,".220",".393",NA,"13","1"
"28","27","San Antonio Spurs","77","18605",".467","13.3",NA,".656",".239",".226",".122",".069",".344",NA,".527",".666",".456",".449",".416",".352",NA,".550",".914",NA,".037","237",NA,".295","1186",NA,".229",".372",NA,"13","1"
"29","28","Toronto Raptors","77","18655",".445","14.3",NA,".626",".226",".207",".098",".095",".374",NA,".501",".652",".434",".425",".369",".351",NA,".435",".803",NA,".056","334",NA,".248","919",NA,".237",".403",NA,"16","2"
"30","29","Utah Jazz","78","18745",".471","15.1",NA,".530",".200",".235",".066",".028",".470",NA,".568",".725",".483",".464",".405",".362",NA,".450",".727",NA,".069","413",NA,".246","934",NA,".240",".386",NA,"14","1"
"31","30","Washington Wizards","77","18630",".470","13.9",NA,".641",".223",".230",".106",".083",".359",NA,".542",".725",".458",".426",".430",".342",NA,".533",".855",NA,".065","381",NA,".280","1064",NA,".246",".397",NA,"9","0"
"32","","League Average","78","18745",".460","14.3",NA,".601",".241",".194",".094",".071",".399",NA,".532",".685",".439",".432",".401",".353",NA,".511",".820",NA,".057","349",NA,".265","1011",NA,".236",".382",NA,"14.2","0.4"
