"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%",NA,"Att.","Md."
"2","1","Atlanta Hawks","63","15120",".468","14.9",NA,".618",".248",".163",".113",".095",".382",NA,".525",".672",".421",".445",".415",".375",NA,".525",".728",NA,".060","308",NA,".237","716",NA,".216",".411",NA,"14","1"
"3","2","Boston Celtics","66","16040",".456","15.3",NA,".581",".214",".196",".088",".083",".419",NA,".535",".721",".443",".407",".410",".347",NA,".501",".820",NA,".054","279",NA,".273","898",NA,".227",".380",NA,"9","0"
"4","3","Brooklyn Nets","65","15650",".466","13.9",NA,".642",".248",".166",".131",".097",".358",NA,".530",".645",".429",".482",".472",".352",NA,".539",".758",NA,".048","240",NA,".259","793",NA,".230",".373",NA,"6","0"
"5","4","Chicago Bulls","64","15385",".484","14.0",NA,".662",".259",".144",".131",".128",".338",NA,".539",".677",".447",".458",".448",".376",NA,".477",".851",NA,".051","254",NA,".246","793",NA,".274",".444",NA,"11","1"
"6","5","Charlotte Hornets","65","15800",".458","14.0",NA,".583",".284",".177",".074",".048",".417",NA,".529",".678",".378",".390",".424",".359",NA,".541",".860",NA,".075","397",NA,".286","902",NA,".279",".369",NA,"14","0"
"7","6","Cleveland Cavaliers","64","15360",".467","13.9",NA,".608",".280",".178",".094",".055",".392",NA,".541",".694",".407",".420",".398",".352",NA,".561",".823",NA,".079","379",NA,".241","724",NA,".236",".338",NA,"8","1"
"8","7","Dallas Mavericks","64","15435",".458","15.3",NA,".569",".203",".174",".117",".075",".431",NA,".542",".729",".447",".451",".400",".347",NA,".504",".803",NA,".059","280",NA,".203","657",NA,".252",".401",NA,"11","0"
"9","8","Denver Nuggets","64","15435",".475","14.6",NA,".577",".230",".196",".076",".074",".423",NA,".564",".745",".457",".430",".421",".354",NA,".576",".850",NA,".056","275",NA,".266","875",NA,".254",".381",NA,"19","0"
"10","9","Detroit Pistons","64","15435",".424","14.0",NA,".613",".249",".205",".083",".076",".387",NA,".488",".631",".410",".346",".383",".322",NA,".488",".891",NA,".037","185",NA,".309","927",NA,".260",".354",NA,"17","0"
"11","10","Golden State Warriors","64","15410",".468","15.5",NA,".539",".210",".196",".068",".064",".461",NA,".559",".709",".511",".404",".377",".362",NA,".601",".800",NA,".061","306",NA,".283","930",NA,".219",".348",NA,"18","1"
"12","11","Houston Rockets","64","15410",".451","14.2",NA,".548",".303",".180",".035",".031",".452",NA,".539",".684",".380",".295",".306",".344",NA,".493",".790",NA,".085","407",NA,".302","902",NA,".178",".345",NA,"15","0"
"13","12","Indiana Pacers","66","16040",".459","14.1",NA,".605",".262",".180",".094",".069",".395",NA,".538",".681",".446",".415",".401",".337",NA,".499",".855",NA,".041","219",NA,".304","1053",NA,".251",".370",NA,"19","0"
