"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%",NA,"Att.","Md."
"2","1","Atlanta Hawks","76","18265",".469","14.9",NA,".613",".247",".163",".111",".093",".387",NA,".530",".669",".436",".455",".419",".373",NA,".533",".730",NA,".060","373",NA,".235","862",NA,".218",".416",NA,"14","1"
"3","2","Boston Celtics","77","18705",".461","15.2",NA,".579",".215",".203",".083",".077",".421",NA,".542",".734",".446",".405",".404",".351",NA,".507",".813",NA,".057","343",NA,".276","1064",NA,".231",".384",NA,"10","0"
"4","3","Brooklyn Nets","76","18290",".474","13.9",NA,".643",".248",".168",".132",".094",".357",NA,".540",".656",".448",".481",".479",".357",NA,".540",".768",NA,".051","301",NA,".256","930",NA,".230",".392",NA,"7","0"
"5","4","Chicago Bulls","76","18265",".481","13.9",NA,".666",".256",".152",".129",".130",".334",NA,".536",".678",".452",".453",".437",".370",NA,".481",".850",NA,".050","297",NA,".246","940",NA,".274",".423",NA,"17","1"
"6","5","Charlotte Hornets","77","18680",".464","14.0",NA,".581",".286",".177",".070",".048",".419",NA,".537",".684",".382",".401",".428",".362",NA,".553",".859",NA,".077","485",NA,".284","1060",NA,".287",".367",NA,"18","0"
"7","6","Cleveland Cavaliers","76","18290",".467","13.7",NA,".613",".286",".181",".091",".055",".387",NA,".541",".696",".396",".428",".393",".351",NA,".560",".822",NA,".079","462",NA,".243","873",NA,".234",".342",NA,"9","1"
"8","7","Dallas Mavericks","77","18555",".458","15.3",NA,".564",".206",".176",".110",".072",".436",NA,".546",".734",".444",".449",".402",".345",NA,".499",".785",NA,".059","335",NA,".207","816",NA,".261",".385",NA,"14","0"
"9","8","Denver Nuggets","77","18580",".481","14.5",NA,".583",".235",".202",".073",".072",".417",NA,".571",".741",".476",".434",".425",".354",NA,".583",".857",NA,".059","344",NA,".267","1054",NA,".265",".383",NA,"23","0"
"10","9","Detroit Pistons","76","18340",".430","14.0",NA,".614",".249",".210",".081",".075",".386",NA,".496",".644",".418",".357",".374",".326",NA,".488",".895",NA,".040","241",NA,".306","1102",NA,".266",".364",NA,"19","0"
"11","10","Golden State Warriors","77","18530",".466","15.6",NA,".542",".205",".200",".069",".069",".458",NA,".557",".711",".513",".403",".378",".359",NA,".593",".799",NA,".058","351",NA,".281","1120",NA,".217",".340",NA,"24","1"
