"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"20","19","New Orleans Pelicans","64","15435",".452","13.8",NA,".628",".265",".183",".094",".086",".372",NA,".524",".670",".418",".447",".383",".331",NA,".536",".878",NA,".056","280",NA,".292","874",NA,".242",".375",NA,"15","2"
"21","20","New York Knicks","65","15700",".436","14.7",NA,".575",".249",".160",".087",".079",".425",NA,".496",".651",".376",".389",".367",".355",NA,".451",".787",NA,".067","326",NA,".238","688",NA,".206",".379",NA,"6","0"
"22","21","Oklahoma City Thunder","64","15460",".422","14.3",NA,".585",".210",".254",".076",".046",".415",NA,".500",".626",".441",".425",".375",".312",NA,".457",".824",NA,".052","251",NA,".320","923",NA,".202",".348",NA,"6","0"
"23","22","Orlando Magic","65","15650",".434","14.3",NA,".589",".229",".226",".069",".066",".411",NA,".507",".659",".431",".424",".328",".329",NA,".494",".867",NA,".062","313",NA,".268","805",NA,".205",".371",NA,"10","0"
"24","23","Philadelphia 76ers","64","15460",".464","14.0",NA,".632",".236",".194",".125",".077",".368",NA,".526",".699",".418",".421",".444",".357",NA,".493",".835",NA,".046","226",NA,".247","765",NA,".234",".380",NA,"9","0"
"25","24","Phoenix Suns","64","15385",".483","14.3",NA,".647",".181",".228",".146",".092",".353",NA,".547",".698",".513",".488",".429",".365",NA,".554",".841",NA,".052","280",NA,".217","720",NA,".258",".395",NA,"11","0"
"26","25","Portland Trail Blazers","64","15385",".444","14.9",NA,".566",".253",".166",".072",".075",".434",NA,".514",".626",".432",".418",".413",".351",NA,".487",".780",NA,".043","208",NA,".268","794",NA,".209",".374",NA,"6","0"
"27","26","Sacramento Kings","67","16155",".458","13.8",NA,".623",".232",".221",".102",".067",".377",NA,".529",".698",".432",".420",".430",".341",NA,".491",".798",NA,".061","308",NA,".263","871",NA,".218",".381",NA,"12","1"
"28","27","San Antonio Spurs","65","15725",".469","13.2",NA,".663",".236",".232",".126",".070",".337",NA,".528",".668",".462",".456",".407",".353",NA,".554",".911",NA,".036","197",NA,".295","1007",NA,".229",".375",NA,"6","1"
"29","28","Toronto Raptors","64","15485",".442","14.4",NA,".624",".224",".203",".103",".095",".376",NA,".496",".650",".425",".405",".383",".352",NA,".443",".792",NA,".056","278",NA,".248","757",NA,".229",".404",NA,"13","2"
"30","29","Utah Jazz","64","15385",".472","15.1",NA,".532",".206",".232",".067",".027",".468",NA,".568",".726",".485",".439",".392",".363",NA,".454",".727",NA,".069","343",NA,".250","786",NA,".238",".396",NA,"10","1"
"31","30","Washington Wizards","63","15270",".468","13.7",NA,".640",".228",".235",".103",".074",".360",NA,".541",".728",".452",".424",".414",".338",NA,".526",".844",NA,".064","308",NA,".288","900",NA,".248",".401",NA,"7","0"
"32","","League Average","65","15656",".458","14.3",NA,".601",".241",".193",".095",".072",".399",NA,".529",".682",".436",".427",".402",".351",NA,".508",".820",NA,".057","286",NA,".266","845",NA,".234",".381",NA,"11.5","0.4"
