"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Phoenix Suns","27.5","63","16","58","21","7.85","-0.57","7.28","115.0","107.2","+7.8","99.8",".225",".353",".583",NA,".552","11.6","22.0",".179",NA,".509","13.0","77.0",".191",NA,"Phoenix Suns Arena","646,100","16,153"
"3","2","Boston Celtics","26.1","49","30","56","23","6.97","-0.37","6.61","114.0","106.8","+7.2","96.4",".241",".422",".576",NA,".539","12.3","24.0",".197",NA,".501","12.5","77.4",".184",NA,"TD Garden","727,928","17,754"
"4","3","Memphis Grizzlies","24.0","55","24","54","25","6.09","-0.44","5.65","114.5","108.5","+6.0","100.3",".245",".344",".552",NA,".521","11.2","30.0",".180",NA,".520","13.2","77.9",".194",NA,"FedEx Forum","612,137","15,696"
"5","4","Utah Jazz","29.3","47","32","53","26","5.49","-0.25","5.25","116.5","110.8","+5.7","97.2",".266",".469",".589",NA,".555","12.7","25.0",".205",NA,".522","10.9","78.2",".165",NA,"Vivint Smart Home Arena","713,934","18,306"
"6","5","Golden State Warriors","27.6","50","29","52","27","5.20","0.03","5.24","112.2","106.9","+5.3","98.4",".236",".459",".580",NA,".550","13.5","22.8",".181",NA,".510","13.1","78.7",".200",NA,"Chase Center","722,560","18,064"
"7","6","Miami Heat","28.2","52","28","52","28","4.69","-0.15","4.53","113.6","108.8","+4.8","95.9",".252",".421",".583",NA,".546","13.4","23.6",".204",NA,".523","13.8","78.0",".210",NA,"FTX Arena","784,768","19,619"
"8","7","Milwaukee Bucks","28.5","49","30","47","32","3.25","-0.17","3.09","114.9","111.7","+3.2","99.8",".256",".432",".580",NA,".546","12.0","23.1",".199",NA,".535","11.6","78.6",".165",NA,"Fiserv Forum","697,535","17,438"
"9","8","Minnesota Timberwolves","24.2","45","35","46","34","2.68","-0.10","2.58","114.2","111.5","+2.7","100.8",".253",".454",".573",NA,".538","12.5","24.4",".197",NA,".534","14.2","75.0",".225",NA,"Target Center","622,876","15,971"
"10","9","Toronto Raptors","24.8","46","33","46","33","2.43","0.15","2.58","112.9","110.4","+2.5","96.0",".235",".375",".543",NA,".510","11.0","28.5",".178",NA,".534","14.4","75.4",".198",NA,"Scotiabank Arena","507,743","13,019"
"11","10","Philadelphia 76ers","26.8","49","30","46","33","2.46","0.05","2.50","113.1","110.6","+2.5","96.2",".281",".376",".576",NA,".532","11.6","19.9",".231",NA,".523","12.1","76.9",".190",NA,"Wells Fargo Center","804,237","20,621"
"12","11","Dallas Mavericks","26.7","49","30","46","33","2.44","0.03","2.47","112.0","109.5","+2.5","95.3",".245",".438",".567",NA,".534","11.6","21.2",".189",NA,".522","12.2","77.9",".183",NA,"American Airlines Center","767,593","19,682"
"13","12","Denver Nuggets","27.7","47","33","46","34","2.26","-0.16","2.10","114.2","111.9","+2.3","97.8",".241",".416",".588",NA,".555","13.2","21.9",".192",NA,".537","11.7","78.4",".185",NA,"Ball Arena","656,222","16,826"
"14","13","Cleveland Cavaliers","24.7","43","37","45","35","2.09","-0.12","1.96","111.6","109.4","+2.2","96.1",".262",".387",".570",NA,".536","13.3","24.0",".199",NA,".520","12.4","76.5",".170",NA,"Rocket Mortgage Fieldhouse","738,796","18,470"
"15","14","Atlanta Hawks","26.1","41","38","43","36","1.28","0.08","1.36","116.3","114.9","+1.4","97.7",".253",".389",".580",NA,".542","10.8","22.9",".205",NA,".542","11.5","76.6",".177",NA,"State Farm Arena","655,361","16,384"
"16","15","Brooklyn Nets","29.2","41","38","41","38","0.42","0.08","0.49","113.2","112.8","+0.4","99.1",".246",".359",".575",NA,".538","12.5","23.6",".197",NA,".521","11.8","75.0",".201",NA,"Barclays Center","675,403","17,318"
"17","16","San Antonio Spurs","24.5","34","45","40","39","0.41","-0.21","0.20","112.4","112.0","+0.4","100.1",".216",".345",".556",NA,".528","11.2","24.0",".163",NA,".532","12.1","75.2",".172",NA,"AT&T Center","596,961","14,924"
"18","17","Chicago Bulls","26.3","45","34","40","39","0.04","-0.11","-0.07","113.2","113.2","0.0","98.3",".246",".334",".578",NA,".541","11.6","20.2",".200",NA,".538","11.9","78.3",".201",NA,"United Center","813,592","20,861"
"19","18","Charlotte Hornets","25.5","40","39","39","40","-0.29","0.25","-0.05","113.6","113.9","-0.3","100.0",".235",".418",".569",NA,".540","11.6","23.3",".174",NA,".545","13.1","74.7",".189",NA,"Spectrum Center","665,863","17,073"
"20","19","New York Knicks","26.1","35","44","38","41","-0.39","0.11","-0.28","110.5","110.9","-0.4","95.9",".281",".427",".550",NA,".513","12.1","25.2",".209",NA,".521","11.5","78.7",".200",NA,"Madison Square Garden (IV)","723,860","18,561"
"21","20","New Orleans Pelicans","25.6","35","44","37","42","-0.84","0.11","-0.73","111.7","112.6","-0.9","97.2",".263",".364",".557",NA,".518","12.6","26.6",".208",NA,".542","12.8","78.3",".198",NA,"Smoothie King Center","606,914","15,562"
"22","21","Los Angeles Clippers","27.5","39","40","37","42","-0.90","0.18","-0.72","109.6","110.5","-0.9","97.9",".222",".389",".562",NA,".529","12.5","20.5",".176",NA,".517","12.1","74.3",".170",NA,"Crypto.com Arena","639,159","16,820"
"23","22","Washington Wizards","26.0","35","44","32","47","-2.84","0.12","-2.72","111.4","114.3","-2.9","97.0",".253",".356",".569",NA,".532","12.0","21.0",".199",NA,".527","10.7","76.9",".204",NA,"Capital One Arena","622,027","15,551"
"24","23","Los Angeles Lakers","30.4","31","48","32","47","-3.27","0.00","-3.27","110.0","113.2","-3.2","100.0",".251",".387",".565",NA,".537","12.8","21.1",".182",NA,".539","12.2","75.7",".193",NA,"Crypto.com Arena","745,634","18,641"
"25","24","Indiana Pacers","26.1","25","55","32","48","-3.30","0.18","-3.12","112.4","115.7","-3.3","97.9",".237",".396",".563",NA,".530","12.8","25.6",".183",NA,".549","11.8","76.4",".203",NA,"Gainbridge Fieldhouse","588,743","14,360"
"26","25","Sacramento Kings","25.8","29","51","27","53","-5.45","0.13","-5.32","109.9","115.4","-5.5","99.8",".263",".378",".561",NA,".524","12.5","21.6",".202",NA,".551","11.9","76.1",".177",NA,"Golden 1 Center","577,583","14,087"
"27","26","Oklahoma City Thunder","22.4","24","55","22","57","-7.08","0.17","-6.91","104.8","111.9","-7.1","98.6",".226",".422",".531",NA,".499","12.6","21.9",".171",NA,".530","11.8","76.3",".166",NA,"Paycom Center","595,112","14,515"
"28","27","Detroit Pistons","23.6","23","56","22","57","-7.25","0.27","-6.99","106.0","113.3","-7.3","98.4",".245",".389",".533",NA,".495","12.6","23.3",".191",NA,".540","13.2","75.6",".226",NA,"Little Caesars Arena","623,046","15,976"
"29","28","Portland Trail Blazers","25.7","27","52","22","57","-7.77","0.23","-7.55","108.6","116.5","-7.9","98.4",".251",".423",".551",NA,".517","12.9","23.4",".191",NA,".559","12.7","77.4",".219",NA,"Moda Center","687,485","17,187"
"30","29","Orlando Magic","23.3","21","59","21","59","-8.04","0.29","-7.75","104.4","112.4","-8.0","99.2",".225",".413",".537",NA,".501","13.0","20.0",".177",NA,".532","11.8","77.1",".196",NA,"Amway Center","603,628","15,091"
"31","30","Houston Rockets","24.1","20","60","21","59","-8.46","0.20","-8.26","108.2","116.5","-8.3","100.9",".284",".448",".564",NA,".533","14.5","21.8",".203",NA,".554","12.4","74.5",".206",NA,"Toyota Center","620,922","15,523"
"32","","League Average","26.3","","","40","40","0.00","0.00","0.00","111.8","111.8","","98.2",".248",".399",".565",NA,".531","12.4","23.2",".192",NA,".531","12.4","76.8",".192",NA,"","668,124","16,858"
