"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"19","18","Minnesota Timberwolves","80","19300",".459","14.4",NA,".569",".258",".166",".084",".060",".431",NA,".543",".705",".407",".398",".425",".349",NA,".560",".844",NA,".068","432",NA,".267","1032",NA,".287",".376"
"20","19","New Orleans Pelicans","79","19035",".467","14.8",NA,".584",".231",".173",".100",".080",".416",NA,".543",".706",".453",".440",".395",".361",NA,".517",".814",NA,".048","293",NA,".251","994",NA,".227",".402"
"21","20","New York Knicks","80","19300",".448","14.7",NA,".570",".259",".148",".088",".074",".430",NA,".526",".663",".420",".445",".356",".343",NA,".525",".836",NA,".054","342",NA,".260","983",NA,".235",".344"
"22","21","Oklahoma City Thunder","80","19325",".456","14.9",NA,".571",".194",".232",".079",".067",".429",NA,".535",".680",".483",".467",".371",".351",NA,".522",".853",NA,".057","347",NA,".272","1079",NA,".265",".396"
"23","22","Orlando Magic","80","19300",".458","14.8",NA,".593",".209",".201",".100",".083",".407",NA,".523",".658",".462",".444",".424",".363",NA,".509",".820",NA,".055","359",NA,".252","956",NA,".223",".393"
"24","23","Philadelphia 76ers","79","19085",".457","14.0",NA,".620",".254",".184",".109",".073",".380",NA,".527",".697",".397",".410",".433",".344",NA,".513",".792",NA,".063","389",NA,".258","985",NA,".214",".369"
"25","24","Phoenix Suns","80","19250",".444","14.6",NA,".613",".195",".232",".099",".086",".387",NA,".510",".673",".457",".436",".367",".339",NA,".495",".791",NA,".043","274",NA,".264","1030",NA,".195",".354"
"26","25","Portland Trail Blazers","79","19010",".479","14.4",NA,".569",".270",".165",".077",".057",".431",NA,".560",".692",".456",".416",".431",".371",NA,".548",".845",NA,".062","380",NA,".259","1031",NA,".284",".401"
"27","26","Sacramento Kings","80","19325",".480","13.9",NA,".617",".251",".204",".090",".071",".383",NA,".548",".712",".439",".426",".437",".371",NA,".487",".806",NA,".060","390",NA,".283","1172",NA,".225",".393"
"28","27","San Antonio Spurs","79","19085",".466","13.5",NA,".635",".264",".209",".093",".069",".365",NA,".528",".650",".434",".447",".456",".358",NA,".465",".808",NA,".057","353",NA,".304","1155",NA,".197",".401"
"29","28","Toronto Raptors","79","19135",".461","14.4",NA,".588",".240",".197",".088",".062",".412",NA,".537",".700",".417",".440",".424",".352",NA,".543",".875",NA,".061","358",NA,".265","981",NA,".308",".380"
"30","29","Utah Jazz","80","19250",".453","14.6",NA,".610",".194",".220",".116",".080",".390",NA,".518",".704",".433",".438",".419",".352",NA,".491",".777",NA,".049","305",NA,".244","977",NA,".211",".372"
"31","30","Washington Wizards","80","19350",".463","14.2",NA,".644",".200",".243",".113",".087",".356",NA,".522",".700",".456",".440",".401",".358",NA,".484",".799",NA,".057","344",NA,".268","1052",NA,".202",".390"
"32","","League Average","80","19230",".460","14.3",NA,".601",".241",".194",".094",".071",".399",NA,".532",".686",".438",".432",".400",".353",NA,".511",".820",NA,".058","359",NA,".265","1036",NA,".237",".382"
