"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%"
"2","1","Atlanta Hawks","80","19225",".470","14.5",NA,".605",".260",".160",".102",".083",".395",NA,".540",".689",".426",".453",".400",".363",NA,".509",".835",NA,".059","374",NA,".256","1053",NA,".234",".382"
"3","2","Boston Celtics","80","19425",".434","15.2",NA,".605",".186",".224",".099",".096",".395",NA,".497",".703",".409",".413",".385",".339",NA,".463",".789",NA,".048","309",NA,".254","915",NA,".215",".355"
"4","3","Brooklyn Nets","80","19275",".451","14.2",NA,".598",".257",".174",".092",".075",".402",NA,".523",".681",".396",".423",".402",".344",NA,".499",".779",NA,".058","372",NA,".267","1036",NA,".243",".370"
"5","4","Chicago Bulls","80","19250",".472","13.4",NA,".635",".294",".170",".092",".079",".365",NA,".533",".673",".418",".413",".398",".365",NA,".512",".830",NA,".056","360",NA,".286","1126",NA,".235",".423"
"6","5","Charlotte Hornets","79","19160",".466","14.5",NA,".568",".264",".171",".076",".057",".432",NA,".546",".684",".435",".411",".424",".362",NA,".529",".831",NA,".069","420",NA,".264","1037",NA,".278",".373"
"7","6","Cleveland Cavaliers","80","19250",".452","13.7",NA,".619",".295",".161",".092",".071",".381",NA,".514",".627",".414",".415",".401",".352",NA,".518",".825",NA,".061","373",NA,".266","998",NA,".269",".376"
"8","7","Dallas Mavericks","80","19275",".457","13.9",NA,".623",".239",".206",".105",".073",".377",NA,".528",".698",".442",".429",".355",".341",NA,".515",".823",NA,".058","345",NA,".256","1008",NA,".248",".376"
"9","8","Denver Nuggets","80","19300",".470","14.2",NA,".608",".222",".218",".099",".069",".392",NA,".550",".728",".470",".449",".372",".345",NA,".532",".828",NA,".059","373",NA,".262","1080",NA,".237",".369"
"10","9","Detroit Pistons","80","19300",".472","13.8",NA,".620",".254",".217",".078",".070",".380",NA,".537",".670",".468",".442",".379",".365",NA,".536",".823",NA,".065","388",NA,".282","1078",NA,".252",".424"
"11","10","Golden State Warriors","79","19010",".439","14.8",NA,".584",".176",".256",".089",".063",".416",NA,".509",".692",".455",".428",".336",".340",NA,".491",".847",NA,".046","287",NA,".268","999",NA,".245",".397"
"12","11","Houston Rockets","80","19275",".483","14.0",NA,".597",".276",".175",".084",".062",".403",NA,".572",".713",".456",".463",".412",".352",NA,".505",".799",NA,".075","483",NA,".268","1135",NA,".241",".373"
"13","12","Indiana Pacers","80","19400",".480","13.6",NA,".632",".261",".203",".098",".070",".368",NA,".543",".685",".455",".434",".421",".373",NA,".502",".804",NA,".065","398",NA,".281","1130",NA,".228",".399"
"14","13","Los Angeles Clippers","80","19300",".451","13.7",NA,".625",".251",".213",".102",".059",".375",NA,".513",".661",".421",".419",".381",".347",NA,".505",".806",NA,".057","362",NA,".273","1054",NA,".218",".361"
"15","14","Los Angeles Lakers","79","19235",".469","14.0",NA,".604",".262",".189",".088",".066",".396",NA,".546",".713",".430",".415",".394",".352",NA,".520",".840",NA,".062","397",NA,".270","1111",NA,".207",".381"
"16","15","Memphis Grizzlies","79","19060",".452","13.9",NA,".611",".273",".174",".098",".066",".389",NA,".518",".648",".405",".430",".404",".350",NA,".534",".820",NA,".063","383",NA,".273","1024",NA,".175",".392"
"17","16","Miami Heat","80","19375",".446","15.3",NA,".546",".219",".173",".094",".060",".454",NA,".535",".700",".443",".414",".390",".339",NA,".511",".830",NA,".046","279",NA,".238","920",NA,".268",".371"
"18","17","Milwaukee Bucks","79","19035",".456","15.6",NA,".554",".213",".165",".103",".072",".446",NA,".536",".696",".438",".445",".416",".356",NA,".511",".827",NA,".047","297",NA,".235","950",NA,".209",".362"
