"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Phoenix Suns","27.6","52","13","47","18","7.65","-0.56","7.09","114.1","106.4","+7.7","99.5",".228",".354",".578",NA,".546","11.6","22.1",".181",NA,".505","12.9","77.2",".184",NA,"Phoenix Suns Arena","560,745","16,021"
"3","2","Golden State Warriors","27.7","44","22","46","20","6.29","-0.18","6.11","112.2","105.9","+6.3","98.8",".235",".460",".582",NA,".552","13.7","22.8",".179",NA,".508","13.5","78.7",".196",NA,"Chase Center","614,176","18,064"
"4","3","Utah Jazz","29.5","40","24","44","20","5.98","-0.35","5.63","116.3","110.2","+6.1","97.5",".264",".468",".591",NA,".557","13.0","24.8",".205",NA,".520","10.9","77.9",".157",NA,"Vivint Smart Home Arena","585,792","18,306"
"5","4","Boston Celtics","26.0","39","27","44","22","5.50","-0.52","4.98","112.0","106.4","+5.6","96.6",".241",".419",".567",NA,".529","12.6","24.0",".197",NA,".498","12.5","77.2",".181",NA,"TD Garden","632,148","18,593"
"6","5","Miami Heat","28.1","44","22","44","22","5.08","-0.39","4.69","113.4","108.1","+5.3","95.7",".247",".415",".579",NA,".543","13.4","24.6",".199",NA,".521","14.0","78.0",".205",NA,"FTX Arena","588,768","19,626"
"7","6","Memphis Grizzlies","23.9","45","22","44","23","4.93","-0.34","4.58","113.8","108.9","+4.9","99.9",".247",".346",".549",NA,".518","11.3","29.9",".181",NA,".523","13.3","77.9",".190",NA,"FedEx Forum","508,351","15,405"
"8","7","Milwaukee Bucks","28.4","41","25","41","25","4.03","-0.57","3.46","114.5","110.5","+4.0","99.6",".255",".438",".578",NA,".544","12.1","23.3",".198",NA,".529","11.8","78.2",".164",NA,"Fiserv Forum","608,268","17,379"
"9","8","Dallas Mavericks","26.7","40","25","40","25","3.42","0.02","3.43","111.7","108.1","+3.6","95.5",".241",".432",".565",NA,".533","11.7","21.3",".184",NA,".520","12.7","78.2",".178",NA,"American Airlines Center","666,749","19,610"
"10","9","Cleveland Cavaliers","24.8","38","27","40","25","3.42","-0.18","3.24","111.1","107.6","+3.5","96.2",".254",".391",".568",NA,".536","13.6","24.3",".192",NA,".512","12.6","76.3",".162",NA,"Rocket Mortgage Fieldhouse","564,598","18,213"
