"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Phoenix Suns","27.5","60","14","55","19","8.43","-0.65","7.78","115.6","107.1","+8.5","99.5",".227",".353",".585",NA,".553","11.5","22.4",".182",NA,".509","13.0","77.2",".188",NA,"Phoenix Suns Arena","611,958","16,104"
"3","2","Boston Celtics","26.1","46","28","52","22","6.66","-0.47","6.19","113.3","106.5","+6.8","96.4",".240",".421",".573",NA,".535","12.3","23.9",".196",NA,".498","12.5","77.1",".184",NA,"TD Garden","670,460","18,121"
"4","3","Utah Jazz","29.3","45","29","50","24","5.93","-0.36","5.57","116.5","110.4","+6.1","97.3",".264",".472",".590",NA,".556","12.8","25.1",".206",NA,".520","10.9","78.1",".162",NA,"Vivint Smart Home Arena","677,322","18,306"
"5","4","Golden State Warriors","27.6","48","26","50","24","5.78","-0.10","5.68","112.5","106.7","+5.8","98.4",".233",".460",".581",NA,".552","13.5","23.0",".178",NA,".510","13.2","78.7",".197",NA,"Chase Center","686,432","18,064"
"6","5","Memphis Grizzlies","24.0","51","23","50","24","5.74","-0.72","5.02","114.5","108.8","+5.7","100.1",".244",".345",".552",NA,".522","11.3","30.2",".179",NA,".521","13.1","77.7",".193",NA,"FedEx Forum","559,538","15,543"
"7","6","Miami Heat","28.2","47","27","47","27","4.15","-0.24","3.91","113.1","108.8","+4.3","95.7",".250",".419",".578",NA,".541","13.3","23.9",".203",NA,".523","13.9","77.8",".208",NA,"FTX Arena","725,968","19,621"
"8","7","Milwaukee Bucks","28.5","46","27","46","27","4.08","-0.34","3.74","115.0","110.9","+4.1","99.7",".256",".436",".581",NA,".547","12.0","22.9",".198",NA,".531","11.7","78.4",".164",NA,"Fiserv Forum","661,610","17,411"
"9","8","Minnesota Timberwolves","24.2","43","32","46","29","3.52","-0.10","3.42","114.1","110.6","+3.5","100.6",".252",".455",".570",NA,".536","12.4","24.6",".196",NA,".528","14.2","75.1",".228",NA,"Target Center","605,740","15,941"
"10","9","Cleveland Cavaliers","24.7","41","32","43","30","2.58","-0.08","2.50","111.4","108.8","+2.6","96.1",".258",".387",".569",NA,".536","13.4","24.1",".196",NA,".517","12.5","76.2",".165",NA,"Rocket Mortgage Fieldhouse","661,068","18,363"
"11","10","Denver Nuggets","27.7","43","31","43","31","2.41","-0.04","2.36","114.0","111.5","+2.5","97.5",".239",".419",".586",NA,".554","13.1","21.6",".189",NA,".536","11.7","78.2",".185",NA,"Ball Arena","600,053","16,668"
"12","11","Philadelphia 76ers","26.7","46","27","42","31","2.34","-0.04","2.30","112.7","110.3","+2.4","95.9",".280",".372",".573",NA,".529","11.5","19.9",".229",NA,".519","12.0","76.6",".190",NA,"Wells Fargo Center","761,261","20,575"
"13","12","Dallas Mavericks","26.7","45","29","43","31","2.30","-0.04","2.38","111.2","108.8","+2.4","94.9",".242",".435",".562",NA,".529","11.7","21.4",".185",NA,".520","12.4","77.9",".185",NA,"American Airlines Center","727,034","19,650"
"14","13","Toronto Raptors","24.7","41","32","40","33","1.48","0.11","1.59","112.4","110.9","+1.5","95.9",".234",".373",".541",NA,".508","11.1","28.6",".177",NA,".535","14.3","75.5",".201",NA,"Scotiabank Arena","408,743","12,022"
"15","14","Atlanta Hawks","26.2","37","37","39","35","0.80","0.16","0.88","115.6","114.8","+0.8","97.4",".250",".386",".577",NA,".539","10.9","22.8",".203",NA,".542","11.5","76.8",".176",NA,"State Farm Arena","619,744","16,309"
"16","15","Brooklyn Nets","29.2","38","35","37","36","0.33","0.11","0.32","113.3","112.9","+0.4","98.4",".244",".357",".575",NA,".538","12.5","23.8",".196",NA,".522","11.7","75.1",".198",NA,"Barclays Center","586,012","16,743"
"17","16","Chicago Bulls","26.3","42","31","37","36","0.34","-0.24","0.10","113.3","112.9","+0.4","98.5",".242",".336",".580",NA,".544","11.7","20.1",".196",NA,".537","12.0","78.3",".198",NA,"United Center","749,577","20,822"
"18","17","Charlotte Hornets","25.6","38","36","37","37","0.19","0.10","0.37","113.4","113.2","+0.2","99.9",".237",".420",".567",NA,".538","11.5","23.4",".175",NA,".541","13.1","74.9",".187",NA,"Spectrum Center","648,249","17,059"
"19","18","San Antonio Spurs","24.6","29","44","35","38","-0.45","0.02","-0.44","111.9","112.4","-0.5","100.2",".211",".344",".554",NA,".526","11.1","23.9",".158",NA,".533","12.2","74.9",".175",NA,"AT&T Center","547,812","14,806"
"20","19","New York Knicks","26.1","32","42","35","39","-0.78","0.27","-0.26","110.1","110.9","-0.8","95.5",".277",".425",".548",NA,".512","12.2","25.2",".207",NA,".521","11.6","78.4",".199",NA,"Madison Square Garden (IV)","664,424","18,456"
"21","20","New Orleans Pelicans","25.6","31","42","34","39","-1.07","0.38","-0.69","111.3","112.4","-1.1","97.3",".259",".368",".556",NA,".517","12.7","26.4",".204",NA,".541","12.8","78.5",".198",NA,"Smoothie King Center","575,301","15,549"
"22","21","Los Angeles Clippers","27.5","36","39","33","42","-1.67","0.14","-1.53","108.4","110.1","-1.7","98.0",".221",".386",".556",NA,".523","12.6","20.4",".174",NA,".515","12.1","74.6",".168",NA,"Crypto.com Arena","603,251","16,757"
"23","22","Los Angeles Lakers","30.4","31","42","31","42","-2.66","-0.24","-2.90","109.8","112.4","-2.6","100.1",".248",".390",".564",NA,".536","12.9","21.2",".180",NA,".535","12.4","75.4",".192",NA,"Crypto.com Arena","707,640","18,622"
"24","23","Indiana Pacers","26.2","25","49","31","43","-2.57","0.05","-2.52","111.9","114.5","-2.6","97.9",".238",".393",".560",NA,".528","12.8","25.3",".181",NA,".542","11.7","76.6",".203",NA,"Gainbridge Fieldhouse","526,505","14,230"
"25","24","Washington Wizards","26.0","31","42","29","44","-3.34","-0.04","-3.38","110.6","114.0","-3.4","96.9",".255",".359",".565",NA,".528","12.1","21.0",".201",NA,".525","10.8","76.5",".203",NA,"Capital One Arena","547,145","15,198"
"26","25","Sacramento Kings","25.7","26","48","25","49","-5.30","0.35","-4.95","110.0","115.2","-5.2","99.9",".259",".379",".560",NA,".525","12.6","21.7",".199",NA,".551","11.8","76.3",".180",NA,"Golden 1 Center","543,953","13,948"
"27","26","Portland Trail Blazers","26.0","27","46","21","52","-7.14","0.55","-6.85","108.8","116.1","-7.3","98.0",".257",".421",".553",NA,".518","12.8","23.0",".196",NA,".555","12.5","77.7",".216",NA,"Moda Center","632,925","17,106"
"28","27","Oklahoma City Thunder","22.5","21","52","20","53","-7.59","0.38","-7.21","104.2","111.9","-7.7","98.6",".222",".420",".527",NA,".493","12.3","21.7",".170",NA,".530","11.9","76.1",".166",NA,"Paycom Center","530,804","14,346"
"29","28","Orlando Magic","23.3","20","54","20","54","-7.81","0.29","-7.53","104.4","112.2","-7.8","99.3",".229",".414",".538",NA,".501","13.1","19.9",".181",NA,".531","11.9","77.3",".197",NA,"Amway Center","537,052","14,918"
"30","29","Detroit Pistons","23.7","20","54","20","54","-7.91","0.37","-7.53","105.4","113.4","-8.0","98.4",".250",".387",".530",NA,".492","12.8","23.6",".195",NA,".540","13.1","75.7",".222",NA,"Little Caesars Arena","583,719","15,776"
"31","30","Houston Rockets","24.3","19","55","18","56","-8.96","0.45","-8.51","107.7","116.5","-8.8","100.7",".285",".447",".563",NA,".532","14.6","21.4",".203",NA,".555","12.3","74.8",".203",NA,"Toyota Center","558,106","15,503"
"32","","League Average","26.3","","","37","37","0.00","0.00","0.00","111.5","111.5","","98.1",".247",".399",".564",NA,".529","12.4","23.3",".191",NA,".529","12.4","76.7",".191",NA,"","617,314","16,760"
