"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Minnesota Timberwolves",75,241.3,41.4,91.1,0.455,14.7,41.5,0.355,26.7,49.6,0.538,17.8,22.9,0.778,11.4,33.3,44.7,25.5,8.7,5.7,14.3,21.7,115.4
"2",2,"Memphis Grizzlies",75,241,43.5,94.3,0.462,11.4,32.6,0.349,32.2,61.7,0.521,16.9,23,0.733,14.2,35.3,49.5,25.7,9.8,6.6,13.2,19.7,115.3
"3",3,"Phoenix Suns",74,240.7,43.7,89.6,0.488,11.7,31.7,0.368,32,57.9,0.553,16.3,20.3,0.801,9.7,35.6,45.3,27.4,8.5,4.4,12.9,19.6,115.3
"4",4,"Milwaukee Bucks",74,240.7,41.5,89.1,0.466,14.3,38.7,0.368,27.2,50.3,0.541,17.7,22.8,0.775,10.2,36.6,46.8,23.6,7.5,4,13.5,18.2,114.9
"5",5,"Charlotte Hornets",74,242.7,42.4,91.6,0.463,13.9,38.5,0.362,28.5,53.1,0.537,16,21.7,0.737,11,33.9,44.8,27.6,8.6,5,13.1,19.9,114.7
"6",6,"Utah Jazz",74,240.3,40.5,86.1,0.471,14.7,40.6,0.363,25.8,45.5,0.567,17.7,22.8,0.778,10.6,35.6,46.2,22.3,7.2,4.9,14.2,18.9,113.5
"7",7,"San Antonio Spurs",74,241.7,43.4,93.3,0.465,11.2,32,0.351,32.2,61.3,0.524,14.8,19.8,0.751,11.3,34.1,45.4,28,7.5,5.1,12.7,18.1,112.9
"8",8,"Atlanta Hawks",74,240.3,41.2,88.2,0.468,12.6,34,0.37,28.6,54.1,0.529,17.9,22,0.812,10,33.9,43.9,24.4,7,4.4,12,18.6,112.9
"9",9,"Brooklyn Nets",74,240.7,41.8,88.2,0.474,11.3,31.5,0.357,30.6,56.7,0.539,17.3,21.6,0.803,10.3,33.8,44.1,25.1,7.1,5.3,13.9,20.2,112.2
"10",10,"Denver Nuggets",75,241.3,41.3,86.2,0.479,12.8,36.1,0.354,28.6,50.1,0.57,16.4,20.7,0.793,9.1,34.9,44,27.5,7.2,3.7,14.4,19.8,111.8
"11",11,"Chicago Bulls",74,240.3,41.8,86.9,0.481,10.8,29.2,0.371,31,57.7,0.536,17.1,21.1,0.81,8.6,33.9,42.4,24.1,7.1,4.3,12.8,18.8,111.6
"12",12,"Los Angeles Lakers",73,243.8,41.7,89.2,0.468,12.2,34.8,0.35,29.5,54.4,0.543,16.1,22.1,0.728,9.6,34.4,44.1,24.2,7.8,5.4,14.6,20.2,111.6
"13",13,"Golden State Warriors",74,240.7,40.6,86.6,0.468,14.4,39.9,0.361,26.2,46.8,0.56,15.4,20.2,0.764,9.8,35.7,45.6,27.1,8.9,4.6,14.9,20.7,111
