"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Charlotte Hornets",64,243.1,42.3,92.2,0.458,13.8,38.3,0.359,28.5,53.8,0.529,15.9,21.7,0.732,11,34.1,45.2,27.2,8.7,4.9,13.4,20.1,114.1
"2",2,"Minnesota Timberwolves",64,241.6,41.3,91.5,0.451,14.6,41.5,0.351,26.7,49.9,0.535,16.9,22.1,0.765,11.6,32.8,44.4,25.4,8.8,5.8,14.5,21.9,113.9
"3",3,"Milwaukee Bucks",64,240.8,41,88.9,0.461,14.2,39.1,0.362,26.8,49.8,0.539,17.6,22.7,0.774,10.3,36.5,46.8,23.3,7.5,4,13.6,18.3,113.8
"4",4,"Memphis Grizzlies",64,241.2,42.9,93.6,0.458,11,32.4,0.341,31.9,61.3,0.521,16.9,23.1,0.733,14.2,35.1,49.2,25.3,9.9,6.4,13.4,19.5,113.8
"5",5,"Phoenix Suns",63,240.4,43,89.3,0.482,11.5,31.6,0.363,31.5,57.7,0.547,16.3,20.5,0.794,9.8,35.8,45.6,27.1,8.6,4.3,13,19.3,113.8
"6",6,"Utah Jazz",62,240.4,40.7,86.1,0.473,14.5,40.3,0.361,26.2,45.8,0.571,17.7,22.8,0.778,10.5,35.6,46.1,22.4,7.3,4.8,14.4,18.8,113.7
"7",7,"San Antonio Spurs",63,242,43.7,93.4,0.468,11.1,31.4,0.354,32.6,62,0.526,14.1,19,0.742,11,34.2,45.2,28.2,7.7,5,12.7,18.2,112.7
"8",8,"Atlanta Hawks",63,240,41.1,87.8,0.468,12.6,33.5,0.375,28.5,54.3,0.525,17.8,22.1,0.805,9.9,34.1,44,24.1,6.9,4.4,12,18.4,112.5
"9",9,"Chicago Bulls",64,240.4,42.2,87.2,0.484,11.1,29.5,0.376,31.1,57.7,0.539,17,20.9,0.813,8.6,34.4,43,24.3,7,4.4,13,18.8,112.5
"10",10,"Golden State Warriors",63,240.8,40.4,86.5,0.467,14.4,40,0.361,26,46.4,0.559,15.6,20.4,0.765,9.7,35.8,45.5,27.3,9.4,4.8,15.1,20.5,110.9
"11",11,"Brooklyn Nets",64,240.8,41.2,88.6,0.465,11.2,31.8,0.351,30.1,56.8,0.53,17,21.2,0.802,10.2,34.1,44.3,24.7,6.9,5.3,13.8,20,110.6
"12",12,"Denver Nuggets",63,240.8,41,86.5,0.474,13,36.7,0.354,28,49.8,0.562,15.5,19.6,0.792,9,35,44.1,27.2,7.3,3.6,14.4,19.4,110.5
"13",13,"Los Angeles Lakers",62,243.6,41.2,88.7,0.465,11.9,34.3,0.346,29.3,54.3,0.539,16.1,22.2,0.726,9.5,34.9,44.4,24,8,5.7,14.7,20,110.4
"14",14,"Sacramento Kings",65,241.2,40.6,88.7,0.457,11.4,33.6,0.341,29.1,55.2,0.528,17.4,22.8,0.766,10.1,33.5,43.6,23.5,7.2,4.6,14.2,19.2,110
"15",15,"Indiana Pacers",65,243.1,40.8,89.2,0.458,11.9,35.3,0.338,28.9,54,0.536,16.3,21.5,0.757,11.2,33.7,44.9,24.6,6.9,5.6,14.5,20.3,109.9
"16",16,"Miami Heat",64,242.7,39.6,85.5,0.463,13.4,35.6,0.375,26.2,49.9,0.526,17.1,21.2,0.807,10.5,33.9,44.4,25.8,7.6,3.3,14.7,20.7,109.7
"17",17,"Boston Celtics",65,243.1,39.9,87.4,0.456,12.6,36.6,0.345,27.2,50.8,0.536,17,20.8,0.816,10.7,35.7,46.5,24,7.1,6.1,14,18.6,109.3
"18",18,"Philadelphia 76ers",62,241.6,39.4,84.6,0.465,11.2,31,0.36,28.2,53.6,0.526,18.8,23,0.819,8.3,33.8,42.1,23.2,7.6,5.5,12.4,19.5,108.7
"19",19,"Houston Rockets",63,240.8,38.7,86.1,0.45,13.4,39,0.344,25.3,47.2,0.537,17.5,24.7,0.709,9.7,32.5,42.2,23.1,7.3,4.5,16.7,20.4,108.4
"20",20,"Toronto Raptors",63,242,40.3,91,0.443,12.1,34.3,0.353,28.1,56.6,0.497,15.8,21,0.752,13.1,31.7,44.8,22.1,9,4.7,12.8,19.8,108.4
"21",21,"Washington Wizards",62,242.4,40.3,86.2,0.467,10.4,30.8,0.336,29.9,55.4,0.54,16.8,21.5,0.782,9.2,34.4,43.6,24.4,6.3,5,13.4,19.2,107.7
"22",22,"Portland Trail Blazers",62,240.4,38.7,86.9,0.446,13.3,37.8,0.352,25.4,49.1,0.518,16.7,21.9,0.762,10.1,33.6,43.7,22.8,7.7,4.5,14,20.2,107.4
"23",23,"New Orleans Pelicans",63,240.8,39.5,87.4,0.452,10.7,32.6,0.329,28.7,54.8,0.524,17.7,22.4,0.791,11.5,33.9,45.4,24.8,7.7,4.2,14.3,19.8,107.3
"24",24,"Los Angeles Clippers",65,240.8,39.9,87.4,0.456,12.4,33.9,0.366,27.4,53.5,0.513,15,19.2,0.783,9.1,35.2,44.4,23.7,7.6,4.8,14.3,18.8,107.2
"25",25,"Dallas Mavericks",63,241.2,39.2,85.7,0.458,12.8,36.9,0.346,26.5,48.8,0.542,15.7,20.6,0.764,9.4,33.9,43.3,23.6,7,4.1,12.6,19.8,107
"26",26,"Cleveland Cavaliers",63,240,39.4,84.4,0.467,11.7,33.1,0.353,27.7,51.4,0.54,16.2,21.3,0.758,10.2,34.4,44.6,25.2,7.1,4.3,14.8,17,106.7
"27",27,"New York Knicks",63,241.6,37.5,86.3,0.434,13,36.8,0.352,24.5,49.6,0.495,17.3,23.2,0.745,11.4,34.7,46,21.5,6.9,4.9,13.7,20.3,105.2
"28",28,"Orlando Magic",64,240.8,38.2,88,0.434,11.9,36.1,0.33,26.3,51.8,0.507,15.7,19.9,0.789,9.2,34.6,43.8,23.3,7,4.7,14.7,19.8,104
"29",29,"Detroit Pistons",64,241.2,37.7,88.9,0.424,11.1,34.4,0.322,26.6,54.5,0.488,17,21.9,0.777,11.3,31.9,43.2,22.8,7.6,4.8,14.4,21.8,103.4
"30",30,"Oklahoma City Thunder",63,241.6,37.8,89.5,0.422,11.7,37.1,0.314,26.1,52.4,0.499,14.8,19.4,0.762,10.4,35.6,46,21.6,7.7,4.6,13.7,18.2,102.1
"31",NA,"League Average",63,241.4,40.3,88.1,0.457,12.3,35.2,0.35,28,52.9,0.529,16.6,21.5,0.772,10.4,34.3,44.7,24.3,7.6,4.8,13.9,19.5,109.5
