"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3pt","3P",NA,"2P","0-3","3-10","10-16","16-3pt","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%",NA,"Att.","Md."
"2","1","Atlanta Hawks","55","13200",".468","14.9",NA,".619",".251",".161",".113",".093",".381",NA,".525",".665",".425",".438",".426",".375",NA,".533",".742",NA,".060","266",NA,".241","635",NA,".219",".389",NA,"12","1"
"3","2","Boston Celtics","57","13880",".451","15.4",NA,".584",".208",".200",".090",".087",".416",NA,".530",".719",".444",".396",".414",".339",NA,".489",".823",NA,".052","237",NA,".273","771",NA,".233",".375",NA,"9","0"
"4","3","Brooklyn Nets","55","13250",".468","13.8",NA,".641",".254",".168",".127",".093",".359",NA,".533",".642",".428",".492",".481",".352",NA,".553",".754",NA,".047","200",NA,".266","686",NA,".234",".357",NA,"2","0"
"5","4","Chicago Bulls","56","13465",".483","14.1",NA,".654",".254",".147",".129",".124",".346",NA,".539",".678",".439",".468",".446",".376",NA,".488",".848",NA,".050","217",NA,".248","693",NA,".276",".441",NA,"11","1"
"6","5","Charlotte Hornets","57","13780",".459","14.1",NA,".583",".275",".183",".074",".051",".417",NA,".530",".684",".384",".387",".431",".361",NA,".536",".857",NA,".073","338",NA,".284","785",NA,".274",".363",NA,"13","0"
"7","6","Cleveland Cavaliers","56","13440",".466","13.9",NA,".609",".278",".179",".096",".056",".391",NA,".538",".693",".404",".421",".404",".352",NA,".560",".823",NA,".079","334",NA,".241","633",NA,".235",".345",NA,"8","1"
"8","7","Dallas Mavericks","56","13515",".454","15.3",NA,".573",".203",".170",".119",".081",".427",NA,".541",".716",".461",".455",".399",".338",NA,".517",".809",NA,".062","259",NA,".198","555",NA,".246",".385",NA,"11","0"
"9","8","Denver Nuggets","55","13250",".473","14.6",NA,".579",".229",".196",".080",".074",".421",NA,".560",".746",".451",".425",".417",".353",NA,".578",".849",NA,".054","228",NA,".266","753",NA,".252",".386",NA,"15","0"
"10","9","Detroit Pistons","56","13490",".421","14.1",NA,".606",".246",".204",".081",".076",".394",NA,".489",".637",".416",".330",".376",".316",NA,".491",".882",NA,".036","162",NA,".308","816",NA,".255",".351",NA,"15","0"
"11","10","Golden State Warriors","56","13490",".466","15.6",NA,".534",".212",".195",".064",".062",".466",NA,".556",".697",".512",".390",".383",".363",NA,".612",".800",NA,".061","272",NA,".282","800",NA,".219",".356",NA,"16","1"
"12","11","Houston Rockets","55","13225",".451","14.1",NA,".549",".315",".170",".034",".030",".451",NA,".539",".682",".372",".302",".262",".345",NA,".489",".792",NA,".084","346",NA,".307","782",NA,".183",".348",NA,"15","0"
"13","12","Indiana Pacers","57","13830",".455","14.1",NA,".604",".260",".180",".096",".068",".396",NA,".534",".681",".437",".404",".414",".335",NA,".492",".860",NA,".038","174",NA,".304","906",NA,".250",".377",NA,"17","0"
