"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"21","20","New York Knicks","80","19300",".436","14.6",NA,".573",".254",".158",".086",".074",".427",NA,".496",".653",".372",".380",".355",".357",NA,".460",".794",NA,".069","418",NA,".239","840",NA,".216",".387",NA,"6","0"
"22","21","Oklahoma City Thunder","80","19325",".430","14.3",NA,".578",".203",".260",".074",".041",".422",NA,".507",".643",".445",".429",".366",".325",NA,".466",".831",NA,".053","320",NA,".319","1161",NA,".206",".349",NA,"9","0"
"23","22","Orlando Magic","80","19300",".433","14.4",NA,".587",".223",".230",".070",".064",".413",NA,".506",".668",".427",".418",".327",".330",NA,".499",".876",NA,".061","374",NA,".270","1005",NA,".209",".382",NA,"14","0"
"24","23","Philadelphia 76ers","79","19085",".464","14.0",NA,".624",".238",".193",".121",".072",".376",NA,".524",".694",".417",".414",".433",".364",NA,".502",".834",NA,".049","296",NA,".247","929",NA,".240",".390",NA,"11","0"
"25","24","Phoenix Suns","80","19250",".486","14.2",NA,".646",".187",".223",".148",".087",".354",NA,".552",".707",".507",".495",".429",".365",NA,".553",".831",NA,".053","359",NA,".221","929",NA,".260",".391",NA,"12","0"
"26","25","Portland Trail Blazers","79","19010",".443","14.6",NA,".577",".260",".174",".072",".071",".423",NA,".513",".628",".422",".423",".405",".348",NA,".495",".784",NA,".047","285",NA,".275","1000",NA,".208",".368",NA,"11","0"
"27","26","Sacramento Kings","80","19325",".459","13.9",NA,".622",".233",".219",".099",".071",".378",NA,".530",".695",".435",".423",".426",".343",NA,".496",".806",NA,".059","354",NA,".263","1050",NA,".220",".386",NA,"13","1"
"28","27","San Antonio Spurs","79","19085",".467","13.4",NA,".655",".237",".226",".122",".069",".345",NA,".527",".670",".456",".446",".415",".353",NA,".552",".911",NA,".037","244",NA,".293","1213",NA,".228",".368",NA,"13","1"
"29","28","Toronto Raptors","79","19135",".445","14.3",NA,".625",".225",".207",".098",".095",".375",NA,".502",".653",".435",".425",".368",".349",NA,".434",".802",NA,".055","339",NA,".247","943",NA,".240",".402",NA,"16","2"
"30","29","Utah Jazz","80","19250",".472","15.1",NA,".531",".201",".236",".066",".028",".469",NA,".569",".728",".483",".459",".402",".362",NA,".451",".728",NA,".070","430",NA,".246","963",NA,".241",".384",NA,"14","1"
"31","30","Washington Wizards","80","19350",".471","13.9",NA,".643",".225",".227",".107",".085",".357",NA,".543",".727",".457",".430",".428",".343",NA,".533",".858",NA,".065","403",NA,".279","1103",NA,".247",".395",NA,"11","0"
"32","","League Average","80","19233",".460","14.3",NA,".601",".241",".194",".094",".071",".399",NA,".532",".686",".438",".432",".400",".353",NA,".511",".820",NA,".058","359",NA,".265","1036",NA,".237",".382",NA,"14.4","0.4"
