"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Boston Celtics",74,242.7,37.9,88,0.431,11.8,35,0.336,26.1,53,0.493,16.2,20.6,0.786,10.5,33.6,44.1,21.4,7.4,4.5,13.9,19.2,103.8
"2",2,"Dallas Mavericks",74,241,38.9,85.1,0.456,10.8,32,0.338,28.1,53.2,0.528,15.6,20.6,0.759,9.6,34.6,44.2,23.4,6.9,3.8,13.4,20.1,104.1
"3",3,"Cleveland Cavaliers",74,240.7,39.3,87.2,0.451,11.5,33,0.349,27.8,54.2,0.513,14.5,18.8,0.772,10.6,32.3,42.8,23.8,8.6,4.6,13.6,20.1,104.7
"4",4,"Miami Heat",75,242.3,37.4,83.8,0.446,13,38.2,0.341,24.3,45.7,0.533,17.5,22.5,0.776,9.7,32.3,41.9,23.1,7.4,4.2,15.1,20.7,105.2
"5",5,"Golden State Warriors",74,240.7,37.9,86.5,0.439,12.3,36.2,0.34,25.6,50.2,0.51,17.1,22.6,0.756,9.6,32.9,42.6,23,7.9,4,14.6,17.9,105.2
"6",6,"Philadelphia 76ers",73,241.7,39.4,86.7,0.455,11.2,32.9,0.342,28.2,53.8,0.524,16.5,21.4,0.772,10.3,34.3,44.7,23.2,6.5,4.6,13.2,19.4,106.5
"7",7,"Phoenix Suns",74,240.7,39.3,88.6,0.443,11.6,34.3,0.339,27.7,54.3,0.51,16.7,22,0.759,10.5,33.6,44.1,22.6,7.5,3.9,14.7,19,106.9
"8",8,"New York Knicks",74,241.4,38.5,86.2,0.446,12.8,37.2,0.345,25.6,48.9,0.524,17.1,22.5,0.76,9.5,34.3,43.8,24.1,7,4.7,12.6,20.4,106.9
"9",9,"Toronto Raptors",74,242,39,84.3,0.462,12.2,34.7,0.352,26.7,49.6,0.539,16.9,21.4,0.791,10.3,33.6,44,25.1,6.7,5.1,15.7,19.2,107.1
"10",10,"Utah Jazz",74,240.3,40.5,89.5,0.453,12,34.8,0.346,28.5,54.8,0.52,14.5,19.1,0.756,10,31.8,41.7,23.3,7.8,4.3,12,20,107.6
"11",11,"Los Angeles Clippers",75,241,40.6,90.4,0.45,11.8,34.1,0.346,28.8,56.2,0.513,15.2,19.4,0.785,11.9,35.4,47.3,24.1,7.7,4.2,13.6,18.5,108.3
"12",12,"Memphis Grizzlies",75,241,40.1,88.7,0.452,12.1,34.5,0.35,28,54.2,0.516,17.1,22.2,0.773,10.1,32.8,43,24.9,7.1,6.3,14.9,19.7,109.3
"13",13,"Denver Nuggets",75,241.3,40.8,87,0.468,11.8,34.2,0.344,29,52.8,0.549,16.1,21.3,0.753,9.7,32.8,42.5,25,7.9,4.9,12.9,19.8,109.4
"14",14,"New Orleans Pelicans",74,241,40,85.8,0.466,12.8,35.6,0.358,27.2,50.2,0.542,17.1,21.7,0.786,9.4,32.7,42.1,24.3,7.4,4.9,13.9,20.3,109.8
"15",15,"Oklahoma City Thunder",74,241.4,41.1,90.4,0.455,13.6,38.7,0.351,27.5,51.7,0.532,15.1,19.7,0.767,11.1,37.6,48.7,26,8.3,6,13.4,17.9,110.9
"16",16,"Chicago Bulls",74,240.3,41.1,87.5,0.47,11.5,31.7,0.362,29.7,55.8,0.531,17.4,21.8,0.797,9.5,34,43.5,24.7,7.2,4.9,13.2,17.9,111.2
"17",17,"Milwaukee Bucks",74,240.7,41,90.6,0.453,14.2,40.5,0.351,26.8,50.1,0.535,14.9,20,0.745,10.2,34.2,44.4,25.4,7.4,4.3,13,19.6,111.2
"18",18,"Washington Wizards",73,242.1,41.1,88.9,0.462,11.2,31.3,0.358,29.9,57.5,0.519,18,22.4,0.807,10.5,34.2,44.7,23.4,7.2,4.3,12,20.1,111.4
"19",19,"Brooklyn Nets",74,240.7,40.7,89.9,0.453,12.4,36.1,0.344,28.4,53.9,0.526,17.9,22.5,0.797,11.1,33,44.1,24,7.8,5,13.4,19.7,111.8
