"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%"
"2","1","Atlanta Hawks","56","13440",".466","14.7",NA,".593",".257",".157",".097",".082",".407",NA,".537",".684",".418",".465",".394",".362",NA,".517",".843",NA,".060","262",NA,".252","709",NA,".240",".378"
"3","2","Boston Celtics","58","14120",".430","15.4",NA,".601",".189",".216",".100",".096",".399",NA,".492",".706",".397",".398",".384",".337",NA,".463",".797",NA,".046","219",NA,".259","682",NA,".213",".356"
"4","3","Brooklyn Nets","57","13730",".448","14.2",NA,".601",".264",".165",".094",".078",".399",NA,".526",".669",".403",".434",".411",".330",NA,".496",".785",NA,".052","233",NA,".274","788",NA,".244",".343"
"5","4","Chicago Bulls","58","13945",".466","13.4",NA,".634",".293",".172",".092",".077",".366",NA,".525",".668",".407",".403",".393",".363",NA,".521",".835",NA,".056","258",NA,".292","826",NA,".225",".416"
"6","5","Charlotte Hornets","58","14020",".465","14.6",NA,".568",".255",".173",".081",".059",".432",NA,".545",".685",".436",".407",".445",".361",NA,".520",".829",NA,".069","309",NA,".260","751",NA,".265",".381"
"7","6","Cleveland Cavaliers","57","13680",".440","13.8",NA,".618",".295",".159",".090",".074",".382",NA,".503",".602",".418",".411",".409",".338",NA,".510",".813",NA,".057","248",NA,".276","714",NA,".256",".354"
"8","7","Dallas Mavericks","57","13755",".454","13.9",NA,".627",".236",".204",".113",".075",".373",NA,".526",".694",".441",".436",".361",".335",NA,".518",".830",NA,".055","228",NA,".251","704",NA,".254",".376"
"9","8","Denver Nuggets","57","13730",".465","14.3",NA,".602",".226",".211",".097",".068",".398",NA,".548",".726",".466",".439",".362",".339",NA,".520",".823",NA,".059","262",NA,".262","761",NA,".241",".370"
"10","9","Detroit Pistons","57","13730",".475","13.8",NA,".616",".249",".214",".085",".068",".384",NA,".537",".668",".471",".413",".416",".374",NA,".538",".821",NA,".063","276",NA,".280","770",NA,".258",".418"
"11","10","Golden State Warriors","58","13970",".432","14.8",NA,".582",".176",".258",".085",".064",".418",NA,".503",".685",".446",".417",".345",".333",NA,".487",".833",NA,".047","217",NA,".274","738",NA,".242",".396"
