"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Boston Celtics*","26.1","51","31","59","23","7.28","-0.26","7.02","114.4","106.9","+7.5","96.6",".239",".425",".578",NA,".542","12.4","24.0",".195",NA,".502","12.5","77.3",".183",NA,"TD Garden","727,928","17,754"
"3","2","Phoenix Suns*","27.5","64","18","59","23","7.50","-0.56","6.94","114.8","107.3","+7.5","99.8",".221",".354",".581",NA,".549","11.6","22.3",".176",NA,".510","13.0","77.1",".195",NA,"Phoenix Suns Arena","663,171","16,175"
"4","3","Utah Jazz*","29.3","49","33","56","26","6.04","-0.37","5.67","116.7","110.5","+6.2","97.1",".271",".468",".589",NA,".555","12.7","25.4",".208",NA,".521","10.9","78.3",".164",NA,"Vivint Smart Home Arena","750,546","18,306"
"5","4","Memphis Grizzlies*","24.0","56","26","55","27","5.68","-0.32","5.37","114.6","109.0","+5.6","100.3",".245",".346",".553",NA,".522","11.2","30.0",".180",NA,".523","13.3","77.8",".195",NA,"FedEx Forum","646,785","15,775"
"6","5","Golden State Warriors*","27.6","53","29","55","27","5.54","-0.02","5.52","112.5","106.9","+5.6","98.4",".235",".456",".582",NA,".552","13.5","22.8",".181",NA,".509","13.0","78.7",".201",NA,"Chase Center","740,624","18,064"
"7","6","Miami Heat*","28.2","53","29","53","29","4.45","-0.22","4.23","113.7","109.1","+4.6","95.9",".252",".422",".584",NA,".547","13.4","23.5",".204",NA,".524","13.8","78.0",".209",NA,"FTX Arena","804,761","19,628"
"8","7","Dallas Mavericks*","26.7","52","30","50","32","3.30","-0.18","3.12","112.8","109.4","+3.4","95.4",".249",".439",".572",NA,".538","11.7","21.3",".192",NA,".521","12.2","78.0",".185",NA,"American Airlines Center","808,037","19,708"
"9","8","Milwaukee Bucks*","28.5","51","31","49","33","3.35","-0.14","3.22","115.1","111.8","+3.3","99.9",".257",".430",".580",NA,".546","11.9","23.0",".199",NA,".536","11.6","78.6",".165",NA,"Fiserv Forum","715,581","17,453"
"10","9","Philadelphia 76ers*","26.8","51","31","48","34","2.61","-0.04","2.57","113.5","110.8","+2.7","96.2",".282",".376",".578",NA,".534","11.6","20.1",".232",NA,".524","12.1","76.8",".192",NA,"Wells Fargo Center","846,867","20,655"
"11","10","Minnesota Timberwolves","24.2","46","36","48","34","2.63","-0.10","2.53","114.3","111.7","+2.6","100.9",".254",".454",".573",NA,".539","12.4","24.4",".198",NA,".535","14.2","74.9",".227",NA,"Target Center","657,148","16,028"
"12","11","Denver Nuggets*","27.7","48","34","47","35","2.30","-0.15","2.16","114.5","112.1","+2.4","97.8",".244",".416",".590",NA,".556","13.2","21.9",".194",NA,".537","11.7","78.3",".188",NA,"Ball Arena","695,262","16,958"
"13","12","Toronto Raptors*","24.8","48","34","47","35","2.29","0.08","2.38","112.9","110.5","+2.4","96.0",".234",".375",".543",NA,".510","11.0","28.4",".177",NA,".535","14.4","75.6",".199",NA,"Scotiabank Arena","547,343","13,350"
"14","13","Cleveland Cavaliers","24.7","44","38","47","35","2.12","-0.08","2.04","111.9","109.7","+2.2","96.1",".261",".387",".571",NA,".538","13.2","24.0",".198",NA,".520","12.3","76.5",".172",NA,"Rocket Mortgage Fieldhouse","758,228","18,493"
"15","14","Atlanta Hawks","26.1","43","39","45","37","1.56","-0.01","1.55","116.5","114.9","+1.6","97.7",".253",".390",".581",NA,".543","10.8","23.0",".205",NA,".543","11.5","76.9",".177",NA,"State Farm Arena","672,742","16,408"
"16","15","Brooklyn Nets","29.1","44","38","43","39","0.78","0.04","0.82","113.6","112.8","+0.8","99.0",".246",".359",".576",NA,".540","12.5","23.9",".198",NA,".521","11.7","75.1",".201",NA,"Barclays Center","711,539","17,355"
"17","16","Charlotte Hornets","25.5","43","39","42","40","0.44","0.09","0.53","114.1","113.7","+0.4","100.0",".234",".418",".572",NA,".544","11.6","23.3",".173",NA,".544","13.1","74.8",".187",NA,"Spectrum Center","700,755","17,092"
"18","17","San Antonio Spurs","24.5","34","48","41","41","0.12","-0.10","0.02","112.4","112.3","+0.1","100.0",".220",".345",".556",NA,".527","11.1","23.7",".166",NA,".532","12.1","75.1",".176",NA,"AT&T Center","615,588","15,014"
"19","18","Los Angeles Clippers","27.5","42","40","41","41","0.02","0.06","0.09","110.1","110.1","0.0","98.0",".224",".391",".564",NA,".531","12.5","20.6",".178",NA,".514","12.0","74.4",".167",NA,"Crypto.com Arena","694,005","16,927"
"20","19","New York Knicks","26.0","37","45","41","41","-0.12","0.11","-0.01","110.4","110.5","-0.1","95.9",".280",".428",".550",NA,".513","12.0","25.1",".208",NA,".521","11.7","78.8",".198",NA,"Madison Square Garden (IV)","763,484","18,622"
"21","20","Chicago Bulls*","26.3","46","36","40","42","-0.39","0.02","-0.38","113.2","113.6","-0.4","98.3",".248",".332",".579",NA,".541","11.8","20.4",".201",NA,".541","11.9","78.3",".199",NA,"United Center","856,148","20,882"
"22","21","New Orleans Pelicans","25.6","36","46","38","44","-0.99","0.15","-0.84","112.0","113.0","-1.0","97.2",".264",".365",".557",NA,".517","12.5","26.9",".208",NA,".547","13.0","78.2",".196",NA,"Smoothie King Center","635,941","15,511"
"23","22","Los Angeles Lakers","30.2","33","49","33","49","-3.05","-0.03","-3.08","110.3","113.3","-3.0","100.1",".259",".388",".567",NA,".537","12.8","21.1",".190",NA,".540","12.2","75.8",".192",NA,"Crypto.com Arena","764,631","18,650"
"24","23","Washington Wizards","25.9","35","47","32","50","-3.38","0.15","-3.23","111.1","114.5","-3.4","97.0",".252",".356",".568",NA,".532","12.1","20.9",".197",NA,".529","10.7","76.9",".202",NA,"Capital One Arena","641,499","15,646"
"25","24","Indiana Pacers","26.0","25","57","32","50","-3.48","0.22","-3.26","112.6","116.1","-3.5","98.0",".239",".395",".564",NA,".531","12.7","25.5",".184",NA,".552","11.9","76.2",".204",NA,"Gainbridge Fieldhouse","588,743","14,360"
"26","25","Sacramento Kings","25.8","30","52","28","54","-5.46","0.20","-5.26","109.9","115.3","-5.4","99.8",".264",".377",".561",NA,".525","12.5","21.3",".203",NA,".551","11.9","76.0",".176",NA,"Golden 1 Center","577,583","14,087"
"27","26","Detroit Pistons","23.6","23","59","22","60","-7.72","0.37","-7.36","106.0","113.8","-7.8","98.4",".249",".391",".533",NA,".494","12.6","23.4",".194",NA,".541","13.1","75.6",".226",NA,"Little Caesars Arena","663,556","16,184"
