"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%",NA,"Att.","Md."
"2","1","Atlanta Hawks","59","14160",".467","14.8",NA,".620",".250",".164",".114",".092",".380",NA,".522",".666",".424",".438",".411",".376",NA,".529",".735",NA,".060","289",NA,".240","678",NA,".217",".393",NA,"13","1"
"3","2","Boston Celtics","61","14840",".455","15.4",NA,".580",".210",".197",".089",".085",".420",NA,".534",".723",".449",".396",".410",".345",NA,".493",".816",NA,".053","256",NA,".273","828",NA,".228",".378",NA,"9","0"
"4","3","Brooklyn Nets","60","14450",".466","13.9",NA,".641",".253",".166",".127",".095",".359",NA,".531",".640",".427",".493",".476",".349",NA,".544",".753",NA,".048","222",NA,".262","739",NA,".231",".363",NA,"6","0"
"5","4","Chicago Bulls","60","14425",".483","14.0",NA,".658",".257",".144",".130",".126",".342",NA,".539",".676",".444",".469",".441",".375",NA,".481",".849",NA,".050","236",NA,".247","742",NA,".275",".440",NA,"11","1"
"6","5","Charlotte Hornets","61","14815",".458","14.0",NA,".584",".280",".180",".075",".049",".416",NA,".531",".680",".384",".388",".432",".356",NA,".541",".862",NA,".075","374",NA,".285","844",NA,".279",".361",NA,"14","0"
"7","6","Cleveland Cavaliers","59","14160",".466","13.9",NA,".608",".277",".179",".097",".055",".392",NA,".539",".692",".406",".427",".400",".353",NA,".558",".825",NA,".078","346",NA,".240","666",NA,".233",".345",NA,"8","1"
"8","7","Dallas Mavericks","60","14475",".455","15.4",NA,".569",".199",".173",".120",".078",".431",NA,".539",".721",".453",".450",".400",".345",NA,".511",".799",NA,".061","271",NA,".197","593",NA,".249",".395",NA,"11","0"
"9","8","Denver Nuggets","59","14210",".474","14.6",NA,".579",".228",".199",".079",".073",".421",NA,".560",".741",".457",".431",".418",".356",NA,".575",".849",NA,".054","245",NA,".266","806",NA,".257",".384",NA,"17","0"
"10","9","Detroit Pistons","59","14210",".421","14.1",NA,".609",".245",".207",".083",".075",".391",NA,".485",".633",".414",".331",".372",".320",NA,".492",".884",NA,".036","169",NA,".308","851",NA,".252",".351",NA,"16","0"
"11","10","Golden State Warriors","60","14450",".467","15.6",NA,".536",".208",".198",".067",".063",".464",NA,".559",".702",".517",".397",".388",".362",NA,".608",".801",NA,".062","294",NA,".280","856",NA,".218",".352",NA,"18","1"
"12","11","Houston Rockets","59","14185",".451","14.2",NA,".549",".306",".179",".034",".031",".451",NA,".540",".685",".382",".288",".290",".343",NA,".491",".791",NA,".085","377",NA,".306","840",NA,".180",".341",NA,"15","0"
"13","12","Indiana Pacers","61","14815",".458","14.0",NA,".606",".263",".179",".095",".069",".394",NA,".538",".684",".436",".419",".405",".335",NA,".499",".860",NA,".040","198",NA,".303","975",NA,".255",".371",NA,"18","0"
"14","13","Los Angeles Clippers","62","14930",".455","14.9",NA,".610",".208",".182",".118",".102",".390",NA,".514",".684",".458",".443",".352",".363",NA,".493",".819",NA,".052","242",NA,".213","626",NA,".214",".403",NA,"14","0"
"15","14","Los Angeles Lakers","59","14385",".465","14.0",NA,".614",".285",".151",".085",".093",".386",NA,".539",".695",".408",".390",".412",".347",NA,".478",".841",NA,".064","295",NA,".306","924",NA,".218",".379",NA,"5","0"
"16","15","Memphis Grizzlies","61","14715",".458","12.9",NA,".652",".272",".230",".106",".043",".348",NA,".521",".666",".413",".441",".378",".340",NA,".501",".852",NA,".054","275",NA,".279","877",NA,".235",".368",NA,"8","0"
"17","16","Miami Heat","60","14575",".460","14.7",NA,".582",".230",".181",".108",".063",".418",NA,".523",".690",".412",".429",".396",".373",NA,".545",".863",NA,".049","222",NA,".243","712",NA,".305",".414",NA,"17","0"
"18","17","Milwaukee Bucks","60","14450",".460","15.3",NA,".560",".228",".162",".105",".065",".440",NA,".539",".708",".422",".442",".393",".361",NA,".449",".800",NA,".045","212",NA,".246","769",NA,".240",".386",NA,"7","0"
"19","18","Minnesota Timberwolves","61","14740",".447","14.5",NA,".547",".264",".175",".060",".048",".453",NA,".530",".667",".409",".404",".376",".346",NA,".514",".797",NA,".064","307",NA,".276","833",NA,".218",".367",NA,"14","0"
"20","19","New Orleans Pelicans","60","14450",".447","13.8",NA,".625",".267",".181",".092",".085",".375",NA,".519",".665",".420",".429",".366",".327",NA,".538",".880",NA,".055","261",NA,".294","819",NA,".240",".379",NA,"13","1"
"21","20","New York Knicks","60","14500",".434","14.8",NA,".570",".251",".153",".086",".081",".430",NA,".495",".645",".375",".391",".367",".352",NA,".455",".796",NA,".066","297",NA,".234","622",NA,".206",".380",NA,"6","0"
"22","21","Oklahoma City Thunder","60","14500",".420","14.3",NA,".584",".217",".246",".076",".046",".416",NA,".497",".623",".434",".415",".371",".312",NA,".456",".824",NA,".051","228",NA,".317","858",NA,".204",".357",NA,"5","0"
"23","22","Orlando Magic","61","14665",".434","14.4",NA,".587",".229",".223",".069",".066",".413",NA,".507",".657",".432",".436",".315",".330",NA,".494",".861",NA,".061","291",NA,".267","743",NA,".204",".377",NA,"9","0"
"24","23","Philadelphia 76ers","59","14260",".463","14.0",NA,".637",".233",".197",".127",".080",".363",NA,".523",".693",".417",".428",".442",".357",NA,".491",".836",NA,".046","210",NA,".248","702",NA,".236",".385",NA,"8","0"
"25","24","Phoenix Suns","60","14425",".482","14.2",NA,".648",".182",".229",".145",".092",".352",NA,".548",".700",".517",".481",".431",".359",NA,".551",".841",NA,".053","267",NA,".220","687",NA,".262",".395",NA,"9","0"
"26","25","Portland Trail Blazers","60","14425",".448","14.9",NA,".564",".255",".163",".070",".076",".436",NA,".520",".623",".437",".445",".424",".354",NA,".484",".778",NA,".043","194",NA,".268","751",NA,".207",".386",NA,"5","0"
"27","26","Sacramento Kings","61","14715",".457","13.9",NA,".621",".230",".218",".106",".067",".379",NA,".526",".701",".420",".424",".433",".344",NA,".490",".788",NA,".062","283",NA,".256","764",NA,".220",".383",NA,"12","1"
"28","27","San Antonio Spurs","60","14525",".467","13.2",NA,".664",".232",".235",".128",".069",".336",NA,".525",".666",".459",".456",".403",".354",NA,".551",".917",NA,".036","181",NA,".293","915",NA,".231",".377",NA,"6","1"
"29","28","Toronto Raptors","58","14045",".443","14.5",NA,".619",".218",".200",".103",".097",".381",NA,".498",".651",".433",".401",".391",".353",NA,".439",".786",NA,".057","252",NA,".244","679",NA,".224",".405",NA,"12","2"
"30","29","Utah Jazz","59","14160",".474","15.1",NA,".531",".203",".236",".066",".026",".469",NA,".573",".738",".488",".437",".397",".362",NA,".454",".719",NA,".070","317",NA,".251","734",NA,".236",".383",NA,"10","1"
"31","30","Washington Wizards","59","14310",".466","13.7",NA,".640",".229",".240",".101",".071",".360",NA,".542",".728",".452",".431",".408",".330",NA,".521",".836",NA,".063","287",NA,".293","859",NA,".248",".389",NA,"6","0"
"32","","League Average","60","14463",".457","14.4",NA,".600",".240",".192",".095",".072",".400",NA,".528",".680",".435",".429",".401",".349",NA,".508",".820",NA,".056","263",NA,".265","776",NA,".233",".380",NA,"10.7","0.3"
