"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"20","19","New Orleans Pelicans","76","18315",".467","14.8",NA,".584",".231",".174",".100",".079",".416",NA,".544",".703",".455",".447",".395",".359",NA,".513",".814",NA,".047","280",NA,".252","956",NA,".227",".402"
"21","20","New York Knicks","77","18580",".448","14.7",NA,".571",".261",".148",".088",".073",".429",NA,".526",".664",".423",".442",".346",".343",NA,".525",".837",NA,".054","328",NA,".262","960",NA,".235",".351"
"22","21","Oklahoma City Thunder","76","18365",".456","14.9",NA,".572",".197",".228",".080",".067",".428",NA,".533",".677",".482",".462",".366",".353",NA,".520",".852",NA,".056","322",NA,".273","1034",NA,".262",".405"
"23","22","Orlando Magic","77","18580",".458","14.7",NA,".595",".211",".201",".100",".082",".405",NA,".522",".654",".463",".442",".425",".363",NA,".509",".820",NA,".054","344",NA,".253","924",NA,".221",".396"
"24","23","Philadelphia 76ers","76","18365",".457","14.0",NA,".621",".252",".185",".110",".073",".379",NA,".526",".698",".396",".410",".438",".343",NA,".508",".789",NA,".062","366",NA,".258","945",NA,".210",".379"
"25","24","Phoenix Suns","76","18290",".443","14.6",NA,".612",".198",".230",".098",".087",".388",NA,".509",".672",".454",".435",".370",".338",NA,".491",".787",NA,".043","261",NA,".264","977",NA,".196",".359"
"26","25","Portland Trail Blazers","76","18290",".478","14.4",NA,".569",".272",".162",".077",".057",".431",NA,".558",".689",".456",".409",".428",".372",NA,".552",".844",NA,".062","362",NA,".260","998",NA,".284",".404"
"27","26","Sacramento Kings","77","18605",".480","13.9",NA,".617",".248",".207",".091",".071",".383",NA,".549",".712",".442",".431",".443",".369",NA,".484",".807",NA,".059","369",NA,".282","1128",NA,".225",".399"
"28","27","San Antonio Spurs","76","18365",".468","13.5",NA,".637",".265",".208",".094",".069",".363",NA,".530",".654",".435",".447",".454",".359",NA,".465",".804",NA,".057","341",NA,".307","1126",NA,".197",".403"
"29","28","Toronto Raptors","76","18415",".461","14.3",NA,".589",".243",".196",".088",".061",".411",NA,".537",".697",".417",".440",".429",".351",NA,".541",".874",NA,".061","346",NA,".267","951",NA,".308",".374"
"30","29","Utah Jazz","77","18505",".454","14.6",NA,".612",".196",".219",".116",".081",".388",NA,".522",".705",".437",".443",".420",".349",NA,".487",".774",NA,".048","293",NA,".245","950",NA,".210",".370"
"31","30","Washington Wizards","76","18390",".462","14.1",NA,".649",".199",".249",".112",".088",".351",NA,".519",".696",".457",".437",".401",".355",NA,".482",".802",NA,".057","324",NA,".270","1000",NA,".204",".375"
"32","","League Average","77","18508",".460","14.3",NA,".601",".241",".194",".094",".071",".399",NA,".531",".684",".438",".432",".400",".352",NA,".510",".820",NA,".057","343",NA,".266","999",NA,".236",".381"
