"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Phoenix Suns","27.6","49","12","44","17","7.75","-0.37","7.38","114.1","106.3","+7.8","99.4",".226",".352",".578",NA,".546","11.6","22.7",".179",NA,".505","12.9","77.2",".180",NA,"Phoenix Suns Arena","526,603","15,958"
"3","2","Golden State Warriors","27.9","43","18","44","17","7.20","-0.26","6.93","112.0","104.8","+7.2","98.6",".237",".464",".580",NA,".550","13.6","22.8",".181",NA,".503","13.6","78.7",".193",NA,"Chase Center","596,112","18,064"
"4","3","Utah Jazz","29.5","38","22","42","18","6.78","-0.19","6.60","116.6","109.7","+6.9","97.6",".264",".468",".593",NA,".559","12.9","24.5",".206",NA,".518","11.0","77.9",".155",NA,"Vivint Smart Home Arena","585,792","18,306"
"5","4","Boston Celtics","26.0","36","27","42","21","5.32","-0.68","4.64","111.4","106.0","+5.4","96.7",".240",".418",".565",NA,".527","12.6","23.8",".195",NA,".497","12.6","77.3",".182",NA,"TD Garden","574,680","18,538"
"6","5","Miami Heat","28.2","41","21","40","22","4.77","-0.36","4.41","113.0","108.1","+4.9","95.7",".249",".416",".577",NA,".540","13.5","24.8",".201",NA,".523","14.2","78.0",".204",NA,"FTX Arena","549,464","19,624"
"7","6","Memphis Grizzlies","23.9","43","20","41","22","4.84","-0.12","4.72","113.6","108.8","+4.8","99.8",".248",".345",".549",NA,".518","11.5","30.2",".182",NA,".521","13.3","77.7",".190",NA,"FedEx Forum","474,124","15,294"
"8","7","Cleveland Cavaliers","24.8","36","25","38","23","3.90","-0.24","3.66","110.8","106.8","+4.0","96.2",".252",".393",".567",NA,".535","13.7","24.2",".191",NA,".509","12.7","76.1",".159",NA,"Rocket Mortgage Fieldhouse","526,147","18,143"
"9","8","Milwaukee Bucks","28.4","37","25","38","24","3.58","-0.75","2.83","113.8","110.2","+3.6","99.5",".253",".442",".575",NA,".541","12.1","22.9",".196",NA,".526","11.8","77.7",".168",NA,"Fiserv Forum","573,432","17,377"
"10","9","Dallas Mavericks","26.7","36","25","37","24","3.26","0.03","3.29","111.1","107.7","+3.4","95.5",".238",".431",".563",NA,".530","11.8","21.3",".183",NA,".518","12.6","78.3",".179",NA,"American Airlines Center","606,383","19,561"
