"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"13","12","Indiana Pacers","82","19880",".463","14.1",NA,".605",".265",".177",".093",".069",".395",NA,".541",".675",".458",".419",".403",".344",NA,".510",".860",NA,".045","294",NA,".303","1307",NA,".253",".377",NA,"25","0"
"14","13","Los Angeles Clippers","82","19780",".458","14.9",NA,".609",".208",".183",".118",".100",".391",NA,".512",".691",".449",".436",".349",".374",NA,".503",".805",NA,".053","324",NA,".211","833",NA,".214",".410",NA,"17","0"
"15","14","Los Angeles Lakers","82","19980",".469","14.0",NA,".612",".277",".162",".087",".085",".388",NA,".546",".710",".420",".409",".395",".347",NA,".476",".825",NA,".062","403",NA,".310","1326",NA,".229",".372",NA,"5","0"
"16","15","Memphis Grizzlies","82","19780",".461","12.9",NA,".654",".263",".235",".111",".045",".346",NA,".519",".674",".423",".410",".382",".353",NA,".504",".854",NA,".056","384",NA,".272","1165",NA,".231",".368",NA,"14","0"
"17","16","Miami Heat","82","19855",".467","14.9",NA,".578",".224",".182",".107",".065",".422",NA,".531",".695",".434",".438",".386",".379",NA,".537",".849",NA,".049","304",NA,".236","941",NA,".296",".418",NA,"23","0"
"18","17","Milwaukee Bucks","82","19755",".468","15.1",NA,".570",".236",".161",".103",".070",".430",NA,".544",".717",".420",".446",".395",".366",NA,".461",".789",NA,".049","317",NA,".251","1080",NA,".241",".393",NA,"11","0"
"19","18","Minnesota Timberwolves","82","19780",".457","14.5",NA,".546",".267",".173",".059",".047",".454",NA,".540",".677",".413",".432",".366",".358",NA,".519",".797",NA,".066","429",NA,".278","1136",NA,".222",".394",NA,"19","0"
"20","19","New Orleans Pelicans","82","19755",".457","13.6",NA,".635",".266",".189",".100",".081",".365",NA,".528",".668",".427",".458",".394",".332",NA,".531",".873",NA,".055","354",NA,".290","1118",NA,".240",".369",NA,"18","2"
"21","20","New York Knicks","82","19780",".437","14.7",NA,".572",".253",".158",".086",".074",".428",NA,".497",".654",".374",".376",".361",".357",NA,".465",".795",NA,".069","431",NA,".238","858",NA,".219",".392",NA,"7","0"
"22","21","Oklahoma City Thunder","82","19805",".430","14.3",NA,".581",".205",".261",".073",".041",".419",NA,".507",".643",".444",".427",".366",".323",NA,".466",".828",NA,".052","325",NA,".320","1199",NA,".207",".349",NA,"9","0"
"23","22","Orlando Magic","82","19780",".434","14.4",NA,".583",".223",".227",".069",".064",".417",NA,".507",".670",".425",".420",".328",".331",NA,".499",".880",NA,".061","384",NA,".268","1028",NA,".212",".385",NA,"16","0"
"24","23","Philadelphia 76ers","82","19805",".466","14.0",NA,".624",".240",".194",".119",".071",".376",NA,".527",".702",".414",".417",".431",".364",NA,".505",".835",NA,".050","315",NA,".249","982",NA,".244",".394",NA,"12","0"
"25","24","Phoenix Suns","82","19730",".485","14.2",NA,".646",".188",".222",".149",".088",".354",NA,".551",".709",".503",".497",".427",".364",NA,".552",".832",NA,".053","370",NA,".220","951",NA,".260",".390",NA,"13","0"
"26","25","Portland Trail Blazers","82","19730",".442","14.6",NA,".578",".260",".173",".074",".071",".422",NA,".513",".630",".423",".421",".402",".346",NA,".500",".787",NA,".047","293",NA,".274","1031",NA,".210",".368",NA,"11","0"
"27","26","Sacramento Kings","82","19805",".460","13.9",NA,".623",".233",".219",".099",".072",".377",NA,".530",".698",".433",".423",".425",".344",NA,".498",".807",NA,".059","362",NA,".264","1079",NA,".219",".385",NA,"13","1"
"28","27","San Antonio Spurs","82","19805",".467","13.4",NA,".655",".236",".226",".124",".069",".345",NA,".527",".674",".455",".441",".413",".352",NA,".551",".912",NA,".036","251",NA,".291","1254",NA,".230",".368",NA,"14","1"
"29","28","Toronto Raptors","82","19855",".445","14.3",NA,".625",".225",".209",".097",".095",".375",NA,".503",".653",".439",".426",".365",".349",NA,".434",".804",NA,".055","354",NA,".245","975",NA,".240",".400",NA,"17","2"
"30","29","Utah Jazz","82","19730",".471","15.1",NA,".532",".203",".235",".066",".029",".468",NA,".568",".729",".481",".458",".396",".360",NA,".454",".727",NA,".070","442",NA,".246","989",NA,".242",".383",NA,"14","1"
"31","30","Washington Wizards","82","19830",".472","13.9",NA,".644",".226",".225",".107",".086",".356",NA,".543",".727",".456",".430",".426",".342",NA,".532",".860",NA,".065","408",NA,".280","1135",NA,".246",".397",NA,"11","0"
"32","","League Average","82","19793",".461","14.3",NA,".601",".241",".194",".094",".071",".399",NA,".533",".687",".439",".431",".400",".354",NA,".512",".821",NA,".058","370",NA,".265","1069",NA,".237",".383",NA,"14.9","0.4"
