"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%",NA,"Att.","Md."
"2","1","Atlanta Hawks","82","19705",".470","14.9",NA,".610",".244",".164",".110",".093",".390",NA,".531",".670",".436",".445",".432",".374",NA,".529",".735",NA,".060","401",NA,".233","916",NA,".221",".426",NA,"14","1"
"3","2","Boston Celtics","82","19905",".466","15.1",NA,".575",".216",".202",".081",".075",".425",NA,".547",".740",".451",".408",".402",".356",NA,".512",".813",NA,".058","370",NA,".276","1147",NA,".231",".389",NA,"10","0"
"4","3","Brooklyn Nets","82","19755",".475","13.9",NA,".641",".245",".166",".136",".094",".359",NA,".538",".659",".447",".475",".478",".361",NA,".541",".764",NA,".053","338",NA,".251","982",NA,".235",".393",NA,"7","0"
"5","4","Chicago Bulls","82","19730",".480","13.8",NA,".668",".259",".151",".127",".131",".332",NA,".535",".677",".452",".450",".435",".369",NA,".476",".852",NA,".050","321",NA,".247","1019",NA,".273",".418",NA,"18","1"
"6","5","Charlotte Hornets","82","19880",".468","13.9",NA,".582",".290",".177",".069",".047",".418",NA,".542",".690",".385",".402",".419",".365",NA,".559",".857",NA,".079","531",NA,".285","1141",NA,".287",".372",NA,"20","0"
"7","6","Cleveland Cavaliers","82","19730",".469","13.7",NA,".613",".284",".182",".091",".056",".387",NA,".541",".697",".402",".426",".391",".355",NA,".556",".822",NA,".080","501",NA,".243","944",NA,".235",".332",NA,"9","1"
"8","7","Dallas Mavericks","82","19755",".461","15.3",NA,".561",".206",".176",".108",".071",".439",NA,".548",".736",".450",".452",".395",".350",NA,".502",".783",NA,".059","357",NA,".208","874",NA,".262",".398",NA,"15","0"
"9","8","Denver Nuggets","82","19805",".483","14.4",NA,".584",".236",".204",".073",".071",".416",NA,".575",".744",".480",".439",".427",".353",NA,".584",".857",NA,".059","373",NA,".266","1128",NA,".265",".384",NA,"24","0"
"10","9","Detroit Pistons","82","19780",".431","14.0",NA,".609",".247",".209",".081",".073",".391",NA,".498",".645",".422",".354",".376",".326",NA,".498",".893",NA,".039","257",NA,".304","1187",NA,".267",".361",NA,"20","0"
"11","10","Golden State Warriors","82","19730",".469","15.5",NA,".544",".205",".201",".070",".068",".456",NA,".557",".711",".510",".408",".382",".364",NA,".595",".804",NA,".057","371",NA,".282","1193",NA,".215",".339",NA,"24","1"
"12","11","Houston Rockets","82","19755",".456","14.2",NA,".552",".299",".181",".038",".034",".448",NA,".543",".689",".384",".322",".347",".349",NA,".502",".784",NA,".089","547",NA,".299","1142",NA,".173",".350",NA,"18","0"
