"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%",NA,"Att.","Md."
"2","1","Atlanta Hawks","56","13440",".466","14.9",NA,".618",".248",".164",".113",".093",".382",NA,".523",".666",".424",".439",".420",".373",NA,".532",".741",NA,".059","269",NA,".241","645",NA,".220",".387",NA,"13","1"
"3","2","Boston Celtics","58","14120",".450","15.3",NA,".584",".209",".200",".089",".086",".416",NA,".530",".720",".444",".395",".410",".338",NA,".489",".823",NA,".052","242",NA,".273","787",NA,".233",".375",NA,"9","0"
"4","3","Brooklyn Nets","56","13490",".468","13.8",NA,".640",".254",".167",".127",".092",".360",NA,".534",".643",".428",".493",".478",".351",NA,".548",".751",NA,".047","204",NA,".265","698",NA,".235",".355",NA,"2","0"
"5","4","Chicago Bulls","57","13705",".482","14.1",NA,".656",".255",".147",".129",".125",".344",NA,".538",".677",".440",".465",".445",".375",NA,".487",".848",NA,".050","223",NA,".247","702",NA,".275",".439",NA,"11","1"
"6","5","Charlotte Hornets","58","14020",".458","14.1",NA,".582",".276",".182",".074",".051",".418",NA,".529",".680",".384",".389",".428",".360",NA,".536",".859",NA,".072","343",NA,".284","799",NA,".274",".363",NA,"13","0"
"7","6","Cleveland Cavaliers","57","13680",".466","13.9",NA,".610",".278",".179",".097",".055",".390",NA,".538",".691",".404",".424",".407",".352",NA,".559",".824",NA,".079","339",NA,".240","642",NA,".234",".342",NA,"8","1"
"8","7","Dallas Mavericks","57","13755",".454","15.3",NA,".572",".202",".171",".119",".080",".428",NA,".540",".715",".460",".453",".397",".339",NA,".515",".806",NA,".061","261",NA,".197","562",NA,".248",".390",NA,"11","0"
"9","8","Denver Nuggets","56","13490",".473","14.6",NA,".578",".230",".196",".080",".073",".422",NA,".560",".746",".449",".427",".416",".353",NA,".579",".849",NA,".054","230",NA,".267","768",NA,".255",".388",NA,"16","0"
"10","9","Detroit Pistons","56","13490",".421","14.1",NA,".606",".246",".204",".081",".076",".394",NA,".489",".637",".416",".330",".376",".316",NA,".491",".882",NA,".036","162",NA,".308","816",NA,".255",".351",NA,"15","0"
"11","10","Golden State Warriors","57","13730",".466","15.6",NA,".535",".209",".198",".065",".062",".465",NA,".556",".697",".515",".388",".386",".362",NA,".610",".800",NA,".061","276",NA,".282","814",NA,".219",".355",NA,"18","1"
"12","11","Houston Rockets","55","13225",".451","14.1",NA,".549",".315",".170",".034",".030",".451",NA,".539",".682",".372",".302",".262",".345",NA,".489",".792",NA,".084","346",NA,".307","782",NA,".183",".348",NA,"15","0"
"13","12","Indiana Pacers","58","14070",".455","14.1",NA,".603",".261",".179",".095",".068",".397",NA,".535",".681",".436",".406",".413",".334",NA,".494",".857",NA,".039","184",NA,".302","920",NA,".251",".372",NA,"17","0"
"14","13","Los Angeles Clippers","58","13970",".452","14.9",NA,".608",".206",".181",".118",".103",".392",NA,".511",".679",".457",".438",".353",".360",NA,".493",".814",NA,".050","217",NA,".212","578",NA,".214",".392",NA,"12","0"
