"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Phoenix Suns","27.7","46","10","42","14","8.25","-0.20","8.05","114.2","105.9","+8.3","99.4",".224",".352",".576",NA,".544","11.6","23.0",".177",NA,".505","13.1","77.5",".179",NA,"Phoenix Suns Arena","458,319","15,804"
"3","2","Utah Jazz","29.5","36","21","40","17","7.07","-0.37","6.70","116.4","109.2","+7.2","97.9",".265",".469",".592",NA,".558","12.9","24.3",".207",NA,".515","11.0","78.0",".156",NA,"Vivint Smart Home Arena","567,486","18,306"
"4","3","Golden State Warriors","27.9","42","16","42","16","7.05","-0.23","6.83","111.8","104.7","+7.1","98.5",".235",".466",".580",NA,".550","13.8","22.8",".180",NA,".502","13.5","78.7",".192",NA,"Chase Center","559,984","18,064"
"5","4","Boston Celtics","26.1","33","25","38","20","4.78","-0.36","4.41","110.5","105.6","+4.9","96.7",".238",".416",".559",NA,".521","12.7","24.1",".194",NA,".498","12.7","77.6",".178",NA,"TD Garden","555,524","18,517"
"6","5","Miami Heat","28.2","37","20","37","20","4.70","-0.47","4.23","113.0","108.1","+4.9","95.7",".240",".419",".578",NA,".541","13.7","25.1",".196",NA,".522","14.1","78.1",".203",NA,"FTX Arena","490,504","19,620"
"7","6","Memphis Grizzlies","23.9","40","18","38","20","4.88","-0.05","4.83","113.3","108.4","+4.9","99.7",".241",".348",".549",NA,".518","11.5","29.6",".177",NA,".522","13.6","77.8",".189",NA,"FedEx Forum","440,478","15,189"
"8","7","Cleveland Cavaliers","24.8","35","22","37","20","4.35","-0.08","4.27","110.5","106.0","+4.5","96.3",".247",".390",".566",NA,".534","13.7","24.0",".186",NA,".505","12.7","76.0",".156",NA,"Rocket Mortgage Fieldhouse","488,294","18,085"
"9","8","Dallas Mavericks","26.7","33","24","35","22","3.21","-0.25","2.96","110.5","107.1","+3.4","95.7",".237",".428",".559",NA,".526","11.8","21.3",".182",NA,".517","12.6","78.9",".178",NA,"American Airlines Center","606,383","19,561"
"10","9","Milwaukee Bucks","28.4","35","23","35","23","3.36","-0.77","2.60","113.2","109.8","+3.4","99.3",".244",".442",".572",NA,".539","12.2","22.8",".189",NA,".524","12.0","77.6",".165",NA,"Fiserv Forum","504,068","17,382"
"11","10","Philadelphia 76ers","26.6","34","22","32","24","2.41","-0.46","1.96","111.4","108.9","+2.5","95.9",".254",".360",".568",NA,".529","11.7","19.7",".206",NA,".513","12.3","76.3",".184",NA,"Wells Fargo Center","570,350","20,370"
"12","11","Denver Nuggets","27.6","32","25","32","25","2.11","0.09","2.20","112.6","110.4","+2.2","97.1",".220",".422",".578",NA,".547","13.1","21.6",".174",NA,".532","12.0","78.2",".179",NA,"Ball Arena","421,218","16,201"
"13","12","Chicago Bulls","26.3","37","21","33","25","2.17","-0.71","1.46","113.9","111.7","+2.2","98.5",".243",".343",".584",NA,".547","11.9","20.7",".198",NA,".532","12.0","78.6",".188",NA,"United Center","622,452","20,748"
"14","13","Toronto Raptors","24.6","31","25","31","25","1.59","0.16","1.75","112.4","110.7","+1.7","95.9",".229",".384",".543",NA,".511","11.3","28.1",".173",NA,".535","14.7","74.9",".202",NA,"Scotiabank Arena","311,611","10,745"
"15","14","Minnesota Timberwolves","24.1","30","27","31","26","1.61","-0.01","1.61","112.5","110.9","+1.6","100.2",".235",".450",".561",NA,".528","12.5","25.4",".180",NA,".532","14.5","74.7",".224",NA,"Target Center","404,570","15,560"
"16","15","Brooklyn Nets","29.2","30","27","29","28","0.16","-0.21","-0.05","111.7","111.5","+0.2","98.9",".235",".359",".568",NA,".531","12.4","23.0",".191",NA,".514","11.6","75.6",".193",NA,"Barclays Center","462,029","17,112"
"17","16","Atlanta Hawks","26.1","26","30","28","28","-0.02","0.37","0.35","114.4","114.4","0.0","97.7",".244",".382",".574",NA,".537","11.3","22.7",".197",NA,".540","11.2","77.7",".176",NA,"State Farm Arena","465,164","16,040"
"18","17","San Antonio Spurs","24.8","22","36","29","29","0.00","0.19","0.19","111.4","111.4","0.0","99.8",".199",".337",".552",NA,".526","11.0","23.5",".148",NA,".529","12.3","75.1",".166",NA,"AT&T Center","423,439","14,601"
"19","18","Charlotte Hornets","25.7","29","29","28","30","-0.76","-0.02","-0.78","112.2","112.9","-0.7","100.8",".229",".418",".561",NA,".533","11.6","22.9",".169",NA,".543","13.4","75.4",".188",NA,"Spectrum Center","459,308","17,011"
"20","19","Los Angeles Clippers","27.6","29","30","27","32","-1.27","0.49","-0.79","107.8","109.1","-1.3","98.4",".220",".392",".557",NA,".524","12.9","19.8",".172",NA,".510","12.3","74.3",".167",NA,"Crypto.com Arena","495,824","16,527"
"21","20","Los Angeles Lakers","30.6","26","31","26","31","-1.58","-0.46","-2.04","109.0","110.5","-1.5","100.2",".251",".387",".562",NA,".534","13.0","21.0",".181",NA,".525","12.6","75.9",".191",NA,"Crypto.com Arena","560,244","18,675"
"22","21","New York Knicks","26.4","25","33","26","32","-1.45","-0.10","-1.55","108.9","110.4","-1.5","95.7",".261",".427",".544",NA,".509","12.4","25.0",".196",NA,".520","11.8","78.2",".188",NA,"Madison Square Garden (IV)","528,235","18,215"
"23","22","Indiana Pacers","26.8","19","39","24","34","-2.67","0.58","-2.10","110.8","113.5","-2.7","97.4",".236",".397",".555",NA,".521","12.8","25.2",".181",NA,".537","11.8","77.2",".207",NA,"Gainbridge Fieldhouse","420,524","14,017"
"24","23","New Orleans Pelicans","25.7","23","34","23","34","-2.98","0.27","-2.71","109.2","112.3","-3.1","96.8",".257",".378",".548",NA,".508","13.0","25.6",".204",NA,".539","12.4","78.5",".194",NA,"Smoothie King Center","432,910","15,461"
"25","24","Washington Wizards","26.0","26","30","23","33","-3.05","0.32","-2.73","109.5","112.7","-3.2","96.8",".256",".360",".558",NA,".521","12.1","21.1",".200",NA,".518","10.7","76.7",".200",NA,"Capital One Arena","454,055","15,135"
"26","25","Portland Trail Blazers","26.7","24","34","22","36","-4.00","0.53","-3.47","110.0","114.1","-4.1","98.0",".246",".437",".559",NA,".525","12.6","22.8",".188",NA,".552","12.5","78.8",".193",NA,"Moda Center","543,975","16,999"
"27","26","Sacramento Kings","25.6","22","37","21","38","-4.97","0.23","-4.74","109.6","114.5","-4.9","99.6",".251",".380",".555",NA,".521","12.6","22.6",".192",NA,".543","11.6","75.5",".174",NA,"Golden 1 Center","433,978","13,562"
"28","27","Oklahoma City Thunder","22.7","18","39","17","40","-6.61","0.27","-6.34","102.8","109.6","-6.8","97.8",".217",".422",".518",NA,".484","12.2","21.8",".165",NA,".519","12.0","76.1",".160",NA,"Paycom Center","378,731","14,027"
"29","28","Orlando Magic","23.5","13","46","15","44","-8.42","0.42","-8.01","104.0","112.5","-8.5","99.1",".226",".413",".537",NA,".501","13.3","19.9",".178",NA,".532","12.0","76.4",".194",NA,"Amway Center","376,936","15,077"
"30","29","Houston Rockets","24.7","15","41","13","43","-9.39","0.41","-8.98","107.2","116.5","-9.3","100.7",".293",".451",".561",NA,".529","15.0","22.1",".209",NA,".555","12.3","75.2",".201",NA,"Toyota Center","402,286","15,473"
"31","30","Detroit Pistons","23.6","12","45","12","45","-10.25","0.41","-9.84","103.2","113.5","-10.3","98.9",".248",".392",".522",NA,".482","12.9","22.7",".192",NA,".546","13.6","75.6",".215",NA,"Little Caesars Arena","429,376","15,335"
"32","","League Average","26.4","","","29","29","0.00","0.00","0.00","110.6","110.6","","98.1",".240",".400",".560",NA,".526","12.5","23.2",".186",NA,".526","12.5","76.8",".186",NA,"","475,609","16,591"
