"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"14","13","Chicago Bulls","26.3","39","25","35","29","1.66","-0.51","1.14","113.9","112.2","+1.7","98.6",".240",".338",".584",NA,".548","11.9","20.4",".195",NA,".533","11.9","78.2",".192",NA,"United Center","706,072","20,767"
"15","14","Toronto Raptors","24.6","34","30","34","30","0.98","-0.02","0.97","111.6","110.6","+1.0","96.2",".232",".376",".540",NA,".508","11.2","27.8",".174",NA,".535","14.6","75.0",".201",NA,"Scotiabank Arena","369,143","11,536"
"16","15","Atlanta Hawks","26.1","31","32","33","30","0.81","0.33","1.14","115.4","114.6","+0.8","97.5",".252",".382",".577",NA,".540","11.0","22.7",".203",NA,".542","11.3","77.6",".173",NA,"State Farm Arena","516,503","16,141"
"17","16","San Antonio Spurs","24.8","24","40","32","32","-0.22","0.09","-0.13","111.8","112.0","-0.2","100.0",".203",".337",".554",NA,".528","11.0","23.7",".151",NA,".532","12.1","75.2",".171",NA,"AT&T Center","436,488","14,550"
"18","17","Charlotte Hornets","25.6","32","33","32","33","-0.31","0.02","-0.29","112.2","112.5","-0.3","100.5",".237",".417",".561",NA,".533","11.6","23.2",".174",NA,".538","13.2","75.1",".189",NA,"Spectrum Center","528,203","17,039"
"19","18","Los Angeles Clippers","27.6","34","32","32","34","-0.55","0.02","-0.53","108.3","108.9","-0.6","98.4",".220",".388",".558",NA,".526","12.9","20.5",".172",NA,".510","12.3","74.6",".165",NA,"Crypto.com Arena","549,833","16,662"
"20","19","Brooklyn Nets","29.1","32","33","30","35","-1.06","0.11","-0.96","111.7","112.8","-1.1","98.9",".239",".358",".566",NA,".529","12.4","23.4",".192",NA,".522","11.6","75.6",".197",NA,"Barclays Center","532,336","17,172"
"21","20","New Orleans Pelicans","25.7","27","37","29","35","-1.41","0.45","-0.96","110.5","112.0","-1.5","97.0",".257",".372",".553",NA,".514","12.8","26.1",".202",NA,".536","12.5","78.0",".198",NA,"Smoothie King Center","496,385","15,512"
"22","21","New York Knicks","26.3","26","38","28","36","-1.77","0.20","-1.57","109.0","110.8","-1.8","96.1",".270",".424",".545",NA,".510","12.3","24.8",".200",NA,".521","11.6","78.7",".197",NA,"Madison Square Garden (IV)","586,775","18,337"
"23","22","Los Angeles Lakers","30.6","28","35","27","36","-2.13","-0.29","-2.41","108.9","111.0","-2.1","100.1",".250",".388",".562",NA,".533","13.1","21.0",".182",NA,".530","12.6","75.9",".188",NA,"Crypto.com Arena","651,418","18,612"
"24","23","Indiana Pacers","26.5","22","44","28","38","-2.50","0.11","-2.39","111.3","113.8","-2.5","97.7",".242",".395",".558",NA,".525","12.8","25.1",".184",NA,".538","11.7","77.0",".205",NA,"Gainbridge Fieldhouse","467,118","14,155"
"25","24","Washington Wizards","26.0","29","34","26","37","-2.57","0.12","-2.46","110.6","113.3","-2.7","96.8",".251",".360",".565",NA,".529","12.2","21.2",".196",NA,".519","10.7","76.2",".207",NA,"Capital One Arena","511,343","15,040"
"26","25","Sacramento Kings","25.7","24","42","23","43","-5.00","0.16","-4.84","109.7","114.7","-5.0","99.9",".255",".376",".557",NA,".522","12.6","22.4",".195",NA,".547","11.8","76.1",".176",NA,"Golden 1 Center","449,833","13,631"
"27","26","Portland Trail Blazers","26.4","25","38","21","42","-5.41","0.81","-4.60","109.5","115.0","-5.5","98.2",".253",".435",".557",NA,".523","12.7","22.6",".193",NA,".555","12.4","78.7",".203",NA,"Moda Center","581,844","17,113"
"28","27","Oklahoma City Thunder","22.6","20","44","18","46","-7.19","0.37","-6.82","103.2","110.4","-7.2","98.4",".217",".415",".520",NA,".487","12.2","21.7",".166",NA,".525","12.1","76.3",".163",NA,"Paycom Center","452,031","14,126"
"29","28","Orlando Magic","23.4","16","49","17","48","-8.06","0.34","-7.72","104.2","112.3","-8.1","99.3",".225",".411",".537",NA,".502","13.2","19.9",".178",NA,".533","12.0","76.7",".194",NA,"Amway Center","432,200","14,903"
"30","29","Houston Rockets","24.6","16","48","15","49","-9.23","0.48","-8.75","107.4","116.5","-9.1","100.8",".289",".452",".560",NA,".529","14.7","21.9",".205",NA,".555","12.4","75.0",".206",NA,"Toyota Center","461,197","15,373"
"31","30","Detroit Pistons","23.7","17","47","15","49","-9.13","0.45","-8.67","104.5","113.7","-9.2","98.5",".246",".387",".525",NA,".486","12.7","23.8",".191",NA,".545","13.4","75.4",".218",NA,"Little Caesars Arena","481,364","15,528"
"32","","League Average","26.4","","","32","32","0.00","0.00","0.00","111.0","111.0","","98.2",".244",".399",".562",NA,".528","12.4","23.2",".188",NA,".528","12.4","76.8",".188",NA,"","536,388","16,675"
