"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"11","10","Golden State Warriors","62","14930",".435","14.8",NA,".582",".178",".256",".086",".062",".418",NA,".507",".689",".447",".424",".346",".335",NA,".480",".835",NA,".046","226",NA,".274","796",NA,".243",".397"
"12","11","Houston Rockets","62","14930",".483","14.3",NA,".585",".273",".166",".082",".064",".415",NA,".573",".712",".462",".459",".419",".356",NA,".497",".803",NA,".073","359",NA,".261","850",NA,".239",".387"
"13","12","Indiana Pacers","64","15560",".472","13.6",NA,".640",".254",".207",".105",".075",".360",NA,".536",".676",".451",".435",".431",".359",NA,".486",".791",NA,".064","310",NA,".278","872",NA,".221",".377"
"14","13","Los Angeles Clippers","64","15410",".445","13.7",NA,".621",".254",".207",".101",".059",".379",NA,".510",".648",".423",".424",".372",".338",NA,".504",".802",NA,".055","282",NA,".275","843",NA,".220",".341"
"15","14","Los Angeles Lakers","61","14865",".458","14.1",NA,".598",".262",".188",".086",".061",".402",NA,".534",".706",".412",".391",".377",".345",NA,".529",".839",NA,".062","306",NA,".271","845",NA,".199",".361"
"16","15","Memphis Grizzlies","63","15195",".451","14.1",NA,".604",".274",".165",".098",".067",".396",NA,".516",".649",".390",".429",".412",".353",NA,".543",".820",NA,".062","301",NA,".268","795",NA,".175",".399"
"17","16","Miami Heat","63","15295",".444","15.4",NA,".542",".214",".173",".094",".060",".458",NA,".529",".697",".432",".421",".381",".344",NA,".506",".840",NA,".046","216",NA,".236","710",NA,".269",".374"
"18","17","Milwaukee Bucks","63","15170",".448","15.6",NA,".548",".219",".165",".096",".069",".452",NA,".531",".691",".431",".424",".413",".347",NA,".510",".831",NA,".045","228",NA,".244","783",NA,".210",".363"
"19","18","Minnesota Timberwolves","63","15220",".456","14.4",NA,".571",".257",".165",".085",".064",".429",NA,".537",".688",".414",".402",".428",".349",NA,".565",".843",NA,".069","342",NA,".265","786",NA,".290",".385"
"20","19","New Orleans Pelicans","62","14930",".463","14.8",NA,".587",".226",".177",".104",".080",".413",NA,".537",".694",".457",".448",".386",".358",NA,".496",".808",NA,".044","213",NA,".250","771",NA,".221",".414"
"21","20","New York Knicks","62","14980",".447","14.8",NA,".566",".265",".139",".088",".074",".434",NA,".523",".663",".402",".443",".342",".348",NA,".530",".842",NA,".055","269",NA,".263","771",NA,".236",".356"
"22","21","Oklahoma City Thunder","62","14980",".450","14.8",NA,".577",".204",".217",".085",".071",".423",NA,".531",".676",".476",".461",".363",".340",NA,".521",".849",NA,".055","251",NA,".273","845",NA,".253",".396"
"23","22","Orlando Magic","63","15170",".460","14.7",NA,".598",".215",".197",".101",".084",".402",NA,".525",".655",".467",".450",".423",".364",NA,".503",".823",NA,".053","274",NA,".255","770",NA,".227",".384"
"24","23","Philadelphia 76ers","61","14740",".450","14.0",NA,".618",".252",".188",".109",".069",".382",NA,".521",".687",".394",".401",".449",".337",NA,".506",".794",NA,".062","288",NA,".260","758",NA,".204",".365"
"25","24","Phoenix Suns","62","14905",".440","14.6",NA,".614",".189",".238",".100",".087",".386",NA,".508",".671",".462",".430",".370",".332",NA,".481",".782",NA,".043","210",NA,".262","794",NA,".190",".356"
"26","25","Portland Trail Blazers","62","14905",".474","14.5",NA,".572",".267",".162",".080",".063",".428",NA,".551",".683",".452",".400",".437",".371",NA,".540",".840",NA,".057","271",NA,".253","802",NA,".283",".402"
"27","26","Sacramento Kings","64","15435",".478","13.8",NA,".622",".246",".209",".092",".074",".378",NA,".548",".712",".442",".430",".449",".363",NA,".485",".815",NA,".059","314",NA,".280","922",NA,".219",".389"
"28","27","San Antonio Spurs","62","15005",".468","13.4",NA,".642",".263",".211",".096",".072",".358",NA,".530",".652",".447",".436",".456",".357",NA,".472",".800",NA,".060","288",NA,".306","923",NA,".193",".415"
"29","28","Toronto Raptors","61","14765",".463","14.4",NA,".587",".237",".197",".091",".061",".413",NA,".539",".711",".415",".443",".416",".356",NA,".536",".869",NA,".062","280",NA,".263","761",NA,".304",".388"
"30","29","Utah Jazz","61","14665",".453","14.6",NA,".614",".197",".218",".118",".082",".386",NA,".519",".701",".435",".439",".418",".347",NA,".484",".771",NA,".048","231",NA,".248","764",NA,".203",".371"
"31","30","Washington Wizards","61","14790",".458","14.0",NA,".655",".201",".249",".116",".089",".345",NA,".515",".698",".448",".425",".403",".350",NA,".487",".811",NA,".058","263",NA,".266","796",NA,".196",".376"
"32","","League Average","62","15047",".457","14.3",NA,".601",".241",".192",".095",".072",".399",NA,".529",".681",".435",".428",".401",".350",NA,".509",".820",NA,".057","275",NA,".265","809",NA,".234",".380"
