"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%"
"2","1","Atlanta Hawks","61","14640",".465","14.7",NA,".595",".254",".159",".098",".084",".405",NA,".538",".690",".416",".465",".388",".360",NA,".513",".847",NA,".059","284",NA,".252","777",NA,".237",".381"
"3","2","Boston Celtics","64","15560",".430","15.3",NA,".606",".191",".214",".103",".098",".394",NA,".491",".703",".392",".404",".384",".337",NA,".465",".796",NA,".047","245",NA,".256","739",NA,".209",".357"
"4","3","Brooklyn Nets","63","15170",".453","14.2",NA,".600",".264",".166",".093",".077",".400",NA,".529",".677",".396",".440",".418",".338",NA,".502",".782",NA,".055","273",NA,".272","858",NA,".246",".354"
"5","4","Chicago Bulls","62","14905",".466","13.4",NA,".638",".297",".170",".093",".077",".362",NA,".525",".665",".409",".403",".389",".362",NA,".519",".834",NA,".057","284",NA,".292","882",NA,".225",".413"
"6","5","Charlotte Hornets","64","15560",".462","14.5",NA,".569",".259",".172",".079",".059",".431",NA,".542",".680",".433",".408",".434",".356",NA,".522",".827",NA,".068","336",NA,".263","834",NA,".273",".373"
"7","6","Cleveland Cavaliers","62","14880",".444","13.8",NA,".616",".295",".158",".090",".072",".384",NA,".506",".607",".412",".415",".409",".345",NA,".511",".816",NA,".059","276",NA,".274","771",NA,".257",".367"
"8","7","Dallas Mavericks","62","14955",".455","13.9",NA,".625",".238",".202",".112",".074",".375",NA,".526",".690",".452",".428",".351",".337",NA,".516",".823",NA,".056","250",NA,".255","776",NA,".254",".373"
"9","8","Denver Nuggets","62","14930",".465","14.3",NA,".605",".223",".215",".099",".069",".395",NA,".548",".725",".472",".442",".363",".337",NA,".520",".823",NA,".058","284",NA,".262","827",NA,".237",".364"
"10","9","Detroit Pistons","62","14955",".476","13.8",NA,".618",".255",".212",".083",".068",".382",NA,".538",".670",".468",".415",".405",".377",NA,".543",".820",NA,".063","298",NA,".282","847",NA,".253",".430"
