"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"17","16","Miami Heat","58","14045",".443","15.5",NA,".537",".212",".173",".093",".059",".463",NA,".527",".696",".433",".411",".378",".345",NA,".504",".839",NA,".045","193",NA,".233","646",NA,".271",".375"
"18","17","Milwaukee Bucks","59","14210",".447","15.6",NA,".545",".219",".168",".090",".067",".455",NA,".534",".691",".430",".436",".412",".344",NA,".517",".830",NA,".045","216",NA,".246","739",NA,".211",".359"
"19","18","Minnesota Timberwolves","58","14020",".456","14.5",NA,".569",".258",".164",".085",".063",".431",NA,".538",".688",".417",".393",".429",".348",NA,".564",".844",NA,".070","322",NA,".264","721",NA,".292",".382"
"20","19","New Orleans Pelicans","58","13970",".465","14.8",NA,".589",".227",".176",".104",".082",".411",NA,".536",".692",".452",".461",".381",".362",NA,".501",".815",NA,".044","200",NA,".250","716",NA,".220",".420"
"21","20","New York Knicks","58","14020",".445","14.8",NA,".564",".264",".140",".087",".073",".436",NA,".521",".659",".400",".446",".341",".347",NA,".532",".845",NA,".055","253",NA,".264","716",NA,".241",".356"
"22","21","Oklahoma City Thunder","57","13755",".446","14.9",NA,".575",".208",".208",".087",".072",".425",NA,".524",".675",".457",".455",".367",".341",NA,".515",".848",NA,".055","229",NA,".265","739",NA,".250",".391"
"23","22","Orlando Magic","59","14185",".460","14.6",NA,".600",".218",".196",".101",".085",".400",NA,".525",".648",".463",".459",".427",".362",NA,".507",".831",NA,".054","259",NA,".255","710",NA,".236",".385"
"24","23","Philadelphia 76ers","57","13780",".451","14.0",NA,".619",".251",".189",".109",".069",".381",NA,".520",".686",".398",".395",".448",".340",NA,".509",".797",NA,".061","268",NA,".261","709",NA,".203",".366"
"25","24","Phoenix Suns","57","13705",".440","14.6",NA,".614",".196",".229",".102",".088",".386",NA,".507",".673",".456",".426",".364",".334",NA,".481",".783",NA,".042","189",NA,".259","728",NA,".190",".358"
"26","25","Portland Trail Blazers","58","13945",".473","14.6",NA,".572",".264",".163",".081",".064",".428",NA,".548",".679",".456",".393",".443",".372",NA,".536",".834",NA,".056","249",NA,".253","744",NA,".283",".407"
"27","26","Sacramento Kings","59","14235",".475","13.8",NA,".624",".249",".209",".092",".073",".376",NA,".543",".709",".433",".423",".448",".361",NA,".482",".808",NA,".059","289",NA,".281","850",NA,".215",".396"
"28","27","San Antonio Spurs","58","13995",".465","13.5",NA,".639",".271",".201",".096",".071",".361",NA,".528",".651",".429",".445",".456",".354",NA,".468",".808",NA,".060","272",NA,".304","845",NA,".195",".417"
"29","28","Toronto Raptors","56","13565",".462","14.4",NA,".586",".235",".201",".092",".059",".414",NA,".536",".707",".413",".445",".412",".357",NA,".537",".869",NA,".059","241",NA,".266","705",NA,".304",".380"
"30","29","Utah Jazz","57","13680",".450","14.5",NA,".618",".198",".218",".119",".084",".382",NA,".516",".699",".434",".438",".408",".343",NA,".484",".777",NA,".048","215",NA,".249","716",NA,".202",".367"
"31","30","Washington Wizards","56","13540",".457","14.1",NA,".652",".196",".251",".118",".087",".348",NA,".512",".700",".442",".427",".403",".354",NA,".482",".806",NA,".057","236",NA,".264","722",NA,".194",".378"
"32","","League Average","58","13945",".456","14.4",NA,".600",".241",".191",".096",".072",".400",NA,".527",".680",".433",".429",".401",".349",NA,".509",".821",NA,".056","253",NA,".265","746",NA,".234",".379"
