"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"11","10","Golden State Warriors","70","16850",".469","15.6",NA,".537",".205",".196",".069",".067",".463",NA,".561",".713",".513",".413",".385",".362",NA,".600",".797",NA,".060","332",NA,".279","1010",NA,".221",".343",NA,"21","1"
"12","11","Houston Rockets","70","16875",".454","14.2",NA,".552",".302",".181",".036",".033",".448",NA,".542",".684",".389",".308",".327",".346",NA,".495",".789",NA,".085","446",NA,".304","1000",NA,".179",".355",NA,"15","0"
"13","12","Indiana Pacers","71","17240",".461","14.0",NA,".607",".264",".179",".096",".068",".393",NA,".539",".675",".451",".421",".406",".340",NA,".497",".855",NA,".043","248",NA,".304","1127",NA,".248",".369",NA,"22","0"
"14","13","Los Angeles Clippers","73","17595",".453","14.8",NA,".612",".208",".184",".118",".101",".388",NA,".509",".683",".452",".430",".348",".365",NA,".499",".812",NA,".052","284",NA,".213","742",NA,".217",".397",NA,"17","0"
"15","14","Los Angeles Lakers","70","17075",".465","14.1",NA,".607",".283",".154",".084",".086",".393",NA,".539",".696",".410",".387",".402",".349",NA,".477",".830",NA,".063","345",NA,".311","1110",NA,".224",".374",NA,"5","0"
"16","15","Memphis Grizzlies","71","17115",".460","12.8",NA,".657",".274",".230",".108",".044",".343",NA,".522",".673",".415",".428",".366",".342",NA,".499",".848",NA,".056","337",NA,".280","1044",NA,".235",".365",NA,"12","0"
"17","16","Miami Heat","71","17215",".462","14.7",NA,".582",".228",".183",".108",".063",".418",NA,".526",".695",".420",".426",".392",".374",NA,".543",".857",NA,".051","272",NA,".241","836",NA,".304",".411",NA,"20","0"
"18","17","Milwaukee Bucks","70","16850",".464","15.2",NA,".564",".227",".163",".105",".068",".436",NA,".539",".712",".419",".447",".393",".368",NA,".452",".794",NA,".046","254",NA,".247","898",NA,".244",".393",NA,"8","0"
"19","18","Minnesota Timberwolves","71","17140",".454","14.6",NA,".544",".265",".172",".060",".046",".456",NA,".538",".672",".418",".417",".371",".354",NA,".517",".795",NA,".065","363",NA,".278","982",NA,".223",".383",NA,"17","0"
"20","19","New Orleans Pelicans","70","16875",".455","13.8",NA,".627",".268",".181",".095",".083",".373",NA,".529",".668",".423",".458",".388",".331",NA,".536",".874",NA,".056","311",NA,".290","957",NA,".240",".375",NA,"17","2"
"21","20","New York Knicks","70","16900",".436","14.6",NA,".579",".253",".161",".086",".078",".421",NA,".495",".650",".374",".382",".364",".355",NA,".456",".797",NA,".068","361",NA,".239","739",NA,".207",".376",NA,"6","0"
"22","21","Oklahoma City Thunder","70","16900",".426","14.3",NA,".582",".211",".251",".077",".043",".418",NA,".505",".638",".435",".434",".387",".316",NA,".460",".828",NA,".052","275",NA,".319","1014",NA,".204",".345",NA,"6","0"
"23","22","Orlando Magic","71","17115",".434","14.3",NA,".588",".228",".225",".070",".065",".412",NA,".507",".660",".431",".421",".321",".331",NA,".495",".869",NA,".063","341",NA,".268","882",NA,".209",".383",NA,"11","0"
"24","23","Philadelphia 76ers","69","16685",".461","14.1",NA,".628",".235",".193",".122",".078",".372",NA,".521",".694",".410",".422",".435",".359",NA,".494",".834",NA,".047","249",NA,".246","804",NA,".230",".388",NA,"9","0"
"25","24","Phoenix Suns","71","17065",".486","14.2",NA,".646",".186",".222",".147",".090",".354",NA,".551",".700",".514",".490",".433",".366",NA,".555",".831",NA,".053","314",NA,".219","810",NA,".262",".386",NA,"12","0"
"26","25","Portland Trail Blazers","69","16585",".445","14.7",NA,".573",".258",".168",".074",".073",".427",NA,".515",".627",".430",".419",".409",".351",NA,".490",".776",NA,".044","228",NA,".273","876",NA,".211",".370",NA,"8","0"
"27","26","Sacramento Kings","72","17355",".459","13.9",NA,".622",".230",".222",".101",".069",".378",NA,".529",".694",".434",".426",".432",".344",NA,".492",".804",NA,".060","325",NA,".262","931",NA,".216",".388",NA,"12","1"
"28","27","San Antonio Spurs","71","17165",".466","13.3",NA,".659",".238",".225",".125",".071",".341",NA,".526",".666",".460",".446",".410",".350",NA,".551",".914",NA,".036","215",NA,".294","1094",NA,".225",".367",NA,"9","1"
"29","28","Toronto Raptors","70","16950",".444","14.3",NA,".626",".221",".209",".101",".095",".374",NA,".498",".651",".430",".418",".379",".352",NA,".433",".795",NA,".055","296",NA,".248","834",NA,".227",".405",NA,"15","2"
"30","29","Utah Jazz","70","16825",".472","15.1",NA,".530",".203",".233",".067",".028",".470",NA,".568",".727",".483",".445",".402",".365",NA,".452",".731",NA,".069","373",NA,".249","854",NA,".239",".392",NA,"10","1"
"31","30","Washington Wizards","69","16710",".468","13.7",NA,".642",".232",".231",".105",".074",".358",NA,".540",".720",".455",".420",".410",".339",NA,".526",".849",NA,".064","339",NA,".288","981",NA,".248",".405",NA,"8","0"
"32","","League Average","70","16992",".459","14.3",NA,".601",".242",".193",".095",".072",".399",NA,".530",".683",".436",".430",".401",".351",NA,".509",".820",NA,".057","313",NA,".266","917",NA,".235",".381",NA,"12.6","0.4"
