"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Boston Celtics",81,242.8,38.2,87.9,0.435,11.8,34.7,0.339,26.5,53.2,0.498,16.1,20.6,0.785,10.4,33.3,43.7,21.6,7.5,4.6,13.9,19.5,104.4
"2",2,"Dallas Mavericks",81,240.9,39,85.3,0.456,10.9,32.1,0.339,28,53.2,0.527,15.7,20.6,0.764,9.5,34.2,43.8,23.4,6.9,3.7,13.1,20.1,104.5
"3",3,"Miami Heat",81,242.2,37.4,83.9,0.446,12.9,38,0.338,24.6,45.9,0.536,17.6,22.6,0.778,9.6,32,41.6,23.1,7.5,4,15,20.6,105.3
"4",4,"Cleveland Cavaliers",81,240.6,39.5,87.2,0.453,11.7,33.2,0.352,27.8,54,0.514,14.9,19.3,0.774,10.5,32.4,42.9,24.1,8.4,4.7,13.4,20,105.6
"5",5,"Golden State Warriors",80,240.6,38,86.5,0.439,12.2,36,0.339,25.8,50.5,0.51,17.5,23,0.759,9.6,33.1,42.7,22.9,7.9,3.9,14.6,17.9,105.6
"6",6,"New York Knicks",81,241.2,38.5,85.9,0.448,12.7,36.9,0.343,25.8,49,0.527,17.1,22.4,0.763,9.3,34.3,43.6,24.1,6.9,4.7,12.7,20.4,106.8
"7",7,"Toronto Raptors",81,242.2,39,84.3,0.462,12.3,34.8,0.355,26.6,49.6,0.538,16.8,21.4,0.788,10.3,33.7,44,25.2,6.7,5.1,15.8,19.1,107.1
"8",8,"Phoenix Suns",81,240.6,39.2,88.5,0.443,11.6,34.3,0.338,27.6,54.2,0.51,17.2,22.6,0.761,10.6,33.9,44.5,22.8,7.5,4,14.7,19,107.2
"9",9,"Philadelphia 76ers",80,241.6,39.7,86.7,0.458,11.4,32.9,0.345,28.3,53.8,0.526,16.5,21.4,0.771,10.2,34.2,44.4,23.5,6.6,4.6,13.1,19.5,107.2
"10",10,"Utah Jazz",81,240.6,40.5,89.3,0.454,12.2,34.6,0.351,28.4,54.7,0.519,14.7,19.4,0.758,9.9,31.8,41.7,23.4,7.7,4.2,11.9,20.2,107.9
"11",11,"Los Angeles Clippers",80,241.3,40.9,90.6,0.451,11.8,34,0.347,29.1,56.6,0.513,15.3,19.7,0.778,12.1,35.2,47.3,24.2,7.7,4.2,13.6,18.5,108.8
"12",12,"Memphis Grizzlies",80,241.3,40.1,88.5,0.453,12,34.4,0.35,28.1,54.1,0.519,17.2,22.4,0.77,10,33.1,43,24.9,7.2,6.1,15.1,19.8,109.5
"13",13,"New Orleans Pelicans",80,240.9,40,85.5,0.468,12.8,35.6,0.361,27.2,49.9,0.544,16.9,21.5,0.786,9.2,32.5,41.7,24.6,7.4,4.8,14.1,20.5,109.7
"14",14,"Denver Nuggets",81,241.2,41,87.3,0.47,11.8,34.1,0.346,29.2,53.2,0.549,16.1,21.4,0.753,9.7,32.6,42.3,25.4,8,4.8,12.8,19.9,110
"15",15,"Oklahoma City Thunder",81,241.5,41.3,90.4,0.457,13.6,38.7,0.351,27.7,51.7,0.536,15.4,19.9,0.77,11,37.2,48.3,26,8.5,6,13.3,17.9,111.5
"16",16,"Milwaukee Bucks",81,240.9,41.2,90.6,0.455,14.4,40.6,0.355,26.8,50,0.537,15,20,0.751,9.9,34.2,44.1,25.7,7.4,4.3,13.1,19.6,111.9
