"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Golden State Warriors","28.2","35","13","36","12","8.23","-0.06","8.17","111.0","102.6","+8.4","98.6",".237",".462",".576",NA,".547","14.1","23.1",".180",NA,".494","13.8","79.3",".192",NA,"Chase Center","469,664","18,064"
"3","2","Phoenix Suns","27.7","38","9","35","12","7.91","-0.17","7.75","112.8","104.9","+7.9","99.4",".221",".352",".572",NA,".540","12.0","22.8",".176",NA,".501","13.5","76.7",".177",NA,"Phoenix Suns Arena","372,964","15,540"
"4","3","Utah Jazz","29.7","30","19","34","15","6.57","-0.45","6.12","116.1","109.4","+6.7","98.0",".269",".467",".591",NA,".557","12.8","24.1",".209",NA,".514","10.7","78.2",".154",NA,"Vivint Smart Home Arena","457,650","18,306"
"5","4","Cleveland Cavaliers","24.7","30","19","32","17","4.94","0.41","5.35","110.9","105.8","+5.1","96.6",".243",".399",".568",NA,".537","13.8","23.9",".184",NA,".507","12.7","76.6",".153",NA,"Quicken Loans Arena","431,793","17,991"
"6","5","Miami Heat","28.2","31","17","31","17","4.67","-0.51","4.16","113.2","108.3","+4.9","95.5",".238",".422",".577",NA,".541","13.4","25.1",".193",NA,".525","14.3","78.4",".202",NA,"FTX Arena","431,704","19,623"
"7","6","Milwaukee Bucks","28.4","30","20","30","20","3.46","-0.73","2.74","112.1","108.6","+3.5","99.3",".242",".442",".567",NA,".533","12.4","23.1",".189",NA,".516","12.1","77.6",".165",NA,"Fiserv Forum","434,704","17,388"
"8","7","Memphis Grizzlies","24.0","33","17","30","20","3.32","0.21","3.53","111.8","108.5","+3.3","99.5",".237",".353",".545",NA,".514","11.7","28.8",".175",NA,".524","13.7","78.0",".186",NA,"FedEx Forum","390,326","15,013"
"9","8","Boston Celtics","26.1","25","24","29","20","3.14","0.03","3.17","110.2","107.0","+3.2","96.4",".237",".412",".557",NA,".518","12.6","23.7",".194",NA,".505","12.5","77.8",".182",NA,"TD Garden","478,900","18,419"
"10","9","Dallas Mavericks","26.8","28","21","28","21","2.27","0.02","2.28","109.5","107.2","+2.3","95.9",".239",".427",".554",NA,".521","11.7","21.0",".184",NA,".517","12.6","79.2",".178",NA,"American Airlines Center","469,505","19,563"
"11","10","Philadelphia 76ers","26.5","28","19","27","20","2.02","-0.61","1.41","111.6","109.5","+2.1","95.9",".258",".364",".567",NA,".526","11.5","20.0",".210",NA,".517","12.3","76.2",".184",NA,"Wells Fargo Center","426,058","20,288"
"12","11","Brooklyn Nets","29.5","29","19","27","21","1.94","-0.69","1.25","112.3","110.4","+1.9","99.2",".240",".357",".574",NA,".536","12.7","23.0",".197",NA,".507","11.3","76.0",".193",NA,"Barclays Center","427,424","17,097"
"13","12","Chicago Bulls","26.2","30","17","26","21","1.79","-0.55","1.24","112.1","110.3","+1.8","98.4",".239",".348",".575",NA,".539","12.3","20.7",".193",NA,".527","12.7","77.9",".195",NA,"United Center","480,549","20,893"
"14","13","Denver Nuggets","27.6","26","21","25","22","1.23","-0.01","1.22","111.3","110.0","+1.3","96.9",".216",".418",".571",NA,".541","12.8","21.1",".168",NA,".535","12.4","78.4",".173",NA,"Ball Arena","356,707","16,214"
"15","14","Minnesota Timberwolves","24.1","24","23","25","22","1.02","0.02","1.04","110.4","109.3","+1.1","99.9",".233",".456",".551",NA,".519","13.0","26.1",".176",NA,".525","14.8","74.7",".225",NA,"Target Center","361,837","15,732"
"16","15","Toronto Raptors","24.6","23","23","24","22","0.76","0.46","1.22","111.4","110.6","+0.8","95.9",".228",".386",".536",NA,".504","11.3","28.4",".172",NA,".535","14.7","74.9",".204",NA,"Scotiabank Arena","311,611","12,464"
"17","16","Charlotte Hornets","25.8","27","22","25","24","0.31","-0.08","0.22","113.1","112.8","+0.3","100.7",".226",".415",".567",NA,".541","11.4","22.4",".167",NA,".542","13.4","75.3",".188",NA,"Spectrum Center","331,357","16,568"
"18","17","Atlanta Hawks","26.1","22","25","23","24","-0.09","0.08","-0.01","114.4","114.5","-0.1","97.4",".250",".384",".574",NA,".536","11.2","22.7",".202",NA,".539","11.0","77.7",".171",NA,"State Farm Arena","368,216","16,009"
"19","18","San Antonio Spurs","25.0","18","31","24","25","-0.18","-0.18","-0.36","110.4","110.6","-0.2","99.8",".197",".334",".546",NA,".521","11.1","24.1",".145",NA,".526","12.3","75.0",".162",NA,"AT&T Center","357,700","14,308"
