"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Phoenix Suns","27.7","36","9","33","12","7.96","-0.45","7.51","112.7","104.7","+8.0","99.6",".221",".355",".573",NA,".540","12.1","22.5",".178",NA,".499","13.4","76.5",".176",NA,"Phoenix Suns Arena","355,893","15,474"
"3","2","Golden State Warriors","28.2","33","13","34","12","7.72","-0.17","7.54","110.5","102.7","+7.8","98.9",".240",".461",".575",NA,".546","14.2","23.0",".181",NA,".496","13.9","79.6",".191",NA,"Chase Center","433,536","18,064"
"4","3","Utah Jazz","29.7","30","16","33","13","7.35","-0.94","6.40","116.6","109.1","+7.5","98.4",".268",".471",".594",NA,".560","12.8","24.0",".209",NA,".513","10.7","78.6",".155",NA,"Vivint Smart Home Arena","439,344","18,306"
"5","4","Cleveland Cavaliers","24.7","28","19","31","16","4.77","0.41","5.18","110.8","105.9","+4.9","96.8",".243",".396",".568",NA,".536","13.7","23.8",".185",NA,".507","12.6","76.6",".152",NA,"Quicken Loans Arena","395,568","17,980"
"6","5","Miami Heat","28.2","29","17","30","16","4.43","-0.43","4.01","113.1","108.4","+4.7","95.5",".237",".421",".574",NA,".538","13.2","25.4",".191",NA,".526","14.2","78.6",".202",NA,"FTX Arena","392,131","19,607"
"7","6","Milwaukee Bucks","28.4","30","19","30","19","3.86","-0.91","2.95","112.2","108.4","+3.8","99.4",".243",".443",".567",NA,".534","12.3","23.1",".189",NA,".515","12.1","77.7",".165",NA,"Fiserv Forum","434,704","17,388"
"8","7","Memphis Grizzlies","24.0","32","16","29","19","3.56","0.23","3.79","112.0","108.5","+3.5","99.6",".237",".357",".546",NA,".516","11.7","28.5",".175",NA,".525","13.7","78.2",".185",NA,"FedEx Forum","390,326","15,013"
"9","8","Brooklyn Nets","29.6","29","16","26","19","2.67","-0.78","1.88","112.3","109.6","+2.7","99.2",".241",".358",".574",NA,".536","12.6","22.5",".199",NA,".503","11.4","75.8",".191",NA,"Barclays Center","391,287","17,012"
"10","9","Dallas Mavericks","26.8","26","20","27","19","2.52","-0.09","2.43","109.4","106.8","+2.6","95.8",".235",".427",".553",NA,".520","11.7","21.2",".180",NA,".516","12.7","79.5",".179",NA,"American Airlines Center","449,804","19,557"
"11","10","Chicago Bulls","26.3","28","16","25","19","2.18","-0.29","1.89","112.5","110.2","+2.3","98.4",".237",".348",".576",NA,".539","12.0","20.4",".192",NA,".526","12.8","77.5",".194",NA,"United Center","460,280","20,922"
"12","11","Philadelphia 76ers","26.6","26","19","25","20","1.76","-0.59","1.17","111.0","109.2","+1.8","96.1",".255",".369",".566",NA,".526","11.6","19.4",".207",NA,".517","12.5","76.3",".183",NA,"Wells Fargo Center","405,937","20,297"
