"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Phoenix Suns","27.7","36","9","33","12","7.96","-0.45","7.51","112.7","104.7","+8.0","99.6",".221",".355",".573",NA,".540","12.1","22.5",".178",NA,".499","13.4","76.5",".176",NA,"Phoenix Suns Arena","355,893","15,474"
"3","2","Golden State Warriors","28.2","34","13","34","13","7.60","-0.06","7.54","110.5","102.8","+7.7","98.6",".238",".462",".575",NA,".545","14.1","23.0",".180",NA,".496","13.9","79.2",".192",NA,"Chase Center","451,600","18,064"
"4","3","Utah Jazz","29.7","30","17","33","14","7.15","-0.76","6.39","116.4","109.1","+7.3","98.1",".269",".471",".592",NA,".557","12.8","24.3",".209",NA,".513","10.7","78.5",".154",NA,"Vivint Smart Home Arena","439,344","18,306"
"5","4","Cleveland Cavaliers","24.7","28","19","31","16","4.77","0.37","5.14","110.8","105.9","+4.9","96.8",".243",".396",".568",NA,".536","13.7","23.8",".185",NA,".507","12.6","76.6",".152",NA,"Quicken Loans Arena","395,568","17,980"
"6","5","Miami Heat","28.2","30","17","30","17","4.47","-0.46","4.01","113.1","108.4","+4.7","95.6",".237",".421",".575",NA,".539","13.3","25.2",".191",NA,".526","14.3","78.6",".204",NA,"FTX Arena","412,104","19,624"
"7","6","Milwaukee Bucks","28.4","30","19","30","19","3.86","-0.88","2.98","112.2","108.4","+3.8","99.4",".243",".443",".567",NA,".534","12.3","23.1",".189",NA,".515","12.1","77.7",".165",NA,"Fiserv Forum","434,704","17,388"
"8","7","Memphis Grizzlies","24.0","32","17","29","20","3.22","0.27","3.49","111.7","108.5","+3.2","99.5",".236",".354",".544",NA,".513","11.7","28.8",".174",NA,".525","13.7","78.1",".187",NA,"FedEx Forum","390,326","15,013"
"9","8","Dallas Mavericks","26.8","27","20","28","19","2.74","-0.07","2.68","109.4","106.6","+2.8","95.8",".238",".427",".554",NA,".521","11.8","21.2",".183",NA,".513","12.7","79.1",".178",NA,"American Airlines Center","469,505","19,563"
"10","9","Brooklyn Nets","29.6","29","17","26","20","2.37","-0.75","1.62","112.5","110.1","+2.4","99.3",".239",".359",".575",NA,".537","12.7","22.8",".197",NA,".505","11.3","75.8",".193",NA,"Barclays Center","391,287","17,012"
"11","10","Boston Celtics","26.1","24","24","27","21","2.10","0.14","2.24","109.8","107.6","+2.2","96.4",".241",".412",".556",NA,".517","12.7","23.4",".197",NA,".509","12.5","77.8",".184",NA,"TD Garden","459,744","18,390"
"12","11","Philadelphia 76ers","26.6","27","19","26","20","1.85","-0.59","1.26","111.2","109.3","+1.9","96.0",".255",".364",".566",NA,".526","11.5","19.7",".207",NA,".517","12.4","76.2",".183",NA,"Wells Fargo Center","405,937","20,297"
