"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"11","10","Philadelphia 76ers","26.5","31","21","29","23","2.04","-0.60","1.44","111.4","109.3","+2.1","95.8",".255",".364",".569",NA,".529","11.7","19.8",".206",NA,".515","12.3","75.9",".183",NA,"Wells Fargo Center","507,904","20,316"
"12","11","Chicago Bulls","26.2","33","19","29","23","1.92","-0.77","1.15","113.3","111.3","+2.0","98.4",".242",".346",".580",NA,".543","12.0","20.7",".196",NA,".531","12.4","78.0",".189",NA,"United Center","520,287","20,811"
"13","12","Denver Nuggets","27.6","28","24","29","23","1.50","0.09","1.59","112.1","110.5","+1.6","96.9",".216",".421",".576",NA,".546","12.9","21.0",".170",NA,".535","12.3","78.3",".180",NA,"Ball Arena","372,859","16,211"
"14","13","Toronto Raptors","24.6","28","23","28","23","1.31","0.48","1.80","111.9","110.5","+1.4","95.8",".227",".384",".540",NA,".508","11.3","28.1",".172",NA,".533","14.7","75.0",".204",NA,"Scotiabank Arena","311,611","11,129"
"15","14","Minnesota Timberwolves","24.0","27","25","28","24","1.44","0.32","1.76","111.6","110.2","+1.4","100.0",".237",".453",".557",NA,".524","12.7","25.7",".181",NA,".529","14.7","74.8",".227",NA,"Target Center","388,083","15,523"
"16","15","Brooklyn Nets","29.4","29","23","27","25","0.87","-0.27","0.59","112.1","111.3","+0.8","99.0",".236",".357",".571",NA,".534","12.6","23.3",".193",NA,".511","11.5","75.7",".193",NA,"Barclays Center","427,424","17,097"
"17","16","Atlanta Hawks","26.1","25","27","26","26","0.23","0.24","0.48","114.6","114.4","+0.2","97.5",".251",".383",".576",NA,".539","11.3","22.3",".201",NA,".541","11.1","78.0",".172",NA,"State Farm Arena","433,665","16,062"
"18","17","San Antonio Spurs","24.9","20","34","27","27","-0.02","0.12","0.10","111.1","111.2","-0.1","99.7",".200",".338",".551",NA,".525","11.1","24.0",".147",NA,".528","12.2","75.2",".165",NA,"AT&T Center","423,439","14,601"
"19","18","Charlotte Hornets","25.7","28","26","26","28","-0.59","0.05","-0.55","112.1","112.7","-0.6","100.5",".228",".416",".562",NA,".534","11.5","22.6",".168",NA,".541","13.3","75.6",".189",NA,"Spectrum Center","406,653","16,944"
"20","19","Los Angeles Clippers","27.6","27","27","26","28","-0.65","0.06","-0.59","107.5","108.2","-0.7","98.4",".221",".395",".555",NA,".522","13.0","20.0",".174",NA,".505","12.4","74.3",".164",NA,"Crypto.com Arena","459,361","16,406"
"21","20","New York Knicks","26.4","24","29","25","28","-0.89","-0.22","-1.10","108.7","109.6","-0.9","95.4",".258",".427",".547",NA,".512","12.5","24.5",".193",NA,".517","11.9","78.2",".185",NA,"Madison Square Garden (IV)","509,802","18,207"
"22","21","Los Angeles Lakers","30.7","26","28","25","29","-1.31","-0.60","-1.91","108.8","110.0","-1.2","100.3",".248",".386",".560",NA,".531","12.9","21.0",".181",NA,".524","12.8","75.9",".191",NA,"Crypto.com Arena","541,247","18,664"
"23","22","Indiana Pacers","26.9","19","35","24","30","-1.94","0.43","-1.51","110.8","112.8","-2.0","97.4",".236",".397",".556",NA,".524","12.7","24.6",".180",NA,".533","11.8","77.3",".205",NA,"Gainbridge Fieldhouse","391,917","13,997"
"24","23","Washington Wizards","26.1","24","28","21","31","-2.83","0.42","-2.40","109.3","112.2","-2.9","97.0",".258",".358",".557",NA,".521","12.1","21.0",".200",NA,".515","10.6","76.7",".195",NA,"Capital One Arena","399,667","15,372"
"25","24","New Orleans Pelicans","25.7","20","32","20","32","-3.87","0.51","-3.36","108.6","112.5","-3.9","96.8",".256",".375",".541",NA,".501","12.8","25.9",".203",NA,".543","12.5","79.0",".192",NA,"Smoothie King Center","369,183","15,383"
"26","25","Portland Trail Blazers","26.9","21","33","20","34","-4.44","0.65","-3.79","110.0","114.5","-4.5","97.9",".248",".438",".560",NA,".526","12.6","22.6",".188",NA,".552","12.3","78.4",".195",NA,"Moda Center","490,037","16,898"
"27","26","Sacramento Kings","25.5","20","35","19","36","-5.00","0.22","-4.78","109.5","114.5","-5.0","99.4",".248",".382",".553",NA,".520","12.4","22.7",".188",NA,".542","11.7","75.3",".176",NA,"Golden 1 Center","409,042","13,635"
"28","27","Oklahoma City Thunder","22.7","17","35","15","37","-6.38","0.07","-6.31","102.9","109.4","-6.5","97.8",".216",".422",".518",NA,".484","12.2","21.7",".165",NA,".520","12.0","76.2",".157",NA,"Paycom Center","347,864","13,915"
"29","28","Orlando Magic","23.5","12","42","14","40","-7.96","0.16","-7.81","104.3","112.4","-8.1","98.8",".227",".412",".536",NA,".501","13.1","20.1",".178",NA,".533","12.0","76.7",".196",NA,"Amway Center","362,534","15,106"
"30","29","Houston Rockets","24.8","15","37","13","39","-8.60","0.34","-8.26","107.2","115.7","-8.5","100.9",".291",".448",".561",NA,".528","14.9","21.7",".209",NA,".551","12.2","75.3",".199",NA,"Toyota Center","370,455","15,436"
"31","30","Detroit Pistons","23.5","12","40","12","40","-9.33","0.33","-9.00","103.2","112.6","-9.4","98.8",".250",".398",".524",NA,".484","13.0","22.4",".194",NA,".543","13.7","76.0",".215",NA,"Little Caesars Arena","390,544","15,021"
"32","","League Average","26.3","","","27","26","0.00","0.00","0.00","110.4","110.4","","98.0",".240",".401",".559",NA,".525","12.5","23.1",".185",NA,".525","12.5","76.9",".185",NA,"","438,409","16,544"
