"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3pt","3P",NA,"2P","0-3","3-10","10-16","16-3pt","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%"
"2","1","Atlanta Hawks","46","11040",".467","14.3",NA,".590",".263",".158",".092",".077",".410",NA,".543",".685",".410",".473",".416",".357",NA,".522",".835",NA,".062","223",NA,".254","588",NA,".236",".359"
"3","2","Boston Celtics","49","11960",".437","15.0",NA,".600",".189",".215",".104",".092",".400",NA,".500",".717",".400",".405",".393",".343",NA,".467",".787",NA,".046","187",NA,".253","569",NA,".209",".358"
"4","3","Brooklyn Nets","47","11330",".440","14.1",NA,".602",".275",".154",".095",".078",".398",NA,".516",".663",".380",".408",".396",".327",NA,".485",".785",NA,".052","192",NA,".276","653",NA,".239",".347"
"5","4","Chicago Bulls","46","11040",".461","13.5",NA,".634",".291",".175",".090",".078",".366",NA,".520",".660",".409",".381",".407",".358",NA,".515",".827",NA,".056","202",NA,".294","642",NA,".214",".425"
"6","5","Charlotte Hornets","48","11620",".463","14.8",NA,".557",".250",".173",".077",".057",".443",NA,".547",".678",".445",".428",".445",".358",NA,".517",".820",NA,".069","260",NA,".254","599",NA,".257",".375"
"7","6","Cleveland Cavaliers","48","11520",".442","13.9",NA,".617",".285",".161",".093",".077",".383",NA,".505",".602",".425",".420",".411",".340",NA,".500",".811",NA,".056","202",NA,".268","590",NA,".238",".357"
"8","7","Dallas Mavericks","48","11570",".452","14.0",NA,".623",".235",".200",".112",".076",".377",NA,".521",".689",".429",".428",".385",".337",NA,".514",".833",NA,".056","193",NA,".250","580",NA,".255",".384"
"9","8","Denver Nuggets","46","11090",".466","14.4",NA,".601",".214",".221",".098",".068",".399",NA,".548",".741",".462",".449",".364",".343",NA,".520",".815",NA,".057","200",NA,".255","606",NA,".241",".373"
"10","9","Detroit Pistons","47","11330",".473","13.9",NA,".614",".247",".213",".087",".067",".386",NA,".540",".674",".472",".413",".430",".366",NA,".532",".827",NA,".060","218",NA,".282","647",NA,".253",".403"
"11","10","Golden State Warriors","48","11570",".425","14.9",NA,".581",".174",".255",".086",".066",".419",NA,".496",".678",".429",".415",".375",".327",NA,".486",".827",NA,".043","165",NA,".269","589",NA,".241",".381"
"12","11","Houston Rockets","48","11545",".472","14.4",NA,".579",".271",".166",".080",".062",".421",NA,".563",".695",".452",".461",".411",".347",NA,".499",".800",NA,".070","266",NA,".262","654",NA,".240",".383"
"13","12","Indiana Pacers","48","11645",".465","13.6",NA,".647",".248",".207",".112",".080",".353",NA,".528",".676",".436",".436",".434",".351",NA,".482",".774",NA,".058","213",NA,".277","633",NA,".210",".373"
"14","13","Los Angeles Clippers","49","11810",".442","13.8",NA,".623",".252",".205",".102",".064",".377",NA,".511",".650",".415",".432",".389",".330",NA,".502",".800",NA,".050","200",NA,".281","668",NA,".220",".332"
