"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"19","18","Minnesota Timberwolves","81","19540",".460","14.4",NA,".570",".259",".167",".086",".060",".430",NA,".543",".706",".408",".396",".422",".349",NA,".561",".845",NA,".068","435",NA,".267","1050",NA,".288",".377"
"20","19","New Orleans Pelicans","80","19275",".468","14.8",NA,".584",".232",".173",".100",".079",".416",NA,".544",".705",".455",".443",".396",".361",NA,".519",".815",NA,".048","297",NA,".250","1001",NA,".228",".401"
"21","20","New York Knicks","80","19300",".448","14.7",NA,".570",".259",".148",".088",".074",".430",NA,".526",".663",".420",".445",".356",".343",NA,".525",".836",NA,".054","342",NA,".260","983",NA,".235",".344"
"22","21","Oklahoma City Thunder","80","19325",".456","14.9",NA,".571",".194",".232",".079",".067",".429",NA,".535",".680",".483",".467",".371",".351",NA,".522",".853",NA,".057","347",NA,".272","1079",NA,".265",".396"
"23","22","Orlando Magic","81","19540",".459","14.7",NA,".594",".211",".201",".099",".082",".406",NA,".524",".663",".458",".448",".424",".363",NA,".509",".821",NA,".055","367",NA,".254","979",NA,".224",".392"
"24","23","Philadelphia 76ers","80","19325",".458","14.0",NA,".620",".253",".185",".109",".073",".380",NA,".526",".696",".400",".413",".429",".345",NA,".511",".792",NA,".063","393",NA,".257","993",NA,".216",".368"
"25","24","Phoenix Suns","80","19250",".444","14.6",NA,".613",".195",".232",".099",".086",".387",NA,".510",".673",".457",".436",".367",".339",NA,".495",".791",NA,".043","274",NA,".264","1030",NA,".195",".354"
"26","25","Portland Trail Blazers","80","19250",".479","14.4",NA,".569",".270",".165",".077",".057",".431",NA,".560",".692",".455",".415",".432",".371",NA,".550",".845",NA,".062","386",NA,".260","1048",NA,".284",".398"
"27","26","Sacramento Kings","80","19325",".480","13.9",NA,".617",".251",".204",".090",".071",".383",NA,".548",".712",".439",".426",".437",".371",NA,".487",".806",NA,".060","390",NA,".283","1172",NA,".225",".393"
"28","27","San Antonio Spurs","80","19325",".466","13.6",NA,".632",".264",".207",".092",".069",".368",NA,".528",".650",".433",".446",".451",".359",NA,".465",".807",NA,".057","355",NA,".304","1171",NA,".198",".403"
"29","28","Toronto Raptors","80","19375",".461","14.4",NA,".587",".240",".197",".088",".062",".413",NA,".536",".701",".414",".439",".424",".355",NA,".544",".875",NA,".061","361",NA,".264","990",NA,".310",".385"
"30","29","Utah Jazz","80","19250",".453","14.6",NA,".610",".194",".220",".116",".080",".390",NA,".518",".704",".433",".438",".419",".352",NA,".491",".777",NA,".049","305",NA,".244","977",NA,".211",".372"
"31","30","Washington Wizards","80","19350",".463","14.2",NA,".643",".200",".243",".113",".087",".357",NA,".522",".700",".456",".440",".401",".358",NA,".484",".799",NA,".057","344",NA,".268","1052",NA,".202",".390"
"32","","League Average","80","19342",".461","14.3",NA,".601",".241",".194",".094",".071",".399",NA,".532",".686",".438",".432",".400",".353",NA,".512",".821",NA,".058","361",NA,".265","1043",NA,".237",".382"
