"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%",NA,"Att.","Md."
"2","1","Atlanta Hawks","60","14400",".468","14.8",NA,".620",".249",".164",".113",".093",".380",NA,".525",".670",".426",".442",".411",".377",NA,".528",".736",NA,".061","299",NA,".239","686",NA,".218",".400",NA,"13","1"
"3","2","Boston Celtics","62","15080",".455","15.3",NA,".582",".212",".197",".088",".085",".418",NA,".534",".720",".449",".397",".409",".345",NA,".496",".817",NA,".053","258",NA,".274","847",NA,".228",".381",NA,"9","0"
"4","3","Brooklyn Nets","61","14690",".466","13.9",NA,".641",".252",".166",".128",".095",".359",NA,".532",".641",".433",".489",".472",".349",NA,".543",".753",NA,".048","226",NA,".261","750",NA,".230",".362",NA,"6","0"
"5","4","Chicago Bulls","61","14665",".482","14.0",NA,".660",".260",".144",".130",".126",".340",NA,".537",".672",".443",".465",".439",".376",NA,".479",".847",NA,".050","241",NA,".249","757",NA,".276",".440",NA,"11","1"
"6","5","Charlotte Hornets","61","14815",".458","14.0",NA,".584",".280",".180",".075",".049",".416",NA,".531",".680",".384",".388",".432",".356",NA,".541",".862",NA,".075","374",NA,".285","844",NA,".279",".361",NA,"14","0"
"7","6","Cleveland Cavaliers","60","14400",".465","13.9",NA,".609",".278",".178",".097",".055",".391",NA,".537",".690",".404",".424",".391",".352",NA,".558",".827",NA,".078","354",NA,".240","676",NA,".232",".344",NA,"8","1"
"8","7","Dallas Mavericks","60","14475",".455","15.4",NA,".569",".199",".173",".120",".078",".431",NA,".539",".721",".453",".450",".400",".345",NA,".511",".799",NA,".061","271",NA,".197","593",NA,".249",".395",NA,"11","0"
"9","8","Denver Nuggets","60","14450",".474","14.7",NA,".577",".226",".198",".079",".074",".423",NA,".560",".743",".456",".430",".421",".356",NA,".576",".849",NA,".054","248",NA,".264","813",NA,".258",".383",NA,"17","0"
"10","9","Detroit Pistons","60","14450",".421","14.1",NA,".611",".245",".207",".083",".076",".389",NA,".486",".632",".413",".334",".380",".319",NA,".490",".883",NA,".037","171",NA,".308","863",NA,".253",".350",NA,"16","0"
"11","10","Golden State Warriors","60","14450",".467","15.6",NA,".536",".208",".198",".067",".063",".464",NA,".559",".702",".517",".397",".388",".362",NA,".608",".801",NA,".062","294",NA,".280","856",NA,".218",".352",NA,"18","1"
"12","11","Houston Rockets","59","14185",".451","14.2",NA,".549",".306",".179",".034",".031",".451",NA,".540",".685",".382",".288",".290",".343",NA,".491",".791",NA,".085","377",NA,".306","840",NA,".180",".341",NA,"15","0"
"13","12","Indiana Pacers","61","14815",".458","14.0",NA,".606",".263",".179",".095",".069",".394",NA,".538",".684",".436",".419",".405",".335",NA,".499",".860",NA,".040","198",NA,".303","975",NA,".255",".371",NA,"18","0"
"14","13","Los Angeles Clippers","62","14930",".455","14.9",NA,".610",".208",".182",".118",".102",".390",NA,".514",".684",".458",".443",".352",".363",NA,".493",".819",NA,".052","242",NA,".213","626",NA,".214",".403",NA,"14","0"
"15","14","Los Angeles Lakers","59","14385",".465","14.0",NA,".614",".285",".151",".085",".093",".386",NA,".539",".695",".408",".390",".412",".347",NA,".478",".841",NA,".064","295",NA,".306","924",NA,".218",".379",NA,"5","0"
"16","15","Memphis Grizzlies","62","14955",".458","12.8",NA,".654",".274",".231",".106",".044",".346",NA,".520",".662",".414",".441",".379",".340",NA,".500",".852",NA,".054","279",NA,".280","894",NA,".236",".364",NA,"8","0"
"17","16","Miami Heat","61","14815",".462","14.7",NA,".583",".227",".184",".108",".064",".417",NA,".525",".691",".422",".427",".396",".373",NA,".545",".858",NA,".049","226",NA,".244","733",NA,".305",".413",NA,"17","0"
"18","17","Milwaukee Bucks","61","14690",".461","15.3",NA,".559",".227",".161",".105",".066",".441",NA,".540",".709",".421",".444",".399",".362",NA,".449",".799",NA,".046","216",NA,".245","778",NA,".240",".386",NA,"7","0"
"19","18","Minnesota Timberwolves","61","14740",".447","14.5",NA,".547",".264",".175",".060",".048",".453",NA,".530",".667",".409",".404",".376",".346",NA,".514",".797",NA,".064","307",NA,".276","833",NA,".218",".367",NA,"14","0"
"20","19","New Orleans Pelicans","60","14450",".447","13.8",NA,".625",".267",".181",".092",".085",".375",NA,".519",".665",".420",".429",".366",".327",NA,".538",".880",NA,".055","261",NA,".294","819",NA,".240",".379",NA,"13","1"
"21","20","New York Knicks","60","14500",".434","14.8",NA,".570",".251",".153",".086",".081",".430",NA,".495",".645",".375",".391",".367",".352",NA,".455",".796",NA,".066","297",NA,".234","622",NA,".206",".380",NA,"6","0"
"22","21","Oklahoma City Thunder","60","14500",".420","14.3",NA,".584",".217",".246",".076",".046",".416",NA,".497",".623",".434",".415",".371",".312",NA,".456",".824",NA,".051","228",NA,".317","858",NA,".204",".357",NA,"5","0"
"23","22","Orlando Magic","61","14665",".434","14.4",NA,".587",".229",".223",".069",".066",".413",NA,".507",".657",".432",".436",".315",".330",NA,".494",".861",NA,".061","291",NA,".267","743",NA,".204",".377",NA,"9","0"
"24","23","Philadelphia 76ers","59","14260",".463","14.0",NA,".637",".233",".197",".127",".080",".363",NA,".523",".693",".417",".428",".442",".357",NA,".491",".836",NA,".046","210",NA,".248","702",NA,".236",".385",NA,"8","0"
"25","24","Phoenix Suns","60","14425",".482","14.2",NA,".648",".182",".229",".145",".092",".352",NA,".548",".700",".517",".481",".431",".359",NA,".551",".841",NA,".053","267",NA,".220","687",NA,".262",".395",NA,"9","0"
"26","25","Portland Trail Blazers","60","14425",".448","14.9",NA,".564",".255",".163",".070",".076",".436",NA,".520",".623",".437",".445",".424",".354",NA,".484",".778",NA,".043","194",NA,".268","751",NA,".207",".386",NA,"5","0"
"27","26","Sacramento Kings","62","14955",".457","13.9",NA,".622",".228",".220",".107",".067",".378",NA,".525",".700",".422",".422",".431",".344",NA,".491",".791",NA,".062","286",NA,".256","774",NA,".218",".385",NA,"12","1"
