"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Golden State Warriors",49,241,36.8,86.4,0.425,11.8,36.3,0.325,25,50.1,0.498,16.6,22.1,0.753,9.6,33,42.6,21.8,8.4,4,15.2,17.8,101.9
"2",2,"Cleveland Cavaliers",49,240,38.7,87.6,0.442,11.4,33.6,0.339,27.3,54,0.506,13.4,17.9,0.748,10.7,32.6,43.2,22.9,8.7,4.6,13.8,18.9,102.2
"3",3,"Dallas Mavericks",49,241,38.6,85.2,0.453,10.9,32.2,0.338,27.7,53,0.523,15.1,20,0.756,9.1,35.2,44.3,23.3,7,3.8,13.5,20,103.3
"4",4,"Miami Heat",49,241,36.8,83.1,0.443,13.6,38.9,0.348,23.3,44.2,0.527,16.9,21.7,0.781,9.3,31.9,41.1,23.3,7.2,4.3,15.4,20,104.1
"5",5,"New York Knicks",50,241,37.8,85.7,0.441,13.1,37.5,0.348,24.8,48.2,0.513,16.1,20.8,0.774,9.5,34.2,43.7,24.2,7.4,4.7,12.9,19.4,104.8
"6",6,"Phoenix Suns",48,240.5,38.9,88.7,0.438,11.3,34.1,0.331,27.6,54.6,0.506,15.8,21.2,0.746,10.9,34.2,45,22.2,7.6,4.1,15.1,19.3,104.9
"7",7,"Boston Celtics",50,244,38.5,87.9,0.437,12.1,35.1,0.344,26.4,52.8,0.5,16,20.5,0.779,10.1,34.7,44.7,21.7,7.6,4.9,13.8,19.2,105
"8",8,"Philadelphia 76ers",48,241.6,39,86.8,0.449,11.5,33.5,0.343,27.5,53.3,0.516,15.8,20.6,0.768,10.5,34.6,45.1,23.2,6.5,4.7,13.6,19,105.3
"9",9,"Toronto Raptors",46,240.5,38.5,83.5,0.461,12.4,34.5,0.36,26.1,49,0.532,17.1,21.5,0.795,10.5,33.6,44,24.3,6.7,5.1,16.1,18.7,106.4
"10",10,"Los Angeles Clippers",51,241,40.3,90.8,0.443,11.4,34.4,0.331,28.9,56.5,0.512,14.9,18.8,0.796,12.2,35.8,48,23.8,8.1,4.3,14.2,19.1,106.8
