"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Cleveland Cavaliers",65,240,38.9,87.2,0.446,11.6,33.4,0.347,27.3,53.9,0.507,14.2,18.6,0.762,10.7,32.3,43,23.4,8.7,4.6,13.8,19.7,103.5
"2",2,"Dallas Mavericks",65,241.2,38.9,85.1,0.457,10.8,31.7,0.34,28.1,53.4,0.526,15.2,20.1,0.754,9.4,34.6,44,23.3,6.9,3.8,13.6,20.1,103.7
"3",3,"Boston Celtics",66,243,38.2,88.4,0.432,11.7,34.7,0.338,26.4,53.7,0.492,16,20.5,0.783,10.5,34,44.5,21.6,7.6,4.6,13.9,19.3,104.1
"4",4,"Miami Heat",66,242.7,37.2,83.8,0.443,13.1,38.4,0.341,24,45.4,0.529,17.2,22.4,0.769,9.6,32,41.6,23.1,7.4,4.3,15.3,20.7,104.6
"5",5,"Golden State Warriors",66,240.8,37.8,86.5,0.438,12.2,36.2,0.338,25.6,50.3,0.509,17,22.5,0.754,9.7,33,42.6,22.7,8,4.1,15,18,104.9
"6",6,"Phoenix Suns",65,240.4,39.2,88.8,0.441,11.4,34.2,0.333,27.8,54.6,0.509,16.3,21.6,0.756,10.6,34.1,44.7,22.3,7.5,4,14.6,19.2,106.1
"7",7,"Philadelphia 76ers",64,241.6,39.2,86.7,0.452,11.2,33,0.339,28,53.8,0.522,16.5,21.3,0.776,10.4,34.4,44.9,23.1,6.3,4.5,13.3,19.4,106.1
"8",8,"Toronto Raptors",64,242,39,84.5,0.462,12.3,34.9,0.353,26.7,49.5,0.538,17,21.3,0.796,10.5,34.1,44.7,25,6.8,5.1,16,19.2,107.3
"9",9,"New York Knicks",65,241.5,38.5,86.4,0.446,13,37.4,0.349,25.5,49,0.52,17.2,22.4,0.768,9.3,34.7,44,24.4,7.2,4.5,12.6,20,107.3
"10",10,"Utah Jazz",64,240.4,40.8,89.9,0.453,12,34.9,0.344,28.7,55,0.522,14.1,18.8,0.75,10.1,31.8,41.9,23.1,7.8,4.3,12,20.2,107.6
"11",11,"Los Angeles Clippers",67,240.7,40.5,90.8,0.446,11.7,34.3,0.34,28.8,56.4,0.511,14.9,19.1,0.778,12,35.4,47.4,23.9,7.9,4.2,13.9,18.6,107.6
"12",12,"Denver Nuggets",65,241.2,40.4,86.9,0.465,11.6,34.3,0.339,28.8,52.5,0.548,15.8,21,0.75,9.6,33.2,42.8,24.6,7.9,4.8,13.2,19.7,108.3
"13",13,"Memphis Grizzlies",67,241.1,40,88.3,0.453,12.4,35,0.353,27.7,53.3,0.519,16.8,21.7,0.773,10,32.9,42.9,25.2,7.2,6.2,15,19.5,109.3
"14",14,"New Orleans Pelicans",65,241.2,39.9,86.1,0.463,12.7,35.6,0.356,27.2,50.5,0.538,17.1,21.8,0.782,9.6,32.8,42.5,23.8,7.6,5,13.6,20.3,109.5
"15",15,"Oklahoma City Thunder",65,241.5,40.9,90.3,0.453,13.4,38.5,0.347,27.5,51.8,0.531,14.7,19.4,0.757,11.1,37.7,48.8,25.7,8.3,6.2,13.6,17.8,109.8
"16",16,"Milwaukee Bucks",66,240.8,40.7,90.4,0.451,14.1,40.5,0.349,26.6,49.9,0.533,14.8,20.1,0.74,10.2,34.2,44.4,25.3,7.3,4.3,13.3,19.7,110.4
"17",17,"Washington Wizards",63,242.4,40.8,88.9,0.458,10.8,30.8,0.35,30,58.1,0.516,18.4,23,0.8,10.7,34,44.8,23.3,7.3,4.2,11.9,20,110.7
"18",18,"Chicago Bulls",65,240.4,41.1,88,0.467,11.6,32,0.364,29.5,56,0.527,17.1,21.6,0.792,9.6,33.7,43.3,25,7.2,5.1,13.1,17.7,111
"19",19,"Minnesota Timberwolves",66,241.5,39.4,86.8,0.454,12.9,37.2,0.347,26.5,49.7,0.533,20.1,25.7,0.782,11.1,34.9,46.1,25.7,7.5,5,16.6,20.8,111.8
"20",20,"Atlanta Hawks",64,240.4,41.7,89,0.468,13,35.8,0.363,28.7,53.2,0.539,15.3,19.2,0.8,9.9,33.6,43.5,25.9,7.1,4.5,12.4,20.4,111.8
"21",21,"Orlando Magic",66,240.8,40.8,88.8,0.459,13,35.7,0.364,27.8,53.1,0.523,17.3,22.4,0.77,10.5,36.7,47.2,24.7,7.9,5.3,13.5,18.4,111.8
"22",22,"Brooklyn Nets",66,240.8,41,90.1,0.455,12.3,36.1,0.34,28.7,54,0.532,17.8,22.3,0.796,11,33.5,44.5,24,7.9,5,13.2,19.5,112
"23",23,"Detroit Pistons",65,241.5,40.8,86.1,0.473,12.2,32.9,0.371,28.6,53.2,0.537,18.7,24.4,0.767,10.4,36.1,46.5,25.4,7.4,5.3,15,20.1,112.5
