"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"22","21","Los Angeles Clippers","27.5","36","39","33","42","-1.67","0.14","-1.53","108.4","110.1","-1.7","98.0",".221",".386",".556",NA,".523","12.6","20.4",".174",NA,".515","12.1","74.6",".168",NA,"Crypto.com Arena","603,251","16,757"
"23","22","Los Angeles Lakers","30.4","31","43","31","43","-2.73","-0.24","-2.97","109.9","112.6","-2.7","100.0",".247",".391",".565",NA,".537","12.9","21.2",".180",NA,".535","12.4","75.4",".192",NA,"Crypto.com Arena","707,640","18,622"
"24","23","Indiana Pacers","26.2","25","50","30","45","-3.07","0.10","-2.97","111.8","114.9","-3.1","97.8",".238",".394",".560",NA,".528","12.8","25.3",".181",NA,".544","11.7","76.6",".203",NA,"Gainbridge Fieldhouse","526,505","14,230"
"25","24","Washington Wizards","26.0","32","42","30","44","-3.19","0.03","-3.16","110.8","114.1","-3.3","96.9",".255",".358",".566",NA,".529","12.1","20.9",".201",NA,".525","10.8","76.4",".205",NA,"Capital One Arena","571,905","15,457"
"26","25","Sacramento Kings","25.7","27","48","26","49","-5.17","0.24","-4.93","110.0","115.1","-5.1","99.8",".259",".379",".560",NA,".524","12.6","21.9",".199",NA,".550","11.8","76.3",".178",NA,"Golden 1 Center","543,953","13,948"
"27","26","Oklahoma City Thunder","22.5","21","53","20","54","-7.57","0.40","-7.16","104.3","111.9","-7.6","98.6",".222",".420",".527",NA,".494","12.3","21.6",".170",NA,".530","11.9","76.1",".167",NA,"Paycom Center","530,804","14,346"
"28","27","Portland Trail Blazers","25.9","27","47","21","53","-7.53","0.43","-7.09","108.6","116.2","-7.6","98.5",".256",".421",".552",NA,".517","12.8","23.2",".195",NA,".557","12.5","77.7",".217",NA,"Moda Center","650,746","17,125"
"29","28","Orlando Magic","23.3","20","55","20","55","-7.76","0.21","-7.55","104.4","112.2","-7.8","99.2",".227",".413",".537",NA,".501","13.1","20.0",".179",NA,".531","11.9","77.1",".197",NA,"Amway Center","553,418","14,957"
"30","29","Detroit Pistons","23.7","20","55","20","55","-7.83","0.36","-7.47","105.4","113.4","-8.0","98.3",".249",".386",".531",NA,".492","12.7","23.5",".194",NA,".539","13.1","75.6",".223",NA,"Little Caesars Arena","603,023","15,869"
"31","30","Houston Rockets","24.3","20","55","19","56","-8.61","0.34","-8.28","107.8","116.3","-8.5","100.7",".284",".446",".564",NA,".533","14.7","21.4",".202",NA,".553","12.4","74.6",".202",NA,"Toyota Center","558,106","15,503"
"32","","League Average","26.3","","","37","37","0.00","0.00","0.00","111.6","111.6","","98.1",".247",".399",".564",NA,".530","12.4","23.3",".191",NA,".530","12.4","76.7",".191",NA,"","627,266","16,802"
