"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%",NA,"Att.","Md."
"2","1","Atlanta Hawks","66","15865",".468","14.9",NA,".617",".246",".162",".113",".095",".383",NA,".528",".677",".426",".446",".418",".371",NA,".529",".729",NA,".061","329",NA,".235","751",NA,".215",".405",NA,"14","1"
"3","2","Boston Celtics","68","16520",".457","15.2",NA,".583",".218",".195",".086",".083",".417",NA,".538",".724",".443",".405",".411",".344",NA,".504",".816",NA,".055","292",NA,".276","937",NA,".227",".376",NA,"9","0"
"4","3","Brooklyn Nets","67","16130",".469","14.0",NA,".639",".249",".164",".129",".097",".361",NA,".532",".650",".430",".482",".471",".356",NA,".537",".764",NA,".048","250",NA,".258","822",NA,".228",".386",NA,"6","0"
"5","4","Chicago Bulls","67","16105",".483","13.9",NA,".666",".260",".146",".131",".129",".334",NA,".538",".679",".449",".449",".445",".375",NA,".477",".849",NA,".050","265",NA,".247","835",NA,".275",".443",NA,"12","1"
"6","5","Charlotte Hornets","68","16520",".460","14.0",NA,".582",".286",".176",".072",".048",".418",NA,".533",".681",".378",".396",".427",".359",NA,".540",".862",NA,".076","419",NA,".287","946",NA,".280",".366",NA,"15","0"
"7","6","Cleveland Cavaliers","67","16080",".466","13.8",NA,".611",".284",".178",".094",".056",".389",NA,".541",".693",".406",".416",".401",".349",NA,".560",".822",NA,".079","400",NA,".242","766",NA,".235",".335",NA,"8","1"
"8","7","Dallas Mavericks","67","16155",".456","15.3",NA,".567",".202",".175",".115",".074",".433",NA,".542",".726",".445",".453",".404",".343",NA,".500",".796",NA,".059","293",NA,".205","690",NA,".253",".399",NA,"11","0"
"9","8","Denver Nuggets","68","16395",".476","14.6",NA,".579",".231",".200",".075",".072",".421",NA,".568",".743",".469",".432",".421",".351",NA,".580",".855",NA,".057","296",NA,".267","928",NA,".257",".379",NA,"22","0"
"10","9","Detroit Pistons","67","16180",".425","14.0",NA,".613",".249",".208",".082",".075",".387",NA,".491",".636",".412",".343",".387",".322",NA,".487",".893",NA,".038","200",NA,".307","969",NA,".263",".358",NA,"18","0"
"11","10","Golden State Warriors","68","16370",".469","15.5",NA,".539",".210",".196",".068",".065",".461",NA,".560",".713",".506",".414",".378",".363",NA,".604",".798",NA,".061","327",NA,".282","989",NA,".221",".346",NA,"18","1"
"12","11","Houston Rockets","67","16155",".452","14.2",NA,".550",".300",".183",".036",".031",".450",NA,".541",".685",".389",".304",".324",".343",NA,".494",".788",NA,".085","427",NA,".303","953",NA,".181",".347",NA,"15","0"
"13","12","Indiana Pacers","68","16520",".460","14.1",NA,".606",".264",".179",".094",".068",".394",NA,".538",".677",".446",".421",".405",".340",NA,".499",".854",NA,".042","230",NA,".305","1085",NA,".250",".373",NA,"21","0"
"14","13","Los Angeles Clippers","69","16610",".455","14.9",NA,".611",".208",".181",".119",".103",".389",NA,".510",".683",".455",".429",".354",".367",NA,".494",".806",NA,".051","265",NA,".213","703",NA,".213",".399",NA,"16","0"
"15","14","Los Angeles Lakers","66","16090",".466","14.0",NA,".613",".283",".157",".086",".087",".387",NA,".540",".698",".414",".387",".404",".350",NA,".472",".834",NA,".063","327",NA,".311","1052",NA,".217",".381",NA,"5","0"
"16","15","Memphis Grizzlies","68","16395",".459","12.8",NA,".655",".274",".228",".109",".044",".345",NA,".521",".668",".417",".431",".372",".340",NA,".499",".843",NA,".055","313",NA,".278","985",NA,".233",".364",NA,"10","0"
"17","16","Miami Heat","69","16735",".463","14.7",NA,".584",".229",".183",".109",".063",".416",NA,".525",".695",".419",".426",".390",".374",NA,".544",".859",NA,".051","268",NA,".242","815",NA,".302",".416",NA,"20","0"
"18","17","Milwaukee Bucks","68","16370",".463","15.3",NA,".562",".228",".162",".104",".069",".438",NA,".539",".713",".417",".447",".392",".366",NA,".454",".798",NA,".046","247",NA,".248","876",NA,".244",".386",NA,"8","0"
"19","18","Minnesota Timberwolves","69","16660",".453","14.6",NA,".542",".262",".174",".059",".047",".458",NA,".538",".673",".420",".411",".376",".352",NA,".517",".801",NA,".064","351",NA,".276","952",NA,".223",".382",NA,"15","0"
"20","19","New Orleans Pelicans","67","16155",".453","13.8",NA,".627",".266",".183",".095",".084",".373",NA,".526",".667",".422",".453",".385",".330",NA,".537",".876",NA,".056","295",NA,".289","909",NA,".240",".375",NA,"16","2"
"21","20","New York Knicks","67","16180",".436","14.6",NA,".578",".251",".161",".087",".079",".422",NA,".495",".652",".376",".383",".364",".354",NA,".451",".792",NA,".067","338",NA,".238","711",NA,".206",".377",NA,"6","0"
"22","21","Oklahoma City Thunder","66","15940",".423","14.3",NA,".583",".210",".252",".076",".044",".417",NA,".501",".629",".438",".429",".378",".314",NA,".460",".824",NA,".052","258",NA,".319","951",NA,".202",".347",NA,"6","0"
"23","22","Orlando Magic","68","16370",".434","14.3",NA,".587",".229",".224",".069",".065",".413",NA,".508",".660",".432",".425",".325",".329",NA,".495",".870",NA,".062","327",NA,".267","839",NA,".208",".365",NA,"11","0"
"24","23","Philadelphia 76ers","65","15700",".461","14.0",NA,".631",".235",".195",".124",".077",".369",NA,".522",".698",".410",".420",".439",".357",NA,".493",".836",NA,".047","232",NA,".247","770",NA,".231",".378",NA,"9","0"
"25","24","Phoenix Suns","67","16105",".481","14.3",NA,".645",".181",".227",".147",".090",".355",NA,".546",".694",".512",".491",".428",".363",NA,".556",".833",NA,".052","291",NA,".217","747",NA,".260",".385",NA,"12","0"
"26","25","Portland Trail Blazers","66","15865",".443","14.8",NA,".568",".252",".168",".073",".075",".432",NA,".513",".626",".429",".419",".413",".350",NA,".486",".777",NA,".043","214",NA,".268","818",NA,".210",".369",NA,"7","0"
"27","26","Sacramento Kings","69","16635",".459","13.8",NA,".623",".231",".222",".102",".069",".377",NA,".529",".697",".434",".423",".429",".342",NA,".492",".798",NA,".061","316",NA,".261","895",NA,".216",".386",NA,"12","1"
"28","27","San Antonio Spurs","68","16445",".467","13.2",NA,".663",".237",".229",".126",".071",".337",NA,".527",".666",".461",".451",".409",".350",NA,".552",".909",NA,".036","207",NA,".295","1048",NA,".225",".370",NA,"9","1"
"29","28","Toronto Raptors","67","16205",".443","14.3",NA,".627",".223",".207",".102",".095",".373",NA,".496",".651",".423",".411",".384",".354",NA,".437",".790",NA,".056","288",NA,".248","796",NA,".225",".409",NA,"14","2"
"30","29","Utah Jazz","67","16105",".473","15.1",NA,".531",".204",".232",".066",".028",".469",NA,".570",".728",".486",".446",".404",".363",NA,".453",".730",NA,".069","357",NA,".249","821",NA,".241",".396",NA,"10","1"
"31","30","Washington Wizards","66","15990",".468","13.7",NA,".641",".231",".232",".104",".074",".359",NA,".540",".722",".452",".420",".414",".340",NA,".525",".847",NA,".064","321",NA,".289","943",NA,".249",".407",NA,"7","0"
"32","","League Average","67","16246",".458","14.3",NA,".601",".241",".193",".095",".072",".399",NA,".530",".682",".436",".429",".402",".350",NA,".509",".820",NA,".057","298",NA,".266","877",NA,".234",".381",NA,"12.1","0.4"
