"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Golden State Warriors",50,241,36.8,86.6,0.425,11.8,36.1,0.326,25,50.5,0.496,16.6,22.1,0.754,9.7,33.1,42.8,21.8,8.4,4.1,15.1,17.8,102
"2",2,"Cleveland Cavaliers",50,240,38.8,87.7,0.442,11.4,33.4,0.34,27.4,54.2,0.506,13.5,18,0.751,10.8,32.5,43.3,23,8.7,4.6,13.7,19,102.5
"3",3,"Dallas Mavericks",51,241,38.7,85.3,0.454,10.9,32.3,0.336,27.9,53,0.526,15.1,20,0.755,9.1,35.2,44.3,23.4,6.9,3.8,13.5,19.9,103.4
"4",4,"Miami Heat",50,242.5,37,83.6,0.443,13.6,39,0.348,23.4,44.6,0.526,16.9,21.6,0.781,9.3,32.1,41.4,23.3,7.3,4.4,15.4,20,104.5
"5",5,"Boston Celtics",51,243.9,38.4,87.8,0.437,12,35,0.342,26.4,52.8,0.501,16,20.6,0.778,10.1,34.6,44.6,21.7,7.6,4.8,13.8,19.1,104.8
"6",6,"New York Knicks",50,241,37.8,85.7,0.441,13.1,37.5,0.348,24.8,48.2,0.513,16.1,20.8,0.774,9.5,34.2,43.7,24.2,7.4,4.7,12.9,19.4,104.8
"7",7,"Phoenix Suns",49,240.5,39,88.9,0.439,11.3,34.2,0.332,27.7,54.7,0.506,15.6,20.9,0.747,10.9,34.1,45,22.3,7.6,4.1,15,19.2,105
"8",8,"Philadelphia 76ers",49,241.5,39,86.7,0.449,11.5,33.5,0.343,27.4,53.2,0.516,15.8,20.6,0.77,10.5,34.6,45.1,23.2,6.6,4.7,13.6,19.1,105.2
"9",9,"Los Angeles Clippers",52,241,40.1,91,0.441,11.3,34.4,0.329,28.8,56.6,0.509,15,18.9,0.793,12.2,35.8,48,23.8,8.1,4.3,14.1,19,106.5
"10",10,"Toronto Raptors",47,242.1,38.6,84.1,0.459,12.5,34.8,0.358,26.1,49.3,0.53,17,21.4,0.793,10.7,33.7,44.4,24.3,6.8,5.1,16.2,18.8,106.7
"11",11,"Denver Nuggets",49,241,40,86.1,0.465,11.6,34.1,0.34,28.4,51.9,0.547,15.3,20.3,0.75,9.5,33.5,43,24.3,7.5,4.8,13.5,19.3,106.9
"12",12,"Utah Jazz",51,240,41,90.5,0.453,11.8,34.3,0.343,29.2,56.2,0.52,14,18.7,0.752,10,32.1,42.2,23.2,7.5,4.2,12,20.3,107.8
"13",13,"Oklahoma City Thunder",48,240.5,40,89.7,0.446,13.5,38.6,0.349,26.5,51,0.519,14.5,19.5,0.745,11.1,37.9,49,25.3,7.9,6.3,13.4,17.5,108
"14",14,"Memphis Grizzlies",52,241,39.6,87.7,0.452,12.6,35.2,0.358,27,52.5,0.515,16.4,20.9,0.781,9.8,33,42.8,25.1,7.4,6.3,15.4,18.9,108.2
"15",15,"Milwaukee Bucks",52,241,39.9,90.3,0.443,14.1,41.4,0.342,25.8,48.9,0.528,14.8,19.7,0.753,10.5,34.7,45.1,24.9,7.5,4.5,13.6,19.2,108.8
"16",16,"Chicago Bulls",49,240,40.3,87,0.464,11.7,32.1,0.363,28.7,54.9,0.523,16.8,21.2,0.794,9.5,34.3,43.8,24.4,7.5,5.2,13.9,17.8,109.2
"17",17,"New Orleans Pelicans",49,241,40.2,85.8,0.468,12.9,35.1,0.369,27.2,50.7,0.537,16.7,21.1,0.788,9.1,33.8,43,24.3,7.6,5,13.4,20.1,110
"18",18,"Brooklyn Nets",49,241,40.2,91.4,0.44,12,36.5,0.328,28.3,54.9,0.515,17.6,22,0.799,11.3,33.2,44.5,23.2,7.8,5.2,12.9,19.4,110
"19",19,"Washington Wizards",49,242,40.6,89.2,0.455,10.9,31.1,0.35,29.7,58.1,0.511,18,22.4,0.803,10.6,34.4,44.9,23,7.6,4.3,11.9,20.4,110.1
"20",20,"Orlando Magic",51,240.5,40.2,87.7,0.459,12.8,35.2,0.364,27.4,52.5,0.522,17.2,22.2,0.773,10.4,35.8,46.2,24.4,7.9,5.5,13.6,18.5,110.4
"21",21,"Minnesota Timberwolves",50,241.5,39,86,0.453,13.2,37.8,0.349,25.8,48.3,0.535,19.4,25.1,0.773,11,35.1,46.1,25.5,7.6,5.1,16.9,20.6,110.6
"22",22,"Indiana Pacers",51,242.9,40.8,87.1,0.469,11.1,31.1,0.358,29.7,55.9,0.531,17.9,22.6,0.793,9.9,33.2,43.1,23,8,4.9,13.2,19.5,110.7
"23",23,"Atlanta Hawks",49,240,41.5,89.2,0.465,13,36.6,0.354,28.5,52.6,0.543,15.4,19.4,0.794,9.9,33.6,43.6,25.6,7.2,4.5,12.2,20.2,111.3
"24",24,"San Antonio Spurs",51,241.5,42.5,91.6,0.464,11.5,33,0.35,30.9,58.6,0.528,14.8,19.7,0.752,11.4,35.7,47.1,23.9,7.3,5.4,13.8,18.1,111.4
"25",25,"Detroit Pistons",49,241,40.6,85.9,0.473,12.2,33.1,0.368,28.4,52.8,0.539,18.2,23.6,0.772,10,36.6,46.7,25.3,7.6,5.2,15.3,20.3,111.6
"26",26,"Los Angeles Lakers",51,243.9,41.2,90.4,0.456,12.6,36.7,0.344,28.6,53.6,0.533,17.5,23.3,0.753,11.1,36,47.1,25.8,8.2,4,14.9,19.7,112.6
"27",27,"Portland Trail Blazers",50,240.5,41.2,86.5,0.476,13.5,36.5,0.37,27.7,50,0.554,16.8,22.1,0.76,9.1,34.3,43.4,26,7.6,4.5,13.5,19.9,112.7
"28",28,"Charlotte Hornets",51,242,41.7,90,0.464,14.1,39.5,0.357,27.6,50.5,0.547,17.1,22,0.775,10.9,36.6,47.5,25.8,7.4,4.8,15.3,19.5,114.6
"29",29,"Sacramento Kings",51,241.5,43.2,91.4,0.472,12.2,34,0.357,31,57.4,0.541,16.2,20.9,0.772,11.2,35.3,46.5,24.6,7.8,5.2,13.1,19.1,114.7
"30",30,"Houston Rockets",49,240.5,42.8,90.4,0.473,13.3,38.2,0.349,29.5,52.2,0.565,17.9,22.9,0.784,10.9,34.4,45.3,25.2,9.7,5.8,13.8,22.2,116.8
"31",NA,"League Average",50,241.3,40,88,0.455,12.3,35.4,0.349,27.7,52.7,0.526,16.3,21.2,0.772,10.3,34.4,44.8,24.1,7.7,4.8,14,19.4,108.7
