"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","0-3","3-10","10-16","16-3P","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%"
"2","1","Atlanta Hawks","71","17065",".470","14.5",NA,".605",".261",".159",".103",".082",".395",NA,".540",".690",".419",".459",".398",".364",NA,".510",".843",NA,".060","334",NA,".257","929",NA,".233",".384"
"3","2","Boston Celtics","72","17480",".430","15.3",NA,".602",".188",".216",".102",".095",".398",NA,".492",".703",".396",".401",".391",".336",NA,".468",".793",NA,".046","271",NA,".255","827",NA,".216",".355"
"4","3","Brooklyn Nets","71","17090",".453","14.2",NA,".600",".260",".172",".092",".076",".400",NA,".527",".682",".399",".431",".407",".342",NA,".503",".789",NA,".056","316",NA,".271","953",NA,".243",".364"
"5","4","Chicago Bulls","70","16825",".469","13.3",NA,".637",".297",".173",".091",".077",".363",NA,".528",".667",".414",".406",".392",".365",NA,".514",".827",NA,".057","320",NA,".289","986",NA,".230",".415"
"6","5","Charlotte Hornets","71","17240",".463","14.5",NA,".570",".262",".173",".076",".059",".430",NA,".543",".681",".432",".407",".435",".357",NA,".527",".828",NA,".068","371",NA,".266","943",NA,".271",".365"
"7","6","Cleveland Cavaliers","71","17090",".448","13.7",NA,".620",".298",".160",".091",".071",".380",NA,".510",".614",".415",".417",".406",".348",NA,".513",".822",NA,".060","324",NA,".271","886",NA,".261",".363"
"8","7","Dallas Mavericks","71","17115",".457","13.9",NA,".624",".239",".205",".108",".072",".376",NA,".528",".694",".451",".427",".348",".340",NA,".516",".825",NA,".058","303",NA,".258","897",NA,".252",".379"
"9","8","Denver Nuggets","72","17380",".466","14.2",NA,".606",".225",".216",".095",".070",".394",NA,".547",".725",".465",".448",".364",".342",NA,".526",".821",NA,".059","338",NA,".262","962",NA,".237",".368"
"10","9","Detroit Pistons","71","17140",".473","13.7",NA,".623",".260",".212",".080",".070",".377",NA,".538",".668",".471",".427",".383",".367",NA,".535",".822",NA,".064","342",NA,".283","971",NA,".252",".422"
"11","10","Golden State Warriors","71","17090",".438","14.8",NA,".582",".176",".256",".088",".062",".418",NA,".508",".694",".449",".426",".345",".339",NA,".488",".845",NA,".046","260",NA,".272","904",NA,".244",".400"
"12","11","Houston Rockets","71","17115",".484","14.1",NA,".591",".273",".171",".086",".061",".409",NA,".572",".713",".458",".463",".415",".357",NA,".498",".803",NA,".074","422",NA,".265","991",NA,".243",".380"
"13","12","Indiana Pacers","72","17480",".474","13.6",NA,".637",".259",".204",".103",".072",".363",NA,".538",".683",".447",".431",".419",".362",NA,".494",".797",NA,".066","362",NA,".279","1001",NA,".221",".391"
"14","13","Los Angeles Clippers","73","17595",".448","13.7",NA,".622",".253",".208",".102",".059",".378",NA,".512",".657",".419",".425",".372",".343",NA,".506",".804",NA,".057","332",NA,".274","957",NA,".219",".348"
"15","14","Los Angeles Lakers","71","17315",".464","14.0",NA,".604",".263",".190",".085",".065",".396",NA,".539",".705",".422",".396",".391",".351",NA,".520",".837",NA,".062","351",NA,".275","1008",NA,".201",".370"
"16","15","Memphis Grizzlies","72","17355",".452","14.0",NA,".608",".273",".171",".098",".066",".392",NA,".516",".648",".397",".430",".408",".352",NA,".541",".826",NA,".063","350",NA,".271","922",NA,".174",".392"
"17","16","Miami Heat","71","17215",".444","15.3",NA,".546",".217",".173",".096",".059",".454",NA,".530",".694",".435",".421",".390",".339",NA,".505",".835",NA,".045","242",NA,".238","809",NA,".267",".375"
