"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"18","17","Milwaukee Bucks","71","17090",".453","15.6",NA,".550",".214",".167",".098",".070",".450",NA,".535",".698",".434",".436",".418",".352",NA,".511",".828",NA,".046","262",NA,".241","877",NA,".207",".365"
"19","18","Minnesota Timberwolves","72","17380",".453","14.4",NA,".568",".254",".169",".084",".061",".432",NA,".534",".692",".407",".390",".432",".346",NA,".559",".845",NA,".065","372",NA,".269","913",NA,".285",".373"
"20","19","New Orleans Pelicans","71","17115",".465","14.8",NA,".584",".231",".171",".103",".080",".416",NA,".541",".699",".457",".443",".391",".359",NA,".507",".809",NA,".047","262",NA,".249","886",NA,".222",".411"
"21","20","New York Knicks","71","17140",".445","14.7",NA,".570",".261",".146",".089",".073",".430",NA,".520",".659",".413",".437",".343",".345",NA,".524",".836",NA,".054","301",NA,".262","882",NA,".234",".350"
"22","21","Oklahoma City Thunder","71","17140",".455","14.8",NA,".574",".202",".222",".082",".069",".426",NA,".531",".676",".476",".456",".370",".352",NA,".521",".856",NA,".056","298",NA,".273","969",NA,".263",".406"
"23","22","Orlando Magic","72","17355",".458","14.7",NA,".597",".214",".199",".101",".083",".403",NA,".522",".652",".462",".447",".421",".364",NA,".507",".818",NA,".053","314",NA,".254","864",NA,".222",".393"
"24","23","Philadelphia 76ers","70","16925",".454","14.0",NA,".619",".254",".184",".108",".073",".381",NA,".523",".692",".396",".402",".433",".342",NA,".509",".791",NA,".062","339",NA,".257","860",NA,".209",".371"
"25","24","Phoenix Suns","72","17330",".442","14.6",NA,".614",".195",".231",".100",".087",".386",NA,".507",".673",".454",".429",".367",".338",NA,".488",".785",NA,".044","250",NA,".261","917",NA,".192",".353"
"26","25","Portland Trail Blazers","70","16825",".476","14.4",NA,".570",".271",".161",".079",".059",".430",NA,".555",".682",".459",".408",".434",".370",NA,".547",".845",NA,".059","319",NA,".258","912",NA,".288",".406"
"27","26","Sacramento Kings","73","17620",".481","13.9",NA,".618",".245",".209",".092",".072",".382",NA,".550",".714",".447",".430",".447",".368",NA,".481",".806",NA,".058","347",NA,".281","1061",NA,".222",".399"
"28","27","San Antonio Spurs","72","17405",".470","13.4",NA,".638",".266",".208",".095",".070",".362",NA,".533",".658",".438",".452",".449",".359",NA,".466",".798",NA,".059","331",NA,".308","1078",NA,".201",".409"
"29","28","Toronto Raptors","71","17190",".462","14.4",NA,".587",".242",".195",".090",".060",".413",NA,".540",".703",".422",".435",".426",".352",NA,".541",".870",NA,".061","325",NA,".265","887",NA,".310",".379"
"30","29","Utah Jazz","71","17065",".449","14.6",NA,".612",".193",".219",".117",".082",".388",NA,".517",".699",".432",".441",".424",".343",NA,".483",".776",NA,".047","264",NA,".245","872",NA,".206",".369"
"31","30","Washington Wizards","70","16950",".462","14.1",NA,".650",".207",".240",".113",".089",".350",NA,".519",".695",".452",".432",".404",".356",NA,".484",".796",NA,".057","297",NA,".268","930",NA,".204",".378"
"32","","League Average","71","17204",".459","14.3",NA,".601",".242",".193",".095",".072",".399",NA,".530",".682",".436",".429",".401",".352",NA,".509",".820",NA,".057","317",NA,".266","928",NA,".235",".381"
