"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Minnesota Timberwolves",80,241.3,41.6,90.9,0.457,14.8,41.3,0.357,26.8,49.6,0.54,17.9,23,0.778,11.2,33,44.3,25.6,8.8,5.6,14.4,21.7,115.8
"2",2,"Memphis Grizzlies",79,241.3,43.5,94.4,0.461,11.4,32.5,0.351,32.1,61.9,0.519,17,23.2,0.735,14.1,35.3,49.4,25.7,9.8,6.5,13.2,19.7,115.4
"3",3,"Milwaukee Bucks",79,240.9,41.7,89.2,0.467,14.1,38.6,0.366,27.5,50.6,0.544,17.7,22.8,0.775,10.2,36.5,46.7,23.8,7.5,4,13.5,18.2,115.2
"4",4,"Phoenix Suns",79,240.6,43.7,89.7,0.487,11.6,31.7,0.365,32.1,58,0.553,16.1,20.2,0.798,9.5,35.6,45.1,27.4,8.5,4.4,13,19.7,115
"5",5,"Charlotte Hornets",79,242.5,42.5,91.5,0.465,13.8,38.3,0.362,28.7,53.3,0.539,15.9,21.5,0.739,10.9,33.6,44.5,27.9,8.7,4.8,13.2,19.9,114.8
"6",6,"Atlanta Hawks",79,240.3,41.4,88.3,0.469,12.8,34.3,0.373,28.6,54,0.53,18.1,22.4,0.811,10,34,44,24.6,7.1,4.3,11.9,18.7,113.7
"7",7,"Utah Jazz",79,240.6,40.6,86.2,0.471,14.6,40.5,0.362,25.9,45.8,0.567,17.6,22.9,0.769,10.6,35.5,46.1,22.3,7.2,4.8,14,19,113.5
"8",8,"San Antonio Spurs",79,241.6,43.4,92.9,0.467,11.3,32.1,0.353,32.1,60.8,0.527,15.1,20.1,0.751,11.2,34.3,45.5,28,7.6,5,12.8,18,113.2
"9",9,"Brooklyn Nets",79,240.9,41.8,88.4,0.473,11.5,31.7,0.361,30.4,56.7,0.536,17.4,21.7,0.803,10.3,34,44.3,25.1,7.2,5.4,14,20.4,112.6
"10",10,"Denver Nuggets",80,241.3,41.5,86.2,0.482,12.7,35.8,0.353,28.9,50.4,0.573,16.5,20.8,0.794,9.2,35,44.1,27.7,7.2,3.7,14.5,19.8,112.3
"11",11,"Chicago Bulls",79,240.6,41.8,87.1,0.479,10.7,29.1,0.367,31.1,58.1,0.536,17.4,21.4,0.815,8.6,33.8,42.4,23.9,7.1,4.2,12.7,18.8,111.6
"12",12,"Los Angeles Lakers",79,243.5,41.7,88.9,0.469,12,34.4,0.349,29.7,54.4,0.545,16.2,22.3,0.727,9.5,34.4,43.9,24.1,7.7,5.2,14.5,20.3,111.6
"13",13,"Boston Celtics",79,242.8,40.5,87.3,0.464,13,36.8,0.354,27.5,50.4,0.545,17.2,21,0.817,10.5,35.5,46,24.6,7.2,5.9,13.6,18.6,111.2
"14",14,"Indiana Pacers",80,242.5,41.4,89.4,0.463,12.1,35.4,0.342,29.3,54.1,0.542,16.3,21.2,0.769,11.3,32.9,44.2,25.3,7,5.6,14.5,20.4,111.2
"15",15,"Golden State Warriors",79,240.6,40.4,86.4,0.467,14.3,39.7,0.362,26,46.8,0.557,15.6,20.4,0.766,9.8,35.7,45.5,26.9,8.8,4.6,14.9,21,110.7
"16",16,"Sacramento Kings",80,241.6,40.5,88.3,0.459,11.5,33.4,0.343,29.1,54.9,0.53,17.9,23.2,0.771,9.7,33.3,43,23.7,7.1,4.5,14.1,19,110.4
"17",17,"Miami Heat",80,242.2,39.6,84.9,0.466,13.6,35.8,0.379,26,49.1,0.53,17.3,21.4,0.809,9.9,33.9,43.8,25.6,7.4,3.3,14.6,20.6,110
"18",18,"Houston Rockets",80,240.9,39.3,86.4,0.455,13.5,38.7,0.348,25.8,47.7,0.541,17.5,24.6,0.712,9.7,32.5,42.1,23.6,7.4,4.7,16.6,20.7,109.6
"19",19,"Philadelphia 76ers",79,241.6,39.2,84.5,0.464,11.6,31.8,0.364,27.6,52.7,0.524,19.5,23.8,0.82,8.5,33.9,42.4,23.5,7.6,5.4,12.5,19.3,109.5
"20",20,"Toronto Raptors",79,242.2,40.6,91.3,0.445,12,34.2,0.349,28.6,57,0.502,16.2,21.5,0.755,13.4,32,45.5,22,9,4.6,12.5,19.7,109.4
"21",21,"New Orleans Pelicans",79,240.9,40.1,87.7,0.457,10.6,31.9,0.333,29.5,55.8,0.528,18.2,23.1,0.789,11.8,33.6,45.4,24.9,8.2,4.1,14.1,19.7,109
"22",22,"Washington Wizards",79,241.9,40.6,86.2,0.471,10.5,30.7,0.343,30.1,55.5,0.542,17.2,21.8,0.786,9,34.2,43.2,25.1,6.3,5,13,18.9,108.9
"23",23,"Los Angeles Clippers",79,241.3,39.9,87.5,0.457,12.6,34.1,0.37,27.3,53.4,0.512,15.4,19.4,0.792,9.1,34.6,43.6,23.9,7.5,4.9,13.7,18.7,107.9
"24",24,"Cleveland Cavaliers",80,240.6,39.6,84.6,0.468,11.6,32.8,0.353,28,51.8,0.54,16.8,22.1,0.76,10.2,34.1,44.3,25.1,7.1,4.2,14.5,17.3,107.5
"25",25,"Dallas Mavericks",79,240.9,39.1,85.3,0.458,12.9,37.3,0.345,26.2,48,0.547,16.1,20.9,0.771,9.3,33.7,42.9,23.2,6.7,4,12.5,19.7,107.2
"26",26,"Portland Trail Blazers",79,240.6,38.8,87.5,0.443,12.9,37,0.348,25.9,50.5,0.513,16.7,21.9,0.76,10.6,32.7,43.4,22.9,7.9,4.5,14.3,20.9,107.1
"27",27,"New York Knicks",79,241.3,37.7,86.2,0.437,13.1,36.8,0.357,24.5,49.4,0.496,18.1,24.2,0.746,11.5,34.7,46.2,21.7,6.9,4.9,13.3,20.5,106.5
"28",28,"Detroit Pistons",79,241.3,38.2,88.8,0.431,11.3,34.5,0.328,26.9,54.3,0.497,17,21.8,0.78,10.9,32.1,43,23.4,7.8,4.8,14.2,22,104.8
"29",29,"Oklahoma City Thunder",79,241.6,38.3,89,0.43,12.2,37.5,0.324,26.2,51.5,0.508,15.2,20.1,0.757,10.4,35.5,45.9,22.2,7.6,4.7,14.1,18.1,104
"30",30,"Orlando Magic",80,241.3,38.2,88.2,0.433,12,36.4,0.33,26.2,51.7,0.506,15.6,19.8,0.786,9.2,35.1,44.3,23.6,6.8,4.5,14.5,19.7,104
"31",NA,"League Average",79,241.4,40.6,88.1,0.46,12.4,35.2,0.353,28.2,52.9,0.532,16.9,21.8,0.774,10.3,34.2,44.5,24.6,7.6,4.7,13.8,19.6,110.4
