"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Phoenix Suns","27.5","56","14","52","18","8.21","-0.69","7.53","114.8","106.5","+8.3","99.6",".222",".355",".581",NA,".549","11.5","22.3",".177",NA,".507","13.0","77.3",".184",NA,"Phoenix Suns Arena","594,887","16,078"
"3","2","Utah Jazz","29.4","43","26","48","21","6.33","-0.48","5.85","116.5","110.1","+6.4","97.7",".267",".470",".592",NA,".558","12.9","24.9",".207",NA,".518","10.9","78.2",".162",NA,"Vivint Smart Home Arena","659,016","18,306"
"4","3","Golden State Warriors","27.7","47","23","48","22","6.16","-0.06","6.10","112.5","106.3","+6.2","98.6",".233",".463",".582",NA,".552","13.4","22.6",".178",NA,".509","13.3","78.8",".198",NA,"Chase Center","668,368","18,064"
"5","4","Boston Celtics","26.1","42","28","48","22","5.81","-0.46","5.36","112.2","106.2","+6.0","96.5",".241",".418",".566",NA,".528","12.4","24.2",".197",NA,".497","12.5","77.3",".183",NA,"TD Garden","670,460","18,624"
"6","5","Memphis Grizzlies","23.9","48","22","46","24","5.34","-0.57","4.77","114.2","108.9","+5.3","100.0",".246",".345",".549",NA,".519","11.2","30.2",".180",NA,".521","13.2","77.5",".192",NA,"FedEx Forum","525,539","15,457"
"7","6","Miami Heat","28.1","46","24","45","25","4.63","-0.29","4.34","112.9","108.1","+4.8","95.9",".251",".416",".578",NA,".540","13.4","24.2",".203",NA,".521","14.0","78.2",".207",NA,"FTX Arena","667,168","19,623"
"8","7","Milwaukee Bucks","28.4","44","26","43","27","3.96","-0.39","3.57","114.8","110.9","+3.9","99.7",".258",".436",".579",NA,".545","11.9","23.1",".200",NA,".530","11.8","78.2",".166",NA,"Fiserv Forum","625,609","17,378"
"9","8","Minnesota Timberwolves","24.1","41","30","43","28","3.31","-0.30","3.01","113.7","110.4","+3.3","100.8",".250",".456",".569",NA,".535","12.6","24.7",".194",NA,".528","14.4","75.0",".230",NA,"Target Center","554,332","15,838"
"10","9","Dallas Mavericks","26.7","43","26","41","28","3.04","-0.07","2.98","111.4","108.2","+3.2","95.4",".243",".433",".563",NA,".530","11.7","21.3",".186",NA,".519","12.6","77.9",".179",NA,"American Airlines Center","686,931","19,627"
"11","10","Cleveland Cavaliers","24.7","39","30","41","28","2.97","-0.03","2.94","111.1","108.0","+3.1","96.2",".258",".387",".568",NA,".534","13.5","24.0",".197",NA,".513","12.5","76.4",".165",NA,"Rocket Mortgage Fieldhouse","602,772","18,266"
"12","11","Denver Nuggets","27.7","42","28","41","29","2.84","-0.23","2.62","113.5","110.6","+2.9","97.7",".238",".421",".584",NA,".552","13.1","21.4",".188",NA,".532","11.9","78.1",".184",NA,"Ball Arena","544,842","16,510"
"13","12","Philadelphia 76ers","26.7","42","26","38","30","1.90","-0.10","1.80","112.3","110.3","+2.0","96.0",".279",".370",".571",NA,".527","11.6","19.8",".229",NA,".521","12.1","76.6",".190",NA,"Wells Fargo Center","697,267","20,508"
"14","13","Toronto Raptors","24.7","39","30","38","31","1.58","0.09","1.67","112.2","110.6","+1.6","96.2",".236",".374",".541",NA,".508","11.2","28.2",".178",NA,".535","14.6","75.5",".201",NA,"Scotiabank Arena","369,143","11,536"
"15","14","Chicago Bulls","26.3","41","28","37","32","1.20","-0.48","0.73","113.4","112.2","+1.2","98.7",".242",".335",".582",NA,".545","11.9","20.2",".197",NA,".534","12.0","78.5",".196",NA,"United Center","727,799","20,794"
"16","15","Atlanta Hawks","26.2","34","35","36","33","0.68","0.15","0.83","115.7","115.0","+0.7","97.4",".251",".385",".576",NA,".538","10.8","23.0",".203",NA,".543","11.3","77.3",".174",NA,"State Farm Arena","566,835","16,195"
"17","16","Brooklyn Nets","29.2","36","34","35","35","0.20","0.03","0.23","112.8","112.6","+0.2","98.9",".241",".358",".571",NA,".535","12.3","23.6",".192",NA,".521","11.7","75.4",".200",NA,"Barclays Center","568,374","17,223"
"18","17","Charlotte Hornets","25.6","35","35","35","35","0.07","-0.02","0.05","113.1","113.0","+0.1","100.4",".238",".418",".566",NA,".537","11.5","23.2",".176",NA,".541","13.2","74.9",".188",NA,"Spectrum Center","580,167","17,064"
"19","18","San Antonio Spurs","24.7","27","43","34","36","-0.56","0.02","-0.53","111.9","112.5","-0.6","100.2",".210",".339",".554",NA,".527","11.1","23.9",".156",NA,".535","12.2","75.2",".176",NA,"AT&T Center","529,458","14,707"
"20","19","New York Knicks","26.2","29","40","33","36","-0.64","0.14","-0.49","109.8","110.4","-0.6","96.2",".276",".422",".549",NA,".512","12.3","25.0",".207",NA,".518","11.5","78.5",".196",NA,"Madison Square Garden (IV)","604,988","18,333"
"21","20","Los Angeles Clippers","27.5","36","36","34","38","-0.82","-0.01","-0.83","108.6","109.5","-0.9","98.0",".218",".387",".558",NA,".525","12.7","20.6",".171",NA,".512","12.2","74.6",".167",NA,"Crypto.com Arena","584,183","16,691"
"22","21","New Orleans Pelicans","25.7","28","41","30","39","-1.88","0.40","-1.49","110.8","112.8","-2.0","97.2",".259",".373",".554",NA,".516","12.8","26.2",".203",NA,".542","12.6","78.0",".199",NA,"Smoothie King Center","561,328","15,592"
"23","22","Los Angeles Lakers","30.5","29","40","28","41","-2.86","-0.28","-3.13","108.9","111.7","-2.8","100.2",".253",".392",".562",NA,".532","13.0","21.0",".184",NA,".532","12.6","75.3",".191",NA,"Crypto.com Arena","688,643","18,612"
