"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"13","12","Indiana Pacers","69","16760",".461","14.0",NA,".606",".265",".178",".095",".068",".394",NA,".539",".676",".447",".424",".404",".342",NA,".497",".853",NA,".042","236",NA,".304","1096",NA,".249",".373",NA,"21","0"
"14","13","Los Angeles Clippers","71","17115",".454","14.8",NA,".613",".209",".182",".119",".102",".387",NA,".510",".681",".455",".434",".349",".366",NA,".496",".808",NA,".052","277",NA,".212","720",NA,".215",".398",NA,"17","0"
"15","14","Los Angeles Lakers","68","16570",".465","14.0",NA,".610",".283",".155",".084",".087",".390",NA,".538",".695",".413",".386",".402",".350",NA,".473",".833",NA,".063","334",NA,".311","1078",NA,".218",".378",NA,"5","0"
"16","15","Memphis Grizzlies","69","16635",".459","12.8",NA,".656",".273",".231",".108",".044",".344",NA,".521",".669",".417",".431",".369",".341",NA,".500",".845",NA,".056","322",NA,".279","1005",NA,".236",".362",NA,"11","0"
"17","16","Miami Heat","69","16735",".463","14.7",NA,".584",".229",".183",".109",".063",".416",NA,".525",".695",".419",".426",".390",".374",NA,".544",".859",NA,".051","268",NA,".242","815",NA,".302",".416",NA,"20","0"
"18","17","Milwaukee Bucks","69","16610",".463","15.2",NA,".563",".227",".163",".105",".069",".437",NA,".539",".714",".418",".444",".393",".366",NA,".453",".799",NA,".046","251",NA,".247","885",NA,".244",".389",NA,"8","0"
"19","18","Minnesota Timberwolves","70","16900",".454","14.6",NA,".544",".264",".174",".060",".046",".456",NA,".539",".675",".419",".416",".376",".353",NA,".517",".798",NA,".065","358",NA,".277","969",NA,".223",".382",NA,"15","0"
"20","19","New Orleans Pelicans","68","16395",".454","13.8",NA,".627",".268",".182",".094",".083",".373",NA,".527",".668",".422",".456",".385",".330",NA,".539",".873",NA,".056","303",NA,".290","927",NA,".239",".372",NA,"16","2"
"21","20","New York Knicks","68","16420",".436","14.6",NA,".579",".251",".162",".087",".079",".421",NA,".496",".653",".377",".383",".364",".354",NA,".453",".795",NA,".068","347",NA,".238","720",NA,".206",".377",NA,"6","0"
"22","21","Oklahoma City Thunder","68","16420",".424","14.3",NA,".582",".209",".253",".076",".044",".418",NA,".502",".633",".436",".432",".377",".315",NA,".462",".828",NA,".052","270",NA,".318","980",NA,".204",".344",NA,"6","0"
"23","22","Orlando Magic","69","16635",".434","14.4",NA,".587",".229",".223",".069",".065",".413",NA,".508",".660",".430",".426",".326",".330",NA,".498",".866",NA,".062","331",NA,".267","852",NA,".208",".372",NA,"11","0"
"24","23","Philadelphia 76ers","67","16205",".460","14.1",NA,".630",".234",".195",".123",".078",".370",NA,".520",".695",".408",".416",".438",".358",NA,".494",".836",NA,".046","237",NA,".247","787",NA,".230",".384",NA,"9","0"
"25","24","Phoenix Suns","68","16345",".483","14.3",NA,".645",".183",".226",".146",".090",".355",NA,".549",".695",".514",".492",".429",".362",NA,".556",".833",NA,".052","296",NA,".218","768",NA,".259",".385",NA,"12","0"
"26","25","Portland Trail Blazers","67","16105",".444","14.7",NA,".571",".255",".168",".074",".074",".429",NA,".514",".627",".428",".419",".414",".351",NA,".488",".775",NA,".043","220",NA,".270","836",NA,".210",".371",NA,"7","0"
"27","26","Sacramento Kings","70","16875",".459","13.8",NA,".624",".232",".222",".101",".069",".376",NA,".529",".697",".432",".424",".430",".343",NA,".493",".800",NA,".061","320",NA,".262","911",NA,".215",".388",NA,"12","1"
"28","27","San Antonio Spurs","69","16685",".468","13.2",NA,".662",".239",".228",".126",".070",".338",NA,".529",".669",".460",".449",".415",".350",NA,".552",".911",NA,".036","211",NA,".296","1071",NA,".225",".368",NA,"9","1"
"29","28","Toronto Raptors","68","16445",".442","14.3",NA,".626",".224",".207",".101",".095",".374",NA,".496",".650",".424",".411",".381",".352",NA,".438",".793",NA,".056","292",NA,".249","811",NA,".225",".411",NA,"14","2"
"30","29","Utah Jazz","68","16345",".472","15.1",NA,".530",".203",".232",".067",".028",".470",NA,".568",".728",".483",".445",".398",".363",NA,".453",".729",NA,".069","363",NA,".248","828",NA,".238",".393",NA,"10","1"
"31","30","Washington Wizards","67","16230",".469","13.7",NA,".642",".229",".233",".104",".075",".358",NA,".540",".724",".456",".417",".413",".340",NA,".526",".848",NA,".064","330",NA,".287","953",NA,".247",".407",NA,"7","0"
"32","","League Average","68","16521",".458","14.3",NA,".601",".241",".193",".095",".072",".399",NA,".530",".682",".436",".429",".402",".351",NA,".509",".820",NA,".057","304",NA,".266","891",NA,".234",".381",NA,"12.2","0.4"
