"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Golden State Warriors","28.2","36","13","37","12","8.24","-0.04","8.21","111.2","102.9","+8.3","98.6",".237",".462",".578",NA,".549","14.1","23.1",".180",NA,".494","13.7","79.3",".193",NA,"Chase Center","487,728","18,064"
"3","2","Phoenix Suns","27.7","39","9","35","13","7.96","-0.16","7.80","113.3","105.3","+8.0","99.4",".226",".354",".574",NA,".542","12.0","22.9",".179",NA,".502","13.3","76.8",".178",NA,"Phoenix Suns Arena","390,035","15,601"
"4","3","Utah Jazz","29.7","30","20","34","16","6.24","-0.34","5.90","116.0","109.6","+6.4","98.0",".269",".469",".591",NA,".557","12.9","24.1",".209",NA,".516","10.7","78.2",".155",NA,"Vivint Smart Home Arena","457,650","18,306"
"5","4","Cleveland Cavaliers","24.7","30","19","32","17","4.94","0.40","5.34","110.9","105.8","+5.1","96.6",".243",".399",".568",NA,".537","13.8","23.9",".184",NA,".507","12.7","76.6",".153",NA,"Quicken Loans Arena","431,793","17,991"
"6","5","Miami Heat","28.2","32","17","32","17","4.71","-0.50","4.21","113.3","108.4","+4.9","95.7",".240",".422",".578",NA,".541","13.4","25.2",".195",NA,".525","14.3","78.5",".203",NA,"FTX Arena","451,304","19,622"
"7","6","Milwaukee Bucks","28.4","31","20","31","20","3.69","-0.75","2.93","112.3","108.6","+3.7","99.3",".245",".443",".568",NA,".533","12.4","23.2",".191",NA,".517","12.1","77.6",".166",NA,"Fiserv Forum","452,045","17,386"
"8","7","Memphis Grizzlies","24.0","34","17","31","20","3.45","0.32","3.77","112.0","108.6","+3.4","99.5",".238",".351",".546",NA,".516","11.7","28.7",".176",NA,".525","13.7","77.9",".187",NA,"FedEx Forum","407,242","15,083"
"9","8","Boston Celtics","26.0","25","25","29","21","2.76","0.05","2.81","109.9","107.1","+2.8","96.4",".238",".412",".556",NA,".516","12.7","23.9",".196",NA,".506","12.5","77.9",".182",NA,"TD Garden","478,900","18,419"
"10","9","Philadelphia 76ers","26.5","29","19","28","20","2.35","-0.64","1.71","111.4","109.0","+2.4","96.0",".257",".366",".567",NA,".527","11.6","19.7",".208",NA,".516","12.4","76.3",".182",NA,"Wells Fargo Center","447,011","20,319"
"11","10","Dallas Mavericks","26.8","28","21","28","21","2.27","0.04","2.31","109.5","107.2","+2.3","95.9",".239",".427",".554",NA,".521","11.7","21.0",".184",NA,".517","12.6","79.2",".178",NA,"American Airlines Center","469,505","19,563"
"12","11","Brooklyn Nets","29.5","29","19","27","21","1.94","-0.67","1.27","112.3","110.4","+1.9","99.2",".240",".357",".574",NA,".536","12.7","23.0",".197",NA,".507","11.3","76.0",".193",NA,"Barclays Center","427,424","17,097"
"13","12","Chicago Bulls","26.2","30","18","26","22","1.56","-0.54","1.02","112.3","110.8","+1.5","98.4",".240",".348",".576",NA,".540","12.2","20.5",".194",NA,".529","12.6","77.9",".195",NA,"United Center","480,549","20,893"
"14","13","Denver Nuggets","27.6","27","21","26","22","1.44","-0.07","1.37","111.3","109.9","+1.4","97.0",".218",".417",".572",NA,".541","12.9","21.1",".170",NA,".532","12.4","78.2",".177",NA,"Ball Arena","356,707","16,214"
"15","14","Toronto Raptors","24.6","23","23","24","22","0.76","0.44","1.20","111.4","110.6","+0.8","95.9",".228",".386",".536",NA,".504","11.3","28.4",".172",NA,".535","14.7","74.9",".204",NA,"Scotiabank Arena","311,611","12,464"
"16","15","Minnesota Timberwolves","24.0","24","25","25","24","0.59","0.35","0.94","110.7","110.1","+0.6","99.9",".235",".456",".551",NA,".519","12.8","25.8",".179",NA,".529","14.7","74.7",".227",NA,"Target Center","361,837","15,732"
"17","16","Charlotte Hornets","25.8","28","22","26","24","0.36","-0.09","0.27","113.3","112.9","+0.4","100.7",".228",".415",".568",NA,".541","11.4","22.4",".168",NA,".541","13.3","75.4",".190",NA,"Spectrum Center","350,826","16,706"
